d3mIndex,log(wdi.pop),log(xxxcimr),wdi.gdpchg.s,sqrt(wdi.cpi),log1p(bnn.yroff),elceleth.c,dispota4.c,cir.physint,I(cir.physint^2),nvc.start.1
2483,15.442460829973669,-2.1337034696820147,1.91147460310375,8.875302767211235,0.0,0.0,0.0,8.0,64.0,0.0
2484,15.44627738330824,-2.2996090926791157,1.99059127868963,8.918916311267784,0.6931471805599453,0.0,0.0,8.0,64.0,0.0
2485,15.449557762444515,-2.263599645975209,1.8892981148859,8.946371753182936,1.0986122886681096,0.0,0.0,8.0,64.0,0.0
2486,15.45253153574878,-2.1969366836815745,2.49114198214958,8.999668956951329,1.3862943611198906,0.0,0.0,8.0,64.0,0.0
2487,15.455186265373142,-2.1004092002735053,2.24299840808803,9.062408839845354,1.6094379124341005,0.0,0.0,8.0,64.0,0.0
2488,15.457507427864332,-2.1940054433125145,1.97696014510304,9.114786148418547,1.791759469228055,0.0,0.0,8.0,64.0,0.0
2489,15.459583493018465,-2.153812084671494,2.30732557836215,9.266993120817382,0.0,0.0,0.0,8.0,64.0,0.0
2490,15.461860366437328,-2.129343071547408,1.51120729690927,9.385146492069977,0.6931471805599453,0.0,0.0,8.0,64.0,0.0
2491,15.464284176939662,-2.093461261893839,1.35430041053094,9.458167204342852,1.0986122886681096,0.0,0.0,8.0,64.0,0.0
2492,15.466668749340347,-2.058447068835383,1.4186026105786005,9.49957138130121,1.3862943611198906,0.0,0.0,7.0,49.0,0.0
2493,15.469572252955532,-2.0310679572200647,2.03097783451661,9.508455186593409,1.6094379124341005,0.0,0.0,8.0,64.0,0.0
2494,15.472994738898402,-2.0128467531099505,1.70764746549195,9.549304157097437,1.791759469228055,0.0,0.0,7.0,49.0,0.0
2495,15.476832510261453,-1.9479202001551683,2.10014102640537,9.623816334470416,1.9459101490553128,0.0,0.0,7.0,49.0,0.0
2496,15.481086808582456,-1.9432686765176848,2.30981064419605,9.743878370119415,2.079441541679836,0.0,0.0,7.0,49.0,0.0
2497,15.485742301427535,-1.9348285665264953,0.541821414144593,9.93999541801382,2.19722457733622,0.0,0.0,7.0,49.0,0.0
2498,15.490524765362366,-1.9098626583280836,-2.92209044578166,9.93999541801382,2.302585092994046,0.0,0.0,7.0,49.0,0.0
2525,17.831988745359347,-1.8991797180138403,0.989481477784609,6.6180714526910345,0.0,0.0,0.0,8.0,64.0,0.0
2526,17.837582841602938,-1.87351919608572,1.55481343954998,7.003235443689502,0.6931471805599453,0.0,0.0,7.0,49.0,0.0
2527,17.843534995156894,-1.866122510586084,1.1099117008964798,7.326989232373608,1.0986122886681096,0.0,0.0,7.0,49.0,0.0
2528,17.849571958815687,-1.9258303746777379,1.2225487364952,7.602922787645763,1.3862943611198906,0.0,0.0,7.0,49.0,0.0
2529,17.855489708165358,-1.9024671093091077,1.26895568319653,7.821449280943034,1.6094379124341005,0.0,0.0,6.0,36.0,0.0
2530,17.861280320324386,-1.8851739141737307,1.5019924340388302,7.920101904956052,0.0,0.0,0.0,7.0,49.0,0.0
2531,17.86699603484368,-1.8800520765337327,1.54545773162296,8.049290317379596,0.6931471805599453,0.0,0.0,6.0,36.0,0.0
2532,17.872565490623735,-1.850673226570604,2.1604772044533203,8.157264438191396,0.0,0.0,0.0,5.0,25.0,0.0
2533,17.877910652172524,-1.8293763325483616,2.0464071492195903,8.298720794302735,1.791759469228055,0.0,0.0,5.0,25.0,0.0
2534,17.882984003878995,-1.8038320502598952,1.61870377966295,8.437806025798633,1.9459101490553128,0.0,1.0,5.0,25.0,0.0
2535,17.88551242636729,-1.8129423590123919,1.01949490994234,8.57245109308228,2.079441541679836,0.0,1.0,7.0,49.0,0.0
2536,17.890489001606397,-1.812288049432295,1.2157053370493405,8.673260376065143,2.19722457733622,0.0,1.0,8.0,64.0,0.0
2537,17.894827316255945,-1.8639820000976568,-0.816901933945209,8.764114402870469,2.302585092994046,0.0,1.0,6.0,36.0,0.0
2538,17.898554727242697,-1.9143726743187373,1.49912920796216,8.836595090750402,2.3978952727983707,0.0,1.0,8.0,64.0,0.0
2539,17.902170855032498,-2.0595550692713047,1.43083879841504,8.914811362404636,0.0,0.0,1.0,8.0,64.0,0.0
2540,17.905713555735808,-2.062696474155232,1.03325446800622,9.003729022023819,0.6931471805599453,0.0,1.0,8.0,64.0,0.0
2541,17.90925147136041,-1.9979159583792487,1.47778105511304,9.058574579122324,1.0986122886681096,0.0,1.0,8.0,64.0,0.0
2542,17.91293666733916,-1.972380725632333,1.83800452701825,9.085494622360141,1.3862943611198906,0.0,1.0,6.0,36.0,0.0
2543,17.918079044164664,-1.9463708723720032,1.81438012316056,9.109692403700599,1.6094379124341005,0.0,1.0,6.0,36.0,0.0
2544,17.924925276134434,-1.9555750722201304,1.91836172473839,9.186771885577839,1.791759469228055,0.0,1.0,6.0,36.0,0.0
2545,17.932199041800846,-2.0732536049116543,1.35486726105795,9.261353170222918,1.9459101490553128,0.0,1.0,7.0,49.0,0.0
2546,17.93946617025391,-2.141425320632009,0.963770045408662,9.349697586468444,2.079441541679836,0.0,1.0,7.0,49.0,0.0
2547,17.946548186401753,-2.089391872837004,0.9484187112335992,9.447779140030343,2.19722457733622,0.0,1.0,5.0,25.0,0.0
2548,17.953905832782198,-2.1150536131158426,1.5952025547968,9.548095685430637,2.302585092994046,0.0,1.0,6.0,36.0,0.0
2549,17.961438934035726,-2.082440044700117,1.35148233935493,9.630597012334544,2.3978952727983707,0.0,1.0,7.0,49.0,0.0
2550,17.96840661416537,-2.0300778185981967,1.57062372479898,9.71133503370394,2.4849066497880004,0.0,1.0,7.0,49.0,0.0
2551,17.974590059532627,-2.023074669960045,1.51169210110185,9.783324113005714,0.0,0.0,1.0,7.0,49.0,0.0
2552,17.980175317053785,-2.0151093978365937,-0.284021365292076,9.920016397427213,0.6931471805599453,0.0,1.0,6.0,36.0,0.0
2553,17.98531690528357,-1.9510449482012255,-1.7739981647648102,9.924384417775236,1.0986122886681096,0.0,1.0,7.0,49.0,0.0
2575,13.52063467197222,0.4568972817615432,2.25728360679202,6.334240190223608,2.7080502011022096,0.0,0.0,7.0,49.0,0.0
2576,13.545850443390165,0.4770451952511549,-1.7599773860113002,6.842322275660042,2.772588722239781,0.0,0.0,6.0,36.0,0.0
2577,13.571560800937483,0.4796904713665191,2.36817243463881,7.198173010054753,2.8332133440562166,0.0,0.0,6.0,36.0,0.0
2578,13.597751235639373,0.4758910845561428,2.740237636932,7.405977099600647,2.8903717578961645,0.0,0.0,6.0,36.0,0.0
2579,13.624380318388924,0.4629230756218754,-1.52739953096396,7.673497444364923,2.9444389791664403,0.0,0.0,7.0,49.0,0.0
2580,13.65140684394686,0.4815589989336696,-0.8964361327230179,7.910975996695672,2.9957322735539913,0.0,0.0,8.0,64.0,0.0
2581,13.678725879138259,0.4763167968877674,-4.1407779717370286,7.873460783520541,3.0445224377234235,0.0,0.0,7.0,49.0,0.0
2582,13.706174372014345,0.4707084573585333,3.5840414677119905,7.520036354164413,3.0910424533583165,0.0,0.0,6.0,36.0,0.0
2583,13.733556190900376,0.4966648362356813,2.92323621929695,7.76935996754707,3.1354942159291497,0.0,0.0,7.0,49.0,0.0
2584,13.760740701014464,0.499966880451333,2.27864812459563,8.063881622814431,3.1780538303479458,0.0,0.0,4.0,16.0,0.0
2585,13.787665456498404,0.48118162520714297,2.47234776698678,7.57807055620495,3.218875824868201,0.0,0.0,7.0,49.0,0.0
2586,13.814332864755785,0.5192083871021836,-1.75788101138193,7.207421862051576,3.258096538021482,0.0,0.0,8.0,64.0,0.0
2587,13.840748387750391,0.5022016944744102,1.9865938207457,7.2266309472050265,3.2958368660043287,0.0,0.0,5.0,25.0,0.0
2588,13.866937243454835,0.4915164917237949,1.92685101619003,8.431228461558506,3.332204510175204,0.0,0.0,4.0,16.0,0.0
2589,13.892913168261053,0.4975461862739893,2.23021249276089,8.828528140656713,3.3672958299864737,0.0,0.0,8.0,64.0,0.0
2590,13.918696911844323,0.5064282550766069,1.90395615052478,8.858920713760806,3.4011973816621555,0.0,0.0,7.0,49.0,0.0
2591,13.944266064177235,0.5701316482384585,2.3954889676359103,9.033208663259678,3.4339872044851463,0.0,0.0,6.0,36.0,0.0
2592,13.969539801847056,0.5914124666757098,1.86489506088672,9.098407161221287,3.4657359027997265,0.0,0.0,7.0,49.0,0.0
2593,13.994425485446715,0.6062614185349708,-2.9887493711881805,9.009876385649967,3.49650756146648,0.0,0.0,6.0,36.0,0.0
2594,14.018881513531351,0.6041311442009049,-1.37221222713253,9.03259408029691,3.5263605246161616,0.0,0.0,8.0,64.0,0.0
2595,14.042884349183659,0.6423867656931959,1.46002738082563,9.128624892903707,3.555348061489413,0.0,0.0,6.0,36.0,0.0
2596,14.066516716512728,0.6676987646109092,-0.516869669567815,9.13029906107094,3.58351893845611,0.0,0.0,7.0,49.0,0.0
2597,14.08997060339692,0.6949136533777399,1.57327435098447,9.231782281542797,3.610917912644224,0.0,0.0,7.0,49.0,0.0
2598,14.113483249899133,0.7124566319021085,1.16017912429319,9.250605404481707,3.6375861597263857,0.0,0.0,6.0,36.0,0.0
2599,14.137206300806199,0.7253694287945611,1.73827381525447,9.420565715712117,3.6635616461296463,0.0,0.0,5.0,25.0,0.0
2600,14.161159842090838,0.780944727666016,1.08682459009732,9.353943347626727,3.688879454113936,0.0,0.0,5.0,25.0,0.0
2601,14.185271110651591,0.7781388862692391,2.3565555131581,9.5863234248198,3.7135720667043084,0.0,0.0,7.0,49.0,0.0
2602,14.209471749028964,0.7760747037336584,0.999903664561804,9.835413734646316,3.737669618283368,0.0,0.0,6.0,36.0,0.0
2603,14.233664817188425,0.7929867218024707,-1.70293863659258,9.927714207079674,0.0,0.0,0.0,6.0,36.0,0.0
2620,13.346167510486353,0.5019904116535487,1.82260638719695,2.689768109070704,2.8332133440562166,0.0,0.0,8.0,64.0,0.0
2621,13.381957655152274,0.5473216339197431,-0.874403968044952,2.8320058059235085,2.8903717578961645,0.0,0.0,7.0,49.0,0.0
2622,13.419842303585732,0.5751728488888961,3.29897374304071,2.9788111324245703,2.9444389791664403,0.0,0.0,7.0,49.0,0.0
2623,13.460401530195744,0.6055689078789491,1.88022813045447,3.2915318387022316,2.9957322735539913,0.0,0.0,6.0,36.0,0.0
2624,13.503661468106106,0.6289321734860557,-0.901257796103537,3.5803619211329463,3.0445224377234235,0.0,0.0,7.0,49.0,0.0
2625,13.549717823002672,0.6825600245836952,2.02263964396412,4.479892311355922,3.0910424533583165,0.0,0.0,8.0,64.0,0.0
2626,13.597521200940426,0.7125201227605873,1.5666311626168898,4.979116991808096,3.1354942159291497,0.0,0.0,6.0,36.0,0.0
2627,13.64479340882844,0.7415151689590598,2.11585118639104,5.262118419468512,3.1780538303479458,0.0,0.0,7.0,49.0,0.0
2628,13.688978611959994,0.8013607652129986,2.42811089319439,5.4755121344201765,3.218875824868201,0.0,0.0,8.0,64.0,0.0
2629,13.728656623125431,0.8386894858361943,1.8864991267535,5.799076207154549,3.258096538021482,0.0,0.0,8.0,64.0,0.0
2630,13.763668692086261,0.8522118751866915,1.7626796069821,6.044472110074519,3.2958368660043287,0.0,0.0,8.0,64.0,0.0
2631,13.79496697622914,0.922656494108016,1.83812107400096,6.324682790548019,3.332204510175204,0.0,0.0,8.0,64.0,0.0
2632,13.823718778164091,0.9366896907802716,1.73554044024237,6.5258898484817545,3.3672958299864737,0.0,0.0,7.0,49.0,0.0
2633,13.851437390706351,0.9569545161454288,0.3928692506503621,6.581456370514599,0.0,0.0,0.0,4.0,16.0,0.0
2634,13.879185581394985,0.9919118406647234,0.93906793539558,6.8073061246875195,0.6931471805599453,0.0,0.0,4.0,16.0,0.0
2635,13.907113875837274,1.0177345325441989,1.49115564085512,6.844626602581831,1.0986122886681096,0.0,0.0,6.0,36.0,0.0
2636,13.935057370584508,1.072750454540395,2.2135941240373302,6.939156171842972,1.3862943611198906,0.0,0.0,6.0,36.0,0.0
2637,13.963301917250295,1.0853385332089271,1.8708282820201696,6.97770672481746,1.6094379124341005,0.0,0.0,7.0,49.0,0.0
2638,13.992101559781034,1.0896154925288517,2.52982212813463,7.10947070847528,1.791759469228055,0.0,0.0,6.0,36.0,0.0
2639,14.021599909592556,1.0762310992622812,2.34520787991174,7.139443957378648,1.9459101490553128,0.0,0.0,6.0,36.0,0.0
2640,14.0519185463703,1.104042362827562,2.4083189157584703,7.2980552770490785,2.079441541679836,0.0,0.0,5.0,25.0,0.0
2641,14.082990178200545,1.1186701071584169,-1.80277574269644,7.605719515176688,2.19722457733622,0.0,0.0,7.0,49.0,0.0
2642,14.114539016034104,1.1366581560949525,2.62106848441615,8.227998932371698,2.302585092994046,0.0,0.0,6.0,36.0,0.0
2643,14.146204704959331,1.1444363293185895,2.65518360947045,8.793061290910504,2.3978952727983707,0.0,0.0,6.0,36.0,0.0
2644,14.177754267505419,1.1489695163518916,-0.970399994650479,9.003279897423226,2.4849066497880004,0.0,0.0,6.0,36.0,0.0
2645,14.209121684425321,1.1933137886887168,1.06023564331824,9.095353273196826,2.5649493574615367,0.0,0.0,3.0,9.0,0.0
2646,14.240389982691667,1.1770416759167492,1.9055250803933896,9.336188181161132,2.6390573296152593,0.0,0.0,5.0,25.0,0.0
2647,14.271658640919568,1.1603611195168562,2.39471125090905,9.542015179952237,2.7080502011022096,0.0,0.0,6.0,36.0,0.0
2648,14.303066735957414,1.169717973764962,2.53962513833956,9.756792633251877,2.772588722239781,0.0,0.0,4.0,16.0,0.0
2652,15.396878159803286,-0.4975639292239333,-3.2249023583364,3.2390969657080038,1.0986122886681096,1.0,0.0,2.0,4.0,0.0
2653,15.370281069056064,-0.4971405901267792,1.6124506962763,5.250107102355426,1.3862943611198906,1.0,0.0,3.0,9.0,0.0
2654,15.34506075071358,-0.3376163558360629,3.34664045317819,6.197739759974066,1.6094379124341005,1.0,0.0,2.0,4.0,0.0
2655,15.326585635981472,-0.3991505061881476,3.24330689236551,6.413616161441812,1.791759469228055,1.0,0.0,1.0,1.0,0.0
2656,15.316761742540352,-0.4817456822764622,1.76207390977879,6.526994701763684,1.9459101490553128,1.0,0.0,1.0,1.0,0.0
2657,15.308976294145953,-0.3486138195680294,1.69388802933546,7.125872459150683,2.079441541679836,1.0,0.0,2.0,4.0,0.0
2658,15.301265564685798,-0.4617843201823205,1.35585439729825,7.269226871196035,2.19722457733622,1.0,0.0,5.0,25.0,0.0
2659,15.294019403071976,-0.3394167831263604,2.19213406111692,7.436175513582227,2.302585092994046,1.0,0.0,4.0,16.0,0.0
2660,15.28729430509958,-0.3405552637633392,2.33962377178323,7.641112238893223,2.3978952727983707,1.0,0.0,5.0,25.0,1.0
2661,15.280824026134207,-0.3399436013218283,3.3253723117577403,7.821021515032808,0.0,1.0,0.0,4.0,16.0,0.0
2662,15.278372364253045,-0.3498263128705921,2.42019219021455,8.039427808907279,0.0,1.0,0.0,4.0,16.0,0.0
2663,15.288303664700782,-0.3627885469841509,3.09832867447621,8.364384937693021,0.6931471805599453,1.0,0.0,6.0,36.0,0.0
2664,15.296660450096846,-0.32616410265849977,3.06321344545156,8.739119563513563,1.0986122886681096,1.0,0.0,4.0,16.0,0.0
2665,15.294475253925473,-0.34756095678288096,3.51340290886202,9.134153458853405,1.3862943611198906,1.0,0.0,4.0,16.0,0.0
2666,15.293426486131386,-0.36740383376744346,1.52119922953687,9.579959180777196,1.6094379124341005,1.0,0.0,5.0,25.0,0.0
2667,15.299589308233859,-0.3677722038164696,-1.94313508565631,9.662352093778065,1.791759469228055,1.0,0.0,6.0,36.0,0.0
2669,18.19771087755406,-1.9161566219874708,2.2601463468887704,8.377787532735717,2.302585092994046,0.0,1.0,8.0,64.0,0.0
2670,18.205314347021265,-1.9217722824055827,1.38271000187799,8.587838264238947,2.3978952727983707,0.0,1.0,8.0,64.0,0.0
2671,18.211888259202144,-1.9532975253512068,-1.00104815727836,8.776206691978318,2.4849066497880004,0.0,0.0,7.0,49.0,0.0
2672,18.21535682568845,-1.986523571474075,1.5721804643327,8.89582530385822,2.5649493574615367,0.0,0.0,8.0,64.0,0.0
2673,18.218295870125612,-1.9927325730109933,1.2949920327190805,8.97216513452331,2.6390573296152593,0.0,0.0,8.0,64.0,0.0
2674,18.221190619120172,-2.005770537153992,0.8892590984851301,9.036803786719496,2.7080502011022096,0.0,0.0,8.0,64.0,0.0
2675,18.22265375193579,-1.9563299249615695,1.31805866222899,9.12136281816085,2.772588722239781,0.0,0.0,8.0,64.0,0.0
2676,18.22280518844434,-1.9875161499949667,1.36449574143764,9.163934226192717,0.0,0.0,0.0,8.0,64.0,0.0
2677,18.223451534223393,-1.9813853900548923,1.36787403867472,9.190004108520636,0.6931471805599453,0.0,0.0,6.0,36.0,0.0
2678,18.224805850227327,-2.0004256384049355,1.74861357423507,9.257365080519373,1.0986122886681096,0.0,0.0,8.0,64.0,0.0
2679,18.226488103840694,-1.9862422274582363,1.2305978516241498,9.348740552207698,1.3862943611198906,0.0,0.0,7.0,49.0,0.0
2680,18.228169387034768,-1.954777874266502,0.100738092013291,9.41492007719688,1.6094379124341005,0.0,0.0,7.0,49.0,0.0
2681,18.228723020070642,-1.9094541070666409,-0.6127348015967271,9.463480497255057,1.791759469228055,0.0,0.0,7.0,49.0,0.0
2682,18.228505922794138,-1.8937243957627088,1.07755863579061,9.541973281481598,1.9459101490553128,0.0,0.0,7.0,49.0,0.0
2683,18.227938140175787,-1.9321578419120256,0.827439217391609,9.615492957136103,0.0,0.0,0.0,8.0,64.0,0.0
2684,18.22681016519934,-1.851330429790523,1.92353840616713,9.691035015929582,0.6931471805599453,0.0,0.0,8.0,64.0,0.0
2685,18.225472979473327,-1.8381922919215057,1.8080501439526695,9.801768865332802,1.0986122886681096,0.0,0.0,8.0,64.0,0.0
2686,18.22357155102637,-1.9011175090158927,1.04076944894116,9.929747394753317,1.3862943611198906,0.0,0.0,7.0,49.0,0.0
2687,18.221037716924737,-1.8758650499540568,-2.26836869485469,9.945262306924306,1.6094379124341005,0.0,0.0,8.0,64.0,0.0
2713,16.256873021845482,0.28342500505992296,-2.63128301393088,0.4000800978756554,0.6931471805599453,0.0,0.0,2.0,4.0,0.0
2714,16.2916910789246,0.3232569661120235,-2.13629064485823,0.5972788727355757,1.0986122886681096,0.0,0.0,2.0,4.0,0.0
2715,16.326069116168803,0.3396907136915014,2.94067496613323,0.7058646514077285,1.3862943611198906,0.0,0.0,5.0,25.0,0.0
2716,16.358441353219913,0.3473016531011467,2.2564613827079,0.7413442110762408,1.6094379124341005,0.0,0.0,5.0,25.0,0.0
2717,16.38847509251713,0.3855334402466089,2.28016667614671,0.8274059547461403,1.791759469228055,0.0,0.0,5.0,25.0,0.0
2718,16.416791622137758,0.4002349706861166,2.18972572048632,0.9783531126762692,1.9459101490553128,0.0,0.0,5.0,25.0,0.0
2719,16.44402471746046,0.4138904337614827,2.37237639131191,1.1213107617299407,2.079441541679836,0.0,0.0,5.0,25.0,0.0
2720,16.471074191608214,0.4413740366851264,2.2551879106539,1.2547847803357637,2.19722457733622,0.0,0.0,5.0,25.0,0.0
2721,16.49849543202671,0.4458247735628054,1.82450492714996,1.4700759164587178,2.302585092994046,0.0,0.0,4.0,16.0,0.0
2722,16.526426847907153,0.4266499788812119,2.29822238702293,1.597123918766593,2.3978952727983707,0.0,0.0,5.0,25.0,0.0
2723,16.554522783450913,0.4641811964837184,1.96962411895476,1.6755049154552724,2.4849066497880004,0.0,0.0,6.0,36.0,0.0
2724,16.582286481074103,0.4452266779848959,2.2022715545544305,1.8729705158405616,2.5649493574615367,0.0,0.0,5.0,25.0,0.0
2725,16.609082460373386,0.4320586976719436,1.81659021245872,2.0929576508297463,2.6390573296152593,0.0,0.0,7.0,49.0,0.0
2726,16.634560902088612,0.4789372993531728,2.0279099926953403,2.64294689259669,2.7080502011022096,0.0,0.0,6.0,36.0,0.0
2727,16.658624784941757,0.5167910421040768,2.14533469556316,3.1996146413276714,2.772588722239781,0.0,0.0,6.0,36.0,0.0
2728,16.681615863839642,0.6086194324999671,2.04850137370417,3.6183271725446136,2.8332133440562166,0.0,0.0,5.0,25.0,0.0
2729,16.7041491481259,0.6572825252911629,2.16803846705162,3.8738779099312364,2.8903717578961645,0.0,0.0,7.0,49.0,0.0
2730,16.72700770626386,0.647438399447235,2.09761687069801,4.107199815688518,2.9444389791664403,0.0,0.0,6.0,36.0,1.0
2731,16.7506981377575,0.619778809287897,1.92353840616708,4.5955366670577105,0.0,0.0,0.0,5.0,25.0,0.0
2732,16.77527321182884,0.6332369392723418,2.00000000000002,5.2979464416582385,0.6931471805599453,0.0,0.0,5.0,25.0,0.0
2733,16.800500690766366,0.6336891106602887,2.12132034355976,5.676873593800025,1.0986122886681096,0.0,0.0,6.0,36.0,0.0
2734,16.8262144947504,0.6362175449600239,2.28035085019827,6.3893193314639465,1.3862943611198906,0.0,0.0,6.0,36.0,0.0
2735,16.85216949256079,0.6369315565715917,2.3664319132397003,6.780647615032705,1.6094379124341005,0.0,0.0,6.0,36.0,0.0
2736,16.87815512677344,0.6341819222474443,2.42899235242398,7.275169953760318,1.791759469228055,0.0,0.0,6.0,36.0,0.0
2737,16.904176507855706,0.6753185073288902,2.5298221281347297,7.661937724720684,1.9459101490553128,0.0,0.0,5.0,25.0,0.0
2738,16.930165617412513,0.6590000449896285,2.5416009875934304,8.06262790929316,2.079441541679836,0.0,0.0,5.0,25.0,0.0
2739,16.955781996944722,0.6436551605873415,2.90353303454223,8.703237795920206,2.19722457733622,0.0,0.0,5.0,25.0,0.0
2740,16.980628284889768,0.6477443586459692,1.99781282950642,9.504107601602245,0.0,0.0,0.0,5.0,25.0,0.0
2767,16.090657648230824,-1.3801404954522607,-1.24648354337304,2.552254436796841,0.0,0.0,1.0,7.0,49.0,0.0
2768,16.096822268632007,-1.399534141890074,-1.06425914538584,2.806539847051148,0.6931471805599453,0.0,1.0,6.0,36.0,0.0
2769,16.102639517955264,-1.3933753957753057,-1.03856746228102,3.0775045689085774,1.0986122886681096,0.0,1.0,4.0,16.0,0.0
2770,16.107621083717266,-1.3959110924075822,1.41794936542788,3.3493792599106933,1.3862943611198906,0.0,1.0,5.0,25.0,0.0
2771,16.111503973508924,-1.3796652944150145,1.58415799394394,3.658383271884112,1.6094379124341005,0.0,1.0,5.0,25.0,0.0
2772,16.114811564243972,-1.459906178532581,0.7194859842519009,4.057691130889117,1.791759469228055,0.0,1.0,5.0,25.0,0.0
2773,16.118155149188265,-1.4745869684255688,-1.502951588294,4.377512465883519,1.9459101490553128,0.0,1.0,6.0,36.0,0.0
2774,16.121787129061318,-1.4978518522058657,2.07071525406558,4.664192841554454,2.079441541679836,0.0,1.0,5.0,25.0,0.0
2775,16.127005638862176,-1.6035696638345514,1.9493588685665,4.973438253307988,0.0,0.0,1.0,5.0,25.0,0.0
2776,16.133664032356826,-1.5345366040547972,0.0,5.457304945459013,0.0,0.0,1.0,6.0,36.0,0.0
2777,16.143401928876138,-1.6076365159234975,1.7606816866206598,5.965032802928648,0.6931471805599453,0.0,1.0,8.0,64.0,0.0
2778,16.154414658232156,-1.5924090800231057,0.836660026470654,6.4208223505262385,1.0986122886681096,0.0,1.0,7.0,49.0,0.0
2779,16.163597366483415,-1.5842427812493014,-1.26491106400764,6.868014060640112,0.0,0.0,1.0,5.0,25.0,0.0
2780,16.171924054240165,-1.6069379110433768,1.4142135626434198,7.233384687492653,2.19722457733622,0.0,1.0,5.0,25.0,0.0
2781,16.179603177017718,-1.5659500434768854,1.44904098442912,7.5496945641576065,2.302585092994046,0.0,1.0,6.0,36.0,0.0
2782,16.186611221888814,-1.6502820676165681,1.53570897043128,7.852996881121047,0.0,0.0,1.0,6.0,36.0,0.0
2783,16.192878766579963,-1.6788833563164909,1.9072514713168305,8.067553549954837,0.6931471805599453,0.0,1.0,6.0,36.0,0.0
2784,16.198281117672067,-1.61828421030103,1.83403477069646,8.257574597695161,1.0986122886681096,0.0,1.0,8.0,64.0,0.0
2785,16.20267390363358,-1.6684133495909423,1.84915970622424,8.365733408851893,1.3862943611198906,0.0,1.0,7.0,49.0,0.0
2786,16.20587591561139,-1.6678929997683498,2.11598811501589,8.497134458589324,1.6094379124341005,0.0,1.0,7.0,49.0,0.0
2787,16.209011097142643,-1.6362562718366065,2.04870072056283,8.63929056199449,1.791759469228055,0.0,1.0,6.0,36.0,0.0
2788,16.211925007612315,-1.6162522488769075,1.8545639299347705,8.794668920450134,1.9459101490553128,0.0,1.0,7.0,49.0,0.0
2789,16.215070263008286,-1.5946956308432385,2.43798902365716,8.948576741207459,2.079441541679836,0.0,1.0,5.0,25.0,0.0
2790,16.21845931311175,-1.589235204886581,2.08988142141687,9.077352969142492,0.0,0.0,1.0,6.0,36.0,0.0
2791,16.221816993906305,-1.5752245333483064,1.51008406332113,9.23685109556601,0.6931471805599453,0.0,1.0,6.0,36.0,0.0
2792,16.22497024981347,-1.5229286693259227,2.3468103636299,9.383292634693976,1.0986122886681096,0.0,1.0,5.0,25.0,0.0
2793,16.22811547516016,-1.5265040129019507,1.88047292622362,9.518146799485596,1.3862943611198906,0.0,1.0,5.0,25.0,0.0
2794,16.230212799079016,-1.5293634581875688,-0.463798630972928,9.71377111523079,1.6094379124341005,0.0,1.0,4.0,16.0,0.0
2795,16.230270545905146,-1.5130806728064654,-1.7710550304820702,9.772366293943033,0.0,0.0,1.0,5.0,25.0,0.0
2822,15.78632291436818,0.1217531962177432,0.8042752436957671,2.3002983990542294,1.3862943611198906,1.0,1.0,0.0,0.0,0.0
2823,15.811262019219578,0.17197493799575686,-1.87885309802866,2.303831078974535,0.0,1.0,1.0,1.0,1.0,0.0
2824,15.836176010425543,0.20490460777430702,-1.60377415372814,2.3555326850604152,0.0,1.0,1.0,1.0,1.0,0.0
2825,15.860775941301954,0.2304048578611849,0.704767933651716,2.395320213844051,0.6931471805599453,1.0,1.0,0.0,0.0,0.0
2826,15.884885854573147,0.2143688728173077,-0.7806016632491529,2.609544900755657,1.0986122886681096,1.0,1.0,0.0,0.0,0.0
2827,15.908473151837637,0.2289709412876085,0.37821897266081295,3.053626080089578,0.0,1.0,1.0,0.0,0.0,0.0
2828,15.931654018296188,0.21985175433057536,1.88254700008846,3.2363137293417026,0.6931471805599453,1.0,1.0,4.0,16.0,0.0
2829,15.954587290959113,0.20967697316857636,1.97291337125292,3.4070976396301287,1.0986122886681096,1.0,1.0,1.0,1.0,0.0
2830,15.977480945083704,0.23071248032506694,1.9855954864211205,3.595854338601552,1.3862943611198906,1.0,1.0,2.0,4.0,0.0
2831,16.00047461467933,0.22863953182683774,1.76140943794349,4.273198482763737,1.6094379124341005,1.0,1.0,1.0,1.0,0.0
2832,16.02363254228792,0.20306502387788647,1.91265489854174,4.9311751773911245,0.0,1.0,1.0,2.0,4.0,0.0
2833,16.046912704435407,0.2340179307465212,2.19962242164746,5.172939506508123,0.6931471805599453,1.0,1.0,2.0,4.0,0.0
2834,16.07022281591384,0.20851300167137693,1.98169926175047,5.470116073886559,0.0,1.0,1.0,4.0,16.0,0.0
2835,16.09343383289379,0.18876715555240034,2.00841765914271,5.759367803428629,0.6931471805599453,1.0,1.0,2.0,4.0,0.0
2836,16.116480447218787,0.18357341855460754,2.2245330934284904,5.996699920273,1.0986122886681096,1.0,1.0,2.0,4.0,0.0
2837,16.139330879042767,0.16745288829965446,1.71981973365846,6.319534986438417,0.0,1.0,1.0,3.0,9.0,0.0
2838,16.162077703232537,0.20495436399385508,2.0890404385971,6.604833291105447,0.6931471805599453,1.0,0.0,4.0,16.0,0.0
2839,16.184921242255967,0.1992447719708346,2.23462027625731,6.8197409908652915,1.0986122886681096,1.0,0.0,5.0,25.0,0.0
