d3mIndex,cultivar,sitename,day,canopy_height
10535,PI562998,MAC Field Scanner Season 4 Range 47 Column 15,132,337
10555,PI563002,MAC Field Scanner Season 4 Range 24 Column 10,122,323
10575,PI563002,MAC Field Scanner Season 4 Range 24 Column 9,122,319
10595,PI563006,MAC Field Scanner Season 4 Range 22 Column 7,122,356
10626,PI563006,MAC Field Scanner Season 4 Range 22 Column 8,133,381
10672,PI563006,MAC Field Scanner Season 4 Range 30 Column 5,133,332
10718,PI563006,MAC Field Scanner Season 4 Range 30 Column 6,133,349
10741,PI563020,MAC Field Scanner Season 4 Range 48 Column 11,124,396
10764,PI563020,MAC Field Scanner Season 4 Range 48 Column 12,124,379
10794,PI563022,MAC Field Scanner Season 4 Range 16 Column 15,133,344
10817,PI563196,MAC Field Scanner Season 4 Range 47 Column 13,124,325
10856,PI563196,MAC Field Scanner Season 4 Range 47 Column 14,132,306
10879,PI563295,MAC Field Scanner Season 4 Range 27 Column 15,133,331
10914,PI563330,MAC Field Scanner Season 4 Range 32 Column 7,133,381
10949,PI563330,MAC Field Scanner Season 4 Range 32 Column 8,133,378
10980,PI563332,MAC Field Scanner Season 4 Range 21 Column 10,133,371
11011,PI563332,MAC Field Scanner Season 4 Range 21 Column 9,133,366
11033,PI563338,MAC Field Scanner Season 4 Range 49 Column 3,124,361
11055,PI563338,MAC Field Scanner Season 4 Range 49 Column 4,124,371
11083,PI563350,MAC Field Scanner Season 4 Range 9 Column 15,133,346
11119,PI563355,MAC Field Scanner Season 4 Range 36 Column 11,132,384
11155,PI563355,MAC Field Scanner Season 4 Range 36 Column 12,132,338
11182,PI564163,MAC Field Scanner Season 4 Range 11 Column 11,133,313
11201,PI564163,MAC Field Scanner Season 4 Range 11 Column 12,122,307
11223,PI566819,MAC Field Scanner Season 4 Range 41 Column 3,122,285
11245,PI566819,MAC Field Scanner Season 4 Range 41 Column 4,122,332
11262,PI569090,MAC Field Scanner Season 4 Range 4 Column 15,122,339
11284,PI569090,MAC Field Scanner Season 4 Range 49 Column 7,124,397
11322,PI569090,MAC Field Scanner Season 4 Range 49 Column 8,132,410
11358,PI569097,MAC Field Scanner Season 4 Range 41 Column 15,132,346
11385,PI569148,MAC Field Scanner Season 4 Range 6 Column 11,133,406
11412,PI569148,MAC Field Scanner Season 4 Range 6 Column 12,133,378
11431,PI569244,MAC Field Scanner Season 4 Range 13 Column 7,122,281
11450,PI569244,MAC Field Scanner Season 4 Range 13 Column 8,122,306
11469,PI569264,MAC Field Scanner Season 4 Range 17 Column 15,122,359
11515,PI569416,MAC Field Scanner Season 4 Range 30 Column 7,133,324
11561,PI569416,MAC Field Scanner Season 4 Range 30 Column 8,133,314
11589,PI569416,MAC Field Scanner Season 4 Range 9 Column 3,133,329
11617,PI569416,MAC Field Scanner Season 4 Range 9 Column 4,133,375
11646,PI569418,MAC Field Scanner Season 4 Range 15 Column 10,133,386
11675,PI569418,MAC Field Scanner Season 4 Range 15 Column 9,133,381
11697,PI569419,MAC Field Scanner Season 4 Range 35 Column 10,122,399
11719,PI569419,MAC Field Scanner Season 4 Range 35 Column 9,118,408
11742,PI569422,MAC Field Scanner Season 4 Range 47 Column 3,124,321
11781,PI569422,MAC Field Scanner Season 4 Range 47 Column 4,132,351
11819,PI569423,MAC Field Scanner Season 4 Range 49 Column 13,132,388
11857,PI569423,MAC Field Scanner Season 4 Range 49 Column 14,132,387
11884,PI569423,MAC Field Scanner Season 4 Range 6 Column 5,133,411
11901,PI569423,MAC Field Scanner Season 4 Range 6 Column 6,122,362
11937,PI569435,MAC Field Scanner Season 4 Range 37 Column 10,132,397
11973,PI569435,MAC Field Scanner Season 4 Range 37 Column 9,132,379
12009,PI569443,MAC Field Scanner Season 4 Range 33 Column 13,133,331
12045,PI569443,MAC Field Scanner Season 4 Range 33 Column 14,133,303
12067,PI569444,MAC Field Scanner Season 4 Range 34 Column 13,133,357
12089,PI569444,MAC Field Scanner Season 4 Range 34 Column 14,133,337
12116,PI569445,MAC Field Scanner Season 4 Range 5 Column 3,133,336
12133,PI569445,MAC Field Scanner Season 4 Range 5 Column 4,122,364
12150,PI569447,MAC Field Scanner Season 4 Range 3 Column 13,122,348
12177,PI569447,MAC Field Scanner Season 4 Range 3 Column 14,133,358
12217,PI569447,MAC Field Scanner Season 4 Range 48 Column 10,132,377
12240,PI569447,MAC Field Scanner Season 4 Range 48 Column 9,124,396
12262,PI569452,MAC Field Scanner Season 4 Range 37 Column 11,122,380
12284,PI569452,MAC Field Scanner Season 4 Range 37 Column 12,122,355
12303,PI569452,MAC Field Scanner Season 4 Range 9 Column 10,120,393
12322,PI569452,MAC Field Scanner Season 4 Range 9 Column 9,122,386
12344,PI569453,MAC Field Scanner Season 4 Range 40 Column 10,111,392
12365,PI569453,MAC Field Scanner Season 4 Range 40 Column 9,120,406
12387,PI569454,MAC Field Scanner Season 4 Range 34 Column 3,133,243
12409,PI569454,MAC Field Scanner Season 4 Range 34 Column 4,133,312
12428,PI569455,MAC Field Scanner Season 4 Range 19 Column 7,122,380
12459,PI569455,MAC Field Scanner Season 4 Range 19 Column 8,133,338
12481,PI569455,MAC Field Scanner Season 4 Range 32 Column 11,133,338
12503,PI569455,MAC Field Scanner Season 4 Range 32 Column 12,133,362
12531,PI569457,MAC Field Scanner Season 4 Range 9 Column 5,133,387
12550,PI569457,MAC Field Scanner Season 4 Range 9 Column 6,122,356
12577,PI569458,MAC Field Scanner Season 4 Range 4 Column 10,133,361
12604,PI569458,MAC Field Scanner Season 4 Range 4 Column 9,133,350
12635,PI569459,MAC Field Scanner Season 4 Range 22 Column 15,133,339
12658,PI569460,MAC Field Scanner Season 4 Range 47 Column 11,124,371
12681,PI569460,MAC Field Scanner Season 4 Range 47 Column 12,124,337
12703,PI569462,MAC Field Scanner Season 4 Range 39 Column 13,122,350
12739,PI569462,MAC Field Scanner Season 4 Range 39 Column 14,132,369
12769,PI569886,MAC Field Scanner Season 4 Range 16 Column 5,133,323
12788,PI569886,MAC Field Scanner Season 4 Range 16 Column 6,122,305
12809,PI570031,MAC Field Scanner Season 4 Range 37 Column 7,122,381
12844,PI570031,MAC Field Scanner Season 4 Range 37 Column 8,132,358
12882,PI570038,MAC Field Scanner Season 4 Range 49 Column 11,132,392
12904,PI570038,MAC Field Scanner Season 4 Range 49 Column 12,124,351
12931,PI570038,MAC Field Scanner Season 4 Range 6 Column 13,133,348
12948,PI570038,MAC Field Scanner Season 4 Range 6 Column 14,122,342
12967,PI570042,MAC Field Scanner Season 4 Range 18 Column 3,122,288
12986,PI570042,MAC Field Scanner Season 4 Range 18 Column 4,122,326
13005,PI570047,MAC Field Scanner Season 4 Range 18 Column 13,122,311
13024,PI570047,MAC Field Scanner Season 4 Range 18 Column 14,122,339
13047,PI570071,MAC Field Scanner Season 4 Range 26 Column 5,122,304
13081,PI570071,MAC Field Scanner Season 4 Range 26 Column 6,133,350
13104,PI570074,MAC Field Scanner Season 4 Range 47 Column 7,124,356
13127,PI570074,MAC Field Scanner Season 4 Range 47 Column 8,124,345
13163,PI570075,MAC Field Scanner Season 4 Range 42 Column 15,132,340
13190,PI570075,MAC Field Scanner Season 4 Range 6 Column 3,133,309
13207,PI570075,MAC Field Scanner Season 4 Range 6 Column 4,122,372
13243,PI570076,MAC Field Scanner Season 4 Range 39 Column 10,132,392
13265,PI570076,MAC Field Scanner Season 4 Range 39 Column 9,122,391
13283,PI570085,MAC Field Scanner Season 4 Range 7 Column 5,122,342
13301,PI570085,MAC Field Scanner Season 4 Range 7 Column 6,122,303
13318,PI570087,MAC Field Scanner Season 4 Range 5 Column 11,122,354
13335,PI570087,MAC Field Scanner Season 4 Range 5 Column 12,122,313
13365,PI570090,MAC Field Scanner Season 4 Range 17 Column 7,133,325
13384,PI570090,MAC Field Scanner Season 4 Range 17 Column 8,122,360
13415,PI570096,MAC Field Scanner Season 4 Range 21 Column 13,133,359
13435,PI570096,MAC Field Scanner Season 4 Range 21 Column 14,122,341
13471,PI570096,MAC Field Scanner Season 4 Range 43 Column 10,132,372
13493,PI570096,MAC Field Scanner Season 4 Range 43 Column 9,122,357
13515,PI570106,MAC Field Scanner Season 4 Range 51 Column 11,124,289
13537,PI570106,MAC Field Scanner Season 4 Range 51 Column 12,124,302
13559,PI570109,MAC Field Scanner Season 4 Range 31 Column 10,133,293
13593,PI570109,MAC Field Scanner Season 4 Range 31 Column 9,133,294
13622,PI570114,MAC Field Scanner Season 4 Range 15 Column 5,133,311
13651,PI570114,MAC Field Scanner Season 4 Range 15 Column 6,133,323
13697,PI570114,MAC Field Scanner Season 4 Range 30 Column 15,133,350
13733,PI570145,MAC Field Scanner Season 4 Range 42 Column 11,125,409
13769,PI570145,MAC Field Scanner Season 4 Range 42 Column 12,132,394
13788,PI570145,MAC Field Scanner Season 4 Range 8 Column 15,122,323
13811,PI570254,MAC Field Scanner Season 4 Range 45 Column 7,124,347
13850,PI570254,MAC Field Scanner Season 4 Range 45 Column 8,132,373
13870,PI570373,MAC Field Scanner Season 4 Range 21 Column 3,122,290
13901,PI570373,MAC Field Scanner Season 4 Range 21 Column 4,133,336
13924,PI570373,MAC Field Scanner Season 4 Range 45 Column 5,124,379
13947,PI570373,MAC Field Scanner Season 4 Range 45 Column 6,124,348
13969,PI570388,MAC Field Scanner Season 4 Range 42 Column 10,122,392
14005,PI570388,MAC Field Scanner Season 4 Range 42 Column 9,132,364
14041,PI570393,MAC Field Scanner Season 4 Range 40 Column 13,132,372
14063,PI570393,MAC Field Scanner Season 4 Range 40 Column 14,122,350
14093,PI570400,MAC Field Scanner Season 4 Range 17 Column 11,133,355
14123,PI570400,MAC Field Scanner Season 4 Range 17 Column 12,133,359
14159,PI570431,MAC Field Scanner Season 4 Range 37 Column 5,132,387
14181,PI570431,MAC Field Scanner Season 4 Range 37 Column 6,122,391
14208,PI576399,MAC Field Scanner Season 4 Range 11 Column 3,133,291
14235,PI576399,MAC Field Scanner Season 4 Range 11 Column 4,133,232
14274,PI576399,MAC Field Scanner Season 4 Range 46 Column 15,132,337
14297,PI576401,MAC Field Scanner Season 4 Range 46 Column 7,124,330
14320,PI576401,MAC Field Scanner Season 4 Range 46 Column 8,124,334
14349,PI583832,MAC Field Scanner Season 4 Range 15 Column 11,133,377
14378,PI583832,MAC Field Scanner Season 4 Range 15 Column 12,133,395
14414,PI583832,MAC Field Scanner Season 4 Range 36 Column 15,132,333
14445,PI585452,MAC Field Scanner Season 4 Range 23 Column 13,133,337
14465,PI585452,MAC Field Scanner Season 4 Range 23 Column 14,122,347
14499,PI585454,MAC Field Scanner Season 4 Range 26 Column 15,133,360
14538,PI585454,MAC Field Scanner Season 4 Range 45 Column 3,132,310
14577,PI585454,MAC Field Scanner Season 4 Range 45 Column 4,132,375
14608,PI585461,MAC Field Scanner Season 4 Range 19 Column 10,133,346
14639,PI585461,MAC Field Scanner Season 4 Range 19 Column 9,133,350
14675,PI585461,MAC Field Scanner Season 4 Range 34 Column 5,133,332
14697,PI585461,MAC Field Scanner Season 4 Range 34 Column 6,133,326
14728,PI585467,MAC Field Scanner Season 4 Range 25 Column 5,133,329
14748,PI585467,MAC Field Scanner Season 4 Range 25 Column 6,122,313
14782,PI585467,MAC Field Scanner Season 4 Range 28 Column 11,133,386
14805,PI585467,MAC Field Scanner Season 4 Range 28 Column 12,133,352
14836,PI585577,MAC Field Scanner Season 4 Range 24 Column 7,133,284
14867,PI585577,MAC Field Scanner Season 4 Range 24 Column 8,133,323
14889,PI585608,MAC Field Scanner Season 4 Range 34 Column 15,133,338
14920,PI585954,MAC Field Scanner Season 4 Range 23 Column 5,133,372
14940,PI585954,MAC Field Scanner Season 4 Range 23 Column 6,122,303
14976,PI585954,MAC Field Scanner Season 4 Range 52 Column 3,132,325
15012,PI585954,MAC Field Scanner Season 4 Range 52 Column 4,132,341
15040,PI585961,MAC Field Scanner Season 4 Range 9 Column 13,133,393
15068,PI585961,MAC Field Scanner Season 4 Range 9 Column 14,133,362
15096,PI586435,MAC Field Scanner Season 4 Range 10 Column 15,133,331
15118,PI586435,MAC Field Scanner Season 4 Range 51 Column 7,124,322
15140,PI586435,MAC Field Scanner Season 4 Range 51 Column 8,124,353
15169,PI586443,MAC Field Scanner Season 4 Range 13 Column 10,133,312
15198,PI586443,MAC Field Scanner Season 4 Range 13 Column 9,133,302
15221,PI586443,MAC Field Scanner Season 4 Range 28 Column 7,133,346
15244,PI586443,MAC Field Scanner Season 4 Range 28 Column 8,133,397
15267,PI586541,MAC Field Scanner Season 4 Range 28 Column 10,133,376
15301,PI586541,MAC Field Scanner Season 4 Range 28 Column 9,133,359
15344,PI593916,MAC Field Scanner Season 4 Range 20 Column 9,133,313
15366,PI593916,MAC Field Scanner Season 4 Range 50 Column 15,124,320
15402,PI619807,MAC Field Scanner Season 4 Range 43 Column 11,132,389
15424,PI619807,MAC Field Scanner Season 4 Range 43 Column 12,122,354
15447,PI620157,MAC Field Scanner Season 4 Range 48 Column 3,124,371
15470,PI620157,MAC Field Scanner Season 4 Range 48 Column 4,124,363
15501,PI63715,MAC Field Scanner Season 4 Range 24 Column 5,133,332
15532,PI63715,MAC Field Scanner Season 4 Range 24 Column 6,133,276
15566,PI63715,MAC Field Scanner Season 4 Range 31 Column 11,133,285
15600,PI63715,MAC Field Scanner Season 4 Range 31 Column 12,133,277
15619,PI641807,MAC Field Scanner Season 4 Range 10 Column 3,122,287
15638,PI641807,MAC Field Scanner Season 4 Range 10 Column 4,122,336
15673,PI641807,MAC Field Scanner Season 4 Range 27 Column 3,133,328
15696,PI641807,MAC Field Scanner Season 4 Range 27 Column 4,133,321
15729,PI641807,MAC Field Scanner Season 4 Range 29 Column 15,133,326
15765,PI641810,MAC Field Scanner Season 4 Range 33 Column 11,133,310
15787,PI641810,MAC Field Scanner Season 4 Range 33 Column 12,133,335
15807,PI641815,MAC Field Scanner Season 4 Range 24 Column 3,122,265
15827,PI641815,MAC Field Scanner Season 4 Range 24 Column 4,122,339
15849,PI641815,MAC Field Scanner Season 4 Range 33 Column 5,133,292
15871,PI641815,MAC Field Scanner Season 4 Range 33 Column 6,133,348
15899,PI641821,MAC Field Scanner Season 4 Range 10 Column 10,133,340
15927,PI641821,MAC Field Scanner Season 4 Range 10 Column 9,133,350
15961,PI641821,MAC Field Scanner Season 4 Range 31 Column 15,133,342
15983,PI641824,MAC Field Scanner Season 4 Range 29 Column 13,133,319
16016,PI641824,MAC Field Scanner Season 4 Range 29 Column 14,133,311
16038,PI641825,MAC Field Scanner Season 4 Range 51 Column 10,124,299
16075,PI641825,MAC Field Scanner Season 4 Range 51 Column 9,132,308
16097,PI641829,MAC Field Scanner Season 4 Range 29 Column 7,133,286
16119,PI641829,MAC Field Scanner Season 4 Range 29 Column 8,133,292
16156,PI641830,MAC Field Scanner Season 4 Range 51 Column 13,132,280
16178,PI641830,MAC Field Scanner Season 4 Range 51 Column 14,124,291
16201,PI641835,MAC Field Scanner Season 4 Range 27 Column 7,133,375
16236,PI641835,MAC Field Scanner Season 4 Range 27 Column 8,133,392
16255,PI641836,MAC Field Scanner Season 4 Range 12 Column 15,122,295
16277,PI641860,MAC Field Scanner Season 4 Range 31 Column 5,133,313
16299,PI641860,MAC Field Scanner Season 4 Range 31 Column 6,133,342
16322,PI641892,MAC Field Scanner Season 4 Range 27 Column 5,133,312
16345,PI641892,MAC Field Scanner Season 4 Range 27 Column 6,133,330
16367,PI643008,MAC Field Scanner Season 4 Range 41 Column 5,122,352
16403,PI643008,MAC Field Scanner Season 4 Range 41 Column 6,132,342
16421,PI646242,MAC Field Scanner Season 4 Range 7 Column 11,122,359
16440,PI646242,MAC Field Scanner Season 4 Range 7 Column 12,122,366
16467,PI646251,MAC Field Scanner Season 4 Range 4 Column 5,133,392
16494,PI646251,MAC Field Scanner Season 4 Range 4 Column 6,133,408
16516,PI646266,MAC Field Scanner Season 4 Range 29 Column 10,133,375
16538,PI646266,MAC Field Scanner Season 4 Range 29 Column 9,133,372
16574,PI651495,MAC Field Scanner Season 4 Range 39 Column 7,132,370
16610,PI651495,MAC Field Scanner Season 4 Range 39 Column 8,132,368
16632,PI651496,MAC Field Scanner Season 4 Range 39 Column 5,122,317
16654,PI651496,MAC Field Scanner Season 4 Range 39 Column 6,122,353
16674,PI651497,MAC Field Scanner Season 4 Range 23 Column 7,122,329
16705,PI651497,MAC Field Scanner Season 4 Range 23 Column 8,133,370
16732,PI653616,MAC Field Scanner Season 4 Range 3 Column 15,133,349
16754,PI653616,MAC Field Scanner Season 4 Range 49 Column 10,124,408
16792,PI653616,MAC Field Scanner Season 4 Range 49 Column 9,129,406
16829,PI655972,MAC Field Scanner Season 4 Range 50 Column 11,132,318
16851,PI655972,MAC Field Scanner Season 4 Range 50 Column 12,124,336
16878,PI655978,MAC Field Scanner Season 4 Range 11 Column 5,133,255
16905,PI655978,MAC Field Scanner Season 4 Range 11 Column 6,133,283
16927,PI655981,MAC Field Scanner Season 4 Range 33 Column 10,133,316
16963,PI655981,MAC Field Scanner Season 4 Range 33 Column 9,133,356
16992,PI655983,MAC Field Scanner Season 4 Range 12 Column 7,133,299
17011,PI655983,MAC Field Scanner Season 4 Range 12 Column 8,122,287
17030,PI656015,MAC Field Scanner Season 4 Range 11 Column 13,122,320
17057,PI656015,MAC Field Scanner Season 4 Range 11 Column 14,133,346
17095,PI656015,MAC Field Scanner Season 4 Range 50 Column 5,132,281
17117,PI656015,MAC Field Scanner Season 4 Range 50 Column 6,124,250
17160,PI656026,MAC Field Scanner Season 4 Range 20 Column 5,133,355
17203,PI656026,MAC Field Scanner Season 4 Range 20 Column 6,133,381
17222,PI656035,MAC Field Scanner Season 4 Range 18 Column 10,122,333
17241,PI656035,MAC Field Scanner Season 4 Range 18 Column 9,122,387
17263,PI92270,MAC Field Scanner Season 4 Range 29 Column 5,133,312
17285,PI92270,MAC Field Scanner Season 4 Range 29 Column 6,133,282
17309,UNKNOWN,MAC Field Scanner Season 4 Range 10 Column 2,133,307
17327,UNKNOWN,MAC Field Scanner Season 4 Range 11 Column 2,133,284
17352,UNKNOWN,MAC Field Scanner Season 4 Range 12 Column 2,133,367
17372,UNKNOWN,MAC Field Scanner Season 4 Range 13 Column 2,133,338
17391,UNKNOWN,MAC Field Scanner Season 4 Range 14 Column 2,122,347
17408,UNKNOWN,MAC Field Scanner Season 4 Range 15 Column 2,122,311
17421,UNKNOWN,MAC Field Scanner Season 4 Range 16 Column 2,119,372
17438,UNKNOWN,MAC Field Scanner Season 4 Range 17 Column 2,133,330
17454,UNKNOWN,MAC Field Scanner Season 4 Range 18 Column 2,119,281
17472,UNKNOWN,MAC Field Scanner Season 4 Range 19 Column 2,133,310
17487,UNKNOWN,MAC Field Scanner Season 4 Range 2 Column 10,122,376
17512,UNKNOWN,MAC Field Scanner Season 4 Range 2 Column 11,133,390
17527,UNKNOWN,MAC Field Scanner Season 4 Range 2 Column 12,122,342
17542,UNKNOWN,MAC Field Scanner Season 4 Range 2 Column 13,122,362
17567,UNKNOWN,MAC Field Scanner Season 4 Range 2 Column 14,133,368
17592,UNKNOWN,MAC Field Scanner Season 4 Range 2 Column 15,133,374
17604,UNKNOWN,MAC Field Scanner Season 4 Range 2 Column 2,122,343
17619,UNKNOWN,MAC Field Scanner Season 4 Range 2 Column 3,122,370
17644,UNKNOWN,MAC Field Scanner Season 4 Range 2 Column 4,133,382
17659,UNKNOWN,MAC Field Scanner Season 4 Range 2 Column 5,122,369
17674,UNKNOWN,MAC Field Scanner Season 4 Range 2 Column 6,122,367
17699,UNKNOWN,MAC Field Scanner Season 4 Range 2 Column 7,133,394
17724,UNKNOWN,MAC Field Scanner Season 4 Range 2 Column 8,133,374
17739,UNKNOWN,MAC Field Scanner Season 4 Range 2 Column 9,122,384
17757,UNKNOWN,MAC Field Scanner Season 4 Range 20 Column 2,132,372
17775,UNKNOWN,MAC Field Scanner Season 4 Range 21 Column 2,119,308
17789,UNKNOWN,MAC Field Scanner Season 4 Range 22 Column 2,122,299
17807,UNKNOWN,MAC Field Scanner Season 4 Range 23 Column 2,133,294
17824,UNKNOWN,MAC Field Scanner Season 4 Range 24 Column 2,83,264
17837,UNKNOWN,MAC Field Scanner Season 4 Range 25 Column 2,119,329
17857,UNKNOWN,MAC Field Scanner Season 4 Range 26 Column 2,120,283
17888,UNKNOWN,MAC Field Scanner Season 4 Range 27 Column 2,133,349
17908,UNKNOWN,MAC Field Scanner Season 4 Range 28 Column 2,133,298
17927,UNKNOWN,MAC Field Scanner Season 4 Range 29 Column 2,133,401
17941,UNKNOWN,MAC Field Scanner Season 4 Range 3 Column 2,122,320
17962,UNKNOWN,MAC Field Scanner Season 4 Range 31 Column 2,133,318
17991,UNKNOWN,MAC Field Scanner Season 4 Range 32 Column 2,133,321
18017,UNKNOWN,MAC Field Scanner Season 4 Range 33 Column 2,133,327
18033,UNKNOWN,MAC Field Scanner Season 4 Range 34 Column 2,133,284
18055,UNKNOWN,MAC Field Scanner Season 4 Range 35 Column 2,119,286
18073,UNKNOWN,MAC Field Scanner Season 4 Range 36 Column 2,122,328
18102,UNKNOWN,MAC Field Scanner Season 4 Range 37 Column 2,132,352
18123,UNKNOWN,MAC Field Scanner Season 4 Range 38 Column 2,122,332
18144,UNKNOWN,MAC Field Scanner Season 4 Range 39 Column 2,122,334
18158,UNKNOWN,MAC Field Scanner Season 4 Range 4 Column 2,122,294
18189,UNKNOWN,MAC Field Scanner Season 4 Range 40 Column 2,109,287
18211,UNKNOWN,MAC Field Scanner Season 4 Range 41 Column 2,122,285
18244,UNKNOWN,MAC Field Scanner Season 4 Range 42 Column 2,132,328
18265,UNKNOWN,MAC Field Scanner Season 4 Range 43 Column 2,122,339
18291,UNKNOWN,MAC Field Scanner Season 4 Range 44 Column 2,132,319
18307,UNKNOWN,MAC Field Scanner Season 4 Range 45 Column 2,124,300
18323,UNKNOWN,MAC Field Scanner Season 4 Range 46 Column 2,124,394
18344,UNKNOWN,MAC Field Scanner Season 4 Range 47 Column 2,124,328
18366,UNKNOWN,MAC Field Scanner Season 4 Range 48 Column 2,124,355
18386,UNKNOWN,MAC Field Scanner Season 4 Range 49 Column 2,124,348
18397,UNKNOWN,MAC Field Scanner Season 4 Range 5 Column 2,122,298
18413,UNKNOWN,MAC Field Scanner Season 4 Range 50 Column 2,124,301
18435,UNKNOWN,MAC Field Scanner Season 4 Range 51 Column 2,124,336
18451,UNKNOWN,MAC Field Scanner Season 4 Range 52 Column 2,124,284
18472,UNKNOWN,MAC Field Scanner Season 4 Range 53 Column 10,122,378
18493,UNKNOWN,MAC Field Scanner Season 4 Range 53 Column 11,122,385
18514,UNKNOWN,MAC Field Scanner Season 4 Range 53 Column 12,122,375
18551,UNKNOWN,MAC Field Scanner Season 4 Range 53 Column 13,132,368
18572,UNKNOWN,MAC Field Scanner Season 4 Range 53 Column 14,122,337
18593,UNKNOWN,MAC Field Scanner Season 4 Range 53 Column 15,122,335
18611,UNKNOWN,MAC Field Scanner Season 4 Range 53 Column 2,122,355
18632,UNKNOWN,MAC Field Scanner Season 4 Range 53 Column 3,122,366
18669,UNKNOWN,MAC Field Scanner Season 4 Range 53 Column 4,132,378
18690,UNKNOWN,MAC Field Scanner Season 4 Range 53 Column 5,122,371
18727,UNKNOWN,MAC Field Scanner Season 4 Range 53 Column 6,132,374
18748,UNKNOWN,MAC Field Scanner Season 4 Range 53 Column 7,122,376
18769,UNKNOWN,MAC Field Scanner Season 4 Range 53 Column 8,122,372
18806,UNKNOWN,MAC Field Scanner Season 4 Range 53 Column 9,132,395
18819,UNKNOWN,MAC Field Scanner Season 4 Range 6 Column 2,128,415
18842,UNKNOWN,MAC Field Scanner Season 4 Range 7 Column 2,133,327
18861,UNKNOWN,MAC Field Scanner Season 4 Range 8 Column 2,122,356
18875,UNKNOWN,MAC Field Scanner Season 4 Range 9 Column 2,122,330
