"d3mIndex","month","year","nmonth","republican","loyalist","britishforces","unknown","lagrep","lagloy","lagbrt","lagunk","ruc","udr","ba","totalforces","cathunemp","protunemp","yearmonth","unemploymentDisparity"
205,"June",1986,6,1,0,0,0,9,1,0,0,8.23400020599365,6.53499984741211,9.92000007629395,29103,0.374900013208389,0.0943000018596649,1986.41666666667,0.799019610334012
206,"July",1986,7,8,3,0,0,1,0,0,0,8.23400020599365,6.53499984741211,9.92000007629395,29103,0.379200011491776,0.101899996399879,1986.5,0.788193733676206
207,"August",1986,8,3,2,0,0,8,3,0,0,8.23400020599365,6.53499984741211,9.92000007629395,29103,0.377900004386902,0.103900000452995,1986.58333333333,0.784350354069587
208,"September",1986,9,3,2,1,0,3,2,0,0,8.23400020599365,6.53499984741211,9.92000007629395,29103,0.38620001077652,0.11370000243187,1986.66666666667,0.772554512047048
209,"October",1986,10,3,3,0,0,3,2,1,0,8.23400020599365,6.53499984741211,9.92000007629395,29103,0.375200003385544,0.108199998736382,1986.75,0.776168807899403
210,"November",1986,11,1,0,0,1,3,3,0,0,8.23400020599365,6.53499984741211,9.92000007629395,29103,0.371499985456467,0.104999996721745,1986.83333333333,0.779643230537468
211,"December",1986,12,2,1,0,0,1,0,0,1,8.23400020599365,6.53499984741211,9.92000007629395,29103,0.380199998617172,0.0987000018358231,1986.91666666667,0.793902690034533
213,"February",1987,2,3,1,0,0,4,0,0,1,8.23600006103516,6.5310001373291,11.3999996185303,30817,0.381399989128113,0.0995000004768372,1987.08333333333,0.793096272348489
215,"April",1987,4,12,2,0,0,12,0,0,0,8.23600006103516,6.5310001373291,11.3999996185303,30817,0.362899988889694,0.0819000005722046,1987.25,0.81587229650953
216,"May",1987,5,3,2,9,0,12,2,0,0,8.23600006103516,6.5310001373291,11.3999996185303,30817,0.358900010585785,0.0820000022649765,1987.33333333333,0.814016784134837
218,"July",1987,7,5,1,0,0,7,2,0,0,8.23600006103516,6.5310001373291,11.3999996185303,30817,0.361200004816055,0.0851999968290329,1987.5,0.809139792753022
221,"October",1987,10,3,2,0,0,4,2,0,0,8.23600006103516,6.5310001373291,11.3999996185303,30817,0.354400008916855,0.0820999965071678,1987.75,0.811912954210815
222,"November",1987,11,12,2,1,0,3,2,0,0,8.23600006103516,6.5310001373291,11.3999996185303,30817,0.344099998474121,0.0791999995708466,1987.83333333333,0.81289865358697
223,"December",1987,12,3,0,0,1,12,2,1,0,8.23600006103516,6.5310001373291,11.3999996185303,30817,0.343800008296967,0.0781000033020973,1987.91666666667,0.814885041111787
224,"January",1988,1,3,3,0,0,3,0,0,1,8.23099994659424,6.39300012588501,11.1999998092651,30473,0.349700003862381,0.0799999982118607,1988,0.813823602919046
225,"February",1988,2,5,0,1,0,3,3,0,0,8.23099994659424,6.39300012588501,11.1999998092651,30473,0.334899991750717,0.0860999971628189,1988.08333333333,0.795486937220557
227,"April",1988,4,3,0,0,0,4,5,4,0,8.23099994659424,6.39300012588501,11.1999998092651,30473,0.336699992418289,0.0798000022768974,1988.25,0.808403353437498
228,"May",1988,5,4,4,1,0,3,0,0,0,8.23099994659424,6.39300012588501,11.1999998092651,30473,0.312099993228912,0.0952999964356422,1988.33333333333,0.76607756786123
230,"July",1988,7,8,2,1,0,8,1,0,0,8.23099994659424,6.39300012588501,11.1999998092651,30473,0.336699992418289,0.0767000019550323,1988.5,0.814465401550615
231,"August",1988,8,21,4,4,0,8,2,1,0,8.23099994659424,6.39300012588501,11.1999998092651,30473,0.335599988698959,0.0750999972224236,1988.58333333333,0.817141466284834
232,"September",1988,9,3,1,0,0,21,4,4,0,8.23099994659424,6.39300012588501,11.1999998092651,30473,0.334500014781952,0.0706000030040741,1988.66666666667,0.825722044175853
234,"November",1988,11,3,1,0,0,6,2,0,0,8.23099994659424,6.39300012588501,11.1999998092651,30473,0.316599994897842,0.0650999993085861,1988.83333333333,0.829447209073367
236,"January",1989,1,3,2,0,0,2,0,0,0,8.25899982452393,6.23000001907349,11.1999998092651,30312,0.32030001282692,0.0688000023365021,1989,0.823181702247927
237,"February",1989,2,5,4,0,0,3,2,0,0,8.25899982452393,6.23000001907349,11.1999998092651,30312,0.322899997234344,0.0636999979615211,1989.08333333333,0.83523021533084
238,"March",1989,3,9,3,0,0,5,4,0,0,8.25899982452393,6.23000001907349,11.1999998092651,30312,0.314200013875961,0.0658000037074089,1989.16666666667,0.826842103519186
239,"April",1989,4,2,2,0,0,9,3,0,0,8.25899982452393,6.23000001907349,11.1999998092651,30312,0.310799986124039,0.0670000016689301,1989.25,0.822657480588259
240,"May",1989,5,2,1,0,0,2,2,0,0,8.25899982452393,6.23000001907349,11.1999998092651,30312,0.30460000038147,0.0644999966025352,1989.33333333333,0.825250617367709
241,"June",1989,6,1,1,0,0,2,1,0,0,8.25899982452393,6.23000001907349,11.1999998092651,30312,0.307300001382828,0.0590000003576279,1989.41666666667,0.83892983871883
244,"September",1989,9,13,1,1,0,0,1,1,0,8.25899982452393,6.23000001907349,11.1999998092651,30312,0.286399990320206,0.0754999965429306,1989.66666666667,0.791378835911693
245,"October",1989,10,7,0,0,0,13,1,1,0,8.25899982452393,6.23000001907349,11.1999998092651,30312,0.273900002241135,0.0729999989271164,1989.75,0.789564719857956
246,"November",1989,11,6,2,1,0,7,0,0,0,8.25899982452393,6.23000001907349,11.1999998092651,30312,0.266600012779236,0.0715999975800514,1989.83333333333,0.788290965739513
247,"December",1989,12,2,0,0,0,6,2,1,0,8.25899982452393,6.23000001907349,11.1999998092651,30312,0.27020001411438,0.0678000003099442,1989.91666666667,0.799408291667029
248,"January",1990,1,4,1,3,0,2,0,0,0,8.23099994659424,6.04300022125244,11.5,30318,0.272868424654007,0.0848511382937431,1990,0.762799837966545
249,"February",1990,2,0,0,0,0,4,1,3,0,8.23099994659424,6.04300022125244,11.5,30318,0.266200006008148,0.0712999999523163,1990.08333333333,0.788740744612998
250,"March",1990,3,3,2,0,0,0,0,0,0,8.23099994659424,6.04300022125244,11.5,30318,0.274427890777588,0.0836057141423225,1990.16666666667,0.766486405204828
252,"May",1990,5,4,0,0,0,6,2,1,0,8.23099994659424,6.04300022125244,11.5,30318,0.265300005674362,0.0676999986171722,1990.33333333333,0.796696703469402
253,"June",1990,6,6,1,0,0,4,0,0,0,8.23099994659424,6.04300022125244,11.5,30318,0.263200014829636,0.066200003027916,1990.41666666667,0.799028538436376
254,"July",1990,7,7,2,0,0,6,1,0,0,8.23099994659424,6.04300022125244,11.5,30318,0.276698440313339,0.0829229578375816,1990.5,0.769415951709354
255,"August",1990,8,1,0,0,0,7,2,0,0,8.23099994659424,6.04300022125244,11.5,30318,0.272199988365173,0.0675999969244003,1990.58333333333,0.801059447172158
256,"September",1990,9,2,3,2,0,1,0,0,0,8.23099994659424,6.04300022125244,11.5,30318,0.270300000905991,0.0702999979257584,1990.66666666667,0.793599535622766
257,"October",1990,10,11,5,2,0,2,3,2,0,8.23099994659424,6.04300022125244,11.5,30318,0.267100006341934,0.0619000010192394,1990.75,0.811854104455122
259,"December",1990,12,3,0,1,0,5,3,1,0,8.23099994659424,6.04300022125244,11.5,30318,0.268999993801117,0.063000001013279,1990.91666666667,0.810240957839475
260,"January",1991,1,1,2,0,0,3,0,1,0,8.21700000762939,6.27600002288818,12,31053,0.276199996471405,0.0650999993085861,1991,0.809258716338951
261,"February",1991,2,1,1,0,0,1,2,0,0,8.21700000762939,6.27600002288818,12,31053,0.274300009012222,0.0653000026941299,1991.08333333333,0.807714957470043
262,"March",1991,3,3,9,0,0,1,1,0,0,8.21700000762939,6.27600002288818,12,31053,0.267100006341934,0.0689999982714653,1991.16666666667,0.794703965116475
263,"April",1991,4,4,2,1,0,3,9,0,0,8.21700000762939,6.27600002288818,12,31053,0.270700007677078,0.0683000013232231,1991.25,0.798525075192071
264,"May",1991,5,9,1,0,0,4,2,1,0,8.21700000762939,6.27600002288818,12,31053,0.27140000462532,0.0649999976158142,1991.33333333333,0.806777654034551
265,"June",1991,6,5,0,3,0,9,1,0,0,8.21700000762939,6.27600002288818,12,31053,0.272700011730194,0.0641999989748001,1991.41666666667,0.809439011769528
266,"July",1991,7,2,1,0,0,5,0,3,0,8.21700000762939,6.27600002288818,12,31053,0.284000009298325,0.0705000013113022,1991.5,0.801128352041331
268,"September",1991,9,3,4,1,0,5,6,0,0,8.21700000762939,6.27600002288818,12,31053,0.290499985218048,0.067500002682209,1991.66666666667,0.811452500101717
269,"October",1991,10,1,6,0,0,3,4,1,0,8.21700000762939,6.27600002288818,12,31053,0.282400012016296,0.064800001680851,1991.75,0.813364057821224
270,"November",1991,11,12,6,1,0,1,6,0,0,8.21700000762939,6.27600002288818,12,31053,0.256399989128113,0.0866999998688698,1991.83333333333,0.747303985283333
271,"December",1991,12,4,2,0,0,12,6,1,0,8.21700000762939,6.27600002288818,12,31053,0.284500002861023,0.0627999976277351,1991.91666666667,0.819176511548067
272,"January",1992,1,9,6,0,0,4,2,0,0,8.47799968719482,5.41699981689453,12.6000003814697,31088,0.293000012636185,0.0656000003218651,1992,0.817066374926375
273,"February",1992,2,2,7,8,0,9,6,0,0,8.47799968719482,5.41699981689453,12.6000003814697,31088,0.287999987602234,0.0672999992966652,1992.08333333333,0.810582601243339
274,"March",1992,3,1,3,0,0,2,7,8,0,8.47799968719482,5.41699981689453,12.6000003814697,31088,0.282799988985062,0.0731000006198883,1992.16666666667,0.794605218446256
276,"May",1992,5,2,0,0,0,5,5,0,0,8.47799968719482,5.41699981689453,12.6000003814697,31088,0.286100000143051,0.0689999982714653,1992.33333333333,0.805688542440037
278,"July",1992,7,3,2,0,0,1,0,0,1,8.47799968719482,5.41699981689453,12.6000003814697,31088,0.298299998044968,0.0780000016093254,1992.5,0.792718571137433
279,"August",1992,8,6,0,0,0,3,2,0,0,8.47799968719482,5.41699981689453,12.6000003814697,31088,0.302899986505508,0.0788000002503395,1992.58333333333,0.793555140202969
280,"September",1992,9,2,5,1,0,6,0,0,0,8.47799968719482,5.41699981689453,12.6000003814697,31088,0.250400006771088,0.121699996292591,1992.66666666667,0.672937395080418
281,"October",1992,10,4,2,0,0,2,5,1,0,8.47799968719482,5.41699981689453,12.6000003814697,31088,0.282700002193451,0.0804999992251396,1992.75,0.778359033836118
282,"November",1992,11,3,6,1,0,4,2,0,0,8.47799968719482,5.41699981689453,12.6000003814697,31088,0.279799997806549,0.0776999965310097,1992.83333333333,0.782657348918323
283,"December",1992,12,2,2,0,0,3,6,1,0,8.47799968719482,5.41699981689453,12.6000003814697,31088,0.282700002193451,0.0776999965310097,1992.91666666667,0.784406224178668
284,"January",1993,1,3,5,0,0,2,2,0,0,8.46399974822998,5.41200017929077,12.5,30948,0.287400007247925,0.0810000002384186,1993,0.78013029698046
287,"April",1993,4,2,1,0,0,5,7,0,0,8.46399974822998,5.41200017929077,12.5,30948,0.270599991083145,0.0773999989032745,1993.25,0.777586203648181
288,"May",1993,5,1,2,0,1,2,1,0,0,8.46399974822998,5.41200017929077,12.5,30948,0.270399987697601,0.0702999979257584,1993.33333333333,0.793660108916252
289,"June",1993,6,4,2,0,0,1,2,0,1,8.46399974822998,5.41200017929077,12.5,30948,0.267599999904633,0.0724000036716461,1993.41666666667,0.787058814970267
290,"July",1993,7,1,0,0,0,4,2,0,0,8.46399974822998,5.41200017929077,12.5,30948,0.217781856656075,0.081388995051384,1993.5,0.727951454538862
291,"August",1993,8,0,3,0,0,1,0,0,0,8.46399974822998,5.41200017929077,12.5,30948,0.286500006914139,0.0718000009655952,1993.58333333333,0.799609267690289
292,"September",1993,9,1,5,0,0,0,3,0,0,8.46399974822998,5.41200017929077,12.5,30948,0.23888173699379,0.0715116038918495,1993.66666666667,0.769609735544561
293,"October",1993,10,11,17,0,0,1,5,0,0,8.46399974822998,5.41200017929077,12.5,30948,0.263900011777878,0.0754999965429306,1993.75,0.777548630842795
295,"December",1993,12,4,4,0,0,1,1,0,0,8.46399974822998,5.41200017929077,12.5,30948,0.258100003004074,0.0719999969005585,1993.91666666667,0.781884286818056
296,"January",1994,1,0,2,1,0,4,4,0,0,8.49300003051758,5.24100017547607,11.6000003814697,30024,0.251700013875961,0.0851000025868416,1994,0.747327795643857
297,"February",1994,2,2,2,0,1,0,2,1,0,8.49300003051758,5.24100017547607,11.6000003814697,30024,0.251599997282028,0.0768000036478043,1994.08333333333,0.766138844609158
298,"March",1994,3,1,1,0,0,2,2,0,1,8.49300003051758,5.24100017547607,11.6000003814697,30024,0.249699994921684,0.0758000016212463,1994.16666666667,0.767127488705675
299,"April",1994,4,7,6,0,0,1,1,0,0,8.49300003051758,5.24100017547607,11.6000003814697,30024,0.246700003743172,0.0775000005960464,1994.25,0.76095003220618
300,"May",1994,5,5,7,0,0,7,6,0,0,8.49300003051758,5.24100017547607,11.6000003814697,30024,0.2449000030756,0.0696000009775162,1994.33333333333,0.778696343146115
301,"June",1994,6,3,10,0,0,5,7,0,0,8.49300003051758,5.24100017547607,11.6000003814697,30024,0.244100004434586,0.0720999985933304,1994.41666666667,0.771979766277975
304,"September",1994,9,0,1,0,0,2,6,0,0,8.49300003051758,5.24100017547607,11.6000003814697,30024,0.255699992179871,0.0698999986052513,1994.66666666667,0.785319408527313
305,"October",1994,10,0,0,0,0,0,1,0,0,8.49300003051758,5.24100017547607,11.6000003814697,30024,0.238800004124641,0.0683000013232231,1994.75,0.777596873619013
306,"November",1994,11,1,0,0,0,0,0,0,0,8.49300003051758,5.24100017547607,11.6000003814697,30024,0.222499996423721,0.0768000036478043,1994.83333333333,0.74340125750267
307,"December",1994,12,0,1,0,0,1,0,0,0,8.49300003051758,5.24100017547607,11.6000003814697,30024,0.219699993729591,0.0759000033140182,1994.91666666667,0.743234086356162
308,"January",1995,1,0,0,0,0,0,1,0,0,8.4399995803833,5.09999990463257,9.89999961853027,27859,0.224299997091293,0.0767000019550323,1995,0.745182716950016
309,"February",1995,2,0,0,0,0,0,0,0,0,8.4399995803833,5.09999990463257,9.89999961853027,27859,0.217800006270409,0.0781999975442886,1995.08333333333,0.735810822511869
310,"March",1995,3,0,0,0,0,0,0,0,0,8.4399995803833,5.09999990463257,9.89999961853027,27859,0.215000003576279,0.0763000026345253,1995.16666666667,0.738070714013959
311,"March",1995,3,1,0,0,0,0,0,0,0,8.4399995803833,5.09999990463257,9.89999961853027,27859,0.21170000731945,0.0758000016212463,1995.16666666667,0.736347828646914
312,"April",1995,4,1,0,0,0,1,0,0,0,8.4399995803833,5.09999990463257,9.89999961853027,27859,0.209099993109703,0.0705000013113022,1995.25,0.747854067532106
314,"July",1995,7,0,0,0,0,0,0,0,0,8.4399995803833,5.09999990463257,9.89999961853027,27859,0.228699997067451,0.0723000019788742,1995.5,0.759800657116458
315,"August",1995,8,0,0,0,0,0,0,0,0,8.4399995803833,5.09999990463257,9.89999961853027,27859,0.232999995350838,0.0684999972581863,1995.58333333333,0.772802656924058
316,"September",1995,9,1,1,0,0,0,0,0,0,8.4399995803833,5.09999990463257,9.89999961853027,27859,0.225899994373322,0.0697000026702881,1995.66666666667,0.764208378324154
319,"December",1995,12,4,0,0,0,0,1,0,0,8.4399995803833,5.09999990463257,9.89999961853027,27859,0.206400007009506,0.069300003349781,1995.91666666667,0.748639823192351
321,"February",1996,2,3,0,0,0,2,0,0,0,8.42800045013428,5.09999990463257,10.5,28430,0.219899997115135,0.0617999993264675,1996.08333333333,0.780617678001005
323,"April",1996,4,0,0,0,0,2,1,0,0,8.42800045013428,5.09999990463257,10.5,28430,0.215100005269051,0.0662999972701073,1996.25,0.764392335920888
324,"May",1996,5,1,0,0,0,0,0,0,0,8.42800045013428,5.09999990463257,10.5,28430,0.206400007009506,0.063000001013279,1996.33333333333,0.766146996521431
325,"June",1996,6,2,0,0,0,1,0,0,0,8.42800045013428,5.09999990463257,10.5,28430,0.218099996447563,0.0571000017225742,1996.41666666667,0.792514527244752
327,"August",1996,8,0,0,0,0,0,1,0,1,8.42800045013428,5.09999990463257,10.5,28430,0.233999997377396,0.0665000006556511,1996.58333333333,0.778702159431169
328,"September",1996,9,2,0,1,0,0,0,0,0,8.42800045013428,5.09999990463257,10.5,28430,0.228699997067451,0.063400000333786,1996.66666666667,0.7829510410892
329,"October",1996,10,1,1,0,0,2,0,1,0,8.42800045013428,5.09999990463257,10.5,28430,0.20550000667572,0.0595999993383884,1996.75,0.775179185264837
330,"November",1996,11,0,0,0,0,1,1,0,0,8.42800045013428,5.09999990463257,10.5,28430,0.18350000679493,0.0570000000298023,1996.83333333333,0.762993769595433
331,"December",1996,12,0,0,0,0,0,0,0,0,8.42800045013428,5.09999990463257,10.5,28430,0.174400001764297,0.0593999996781349,1996.91666666667,0.745936700976622
332,"January",1997,1,0,0,0,0,0,0,0,0,8.48499965667725,5.09999990463257,11.5,29391,0.172199994325638,0.0575999990105629,1997,0.749347255522792
334,"March",1997,3,0,2,0,0,1,0,0,0,8.48499965667725,5.09999990463257,11.5,29391,0.171000003814697,0.0436000004410744,1997.16666666667,0.796831316046436
336,"May",1997,5,1,2,0,0,0,0,0,0,8.48499965667725,5.09999990463257,11.5,29391,0.153500005602837,0.0445000007748604,1997.33333333333,0.775252528578338
337,"June",1997,6,2,2,1,0,1,2,0,0,8.48499965667725,5.09999990463257,11.5,29391,0.148300006985664,0.0478999987244606,1997.41666666667,0.75586137955964
339,"August",1997,8,0,0,0,0,0,3,0,0,8.48499965667725,5.09999990463257,11.5,29391,0.164900004863739,0.0476999990642071,1997.58333333333,0.775635003843305
340,"September",1997,9,0,1,0,0,0,0,0,0,8.48499965667725,5.09999990463257,11.5,29391,0.172600001096725,0.0364999994635582,1997.66666666667,0.825442375103987
341,"October",1997,10,0,1,0,0,0,1,0,0,8.48499965667725,5.09999990463257,11.5,29391,0.160699993371964,0.0355000011622906,1997.75,0.819062170482922
342,"November",1997,11,0,1,0,0,0,1,0,0,8.48499965667725,5.09999990463257,11.5,29391,0.154699996113777,0.0351000018417835,1997.83333333333,0.815068481454875
343,"December",1997,12,1,3,0,0,0,1,0,0,8.48499965667725,5.09999990463257,11.5,29391,0.151800006628036,0.0346999987959862,1997.91666666667,0.81394103063379
345,"February",1998,2,2,0,0,1,1,6,0,0,8.50500011444092,5,11,28779,0.151800006628036,0.0399000011384487,1998.08333333333,0.79186228731377
346,"March",1998,3,1,3,0,0,2,0,0,1,8.50500011444092,5,11,28779,0.147799998521805,0.0388999991118908,1998.16666666667,0.791644351339455
347,"April",1998,4,2,2,0,0,1,3,0,0,8.50500011444092,5,11,28779,0.145699992775917,0.0388000011444092,1998.25,0.789701883886433
348,"May",1998,5,0,0,1,0,2,2,0,0,8.50500011444092,5,11,28779,0.141499996185303,0.0377999991178513,1998.33333333333,0.789180144405802
349,"June",1998,6,0,0,0,0,0,0,1,0,8.50500011444092,5,11,28779,0.178299993276596,0.00879999995231628,1998.41666666667,0.952966326719479
350,"July",1998,7,1,4,0,0,0,0,0,0,8.50500011444092,5,11,28779,0.214670091867447,0.0535101071000099,1998.5,0.800469582370236
351,"August",1998,8,29,0,0,0,1,4,0,0,8.50500011444092,5,11,28779,0.211198881268501,0.0559196658432484,1998.58333333333,0.790655997316973
353,"October",1998,10,0,2,0,0,0,0,0,0,8.50500011444092,5,11,28779,0.206448838114738,0.0562883503735065,1998.75,0.785761769403935
354,"November",1998,11,0,0,0,0,0,2,0,0,8.50500011444092,5,11,28779,0.198951825499535,0.0591293945908546,1998.83333333333,0.770888425860102
355,"December",1998,12,0,0,0,0,0,0,0,0,8.50500011444092,5,11,28779,0.198951825499535,0.0591293945908546,1998.91666666667,0.770888425860102
356,"January",1999,1,1,0,0,0,0,0,0,0,8.49600028991699,4.34999990463257,9,25925,0.176563143730164,0.0415538288652897,1999,0.809488329262847
358,"March",1999,3,0,2,0,0,0,0,0,0,8.49600028991699,4.34999990463257,9,25925,0.182839468121529,0.0397984832525253,1999.16666666667,0.821241243880923
359,"April",1999,4,0,0,0,0,0,2,0,0,8.49600028991699,4.34999990463257,9,25925,0.176199823617935,0.0416274294257164,1999.25,0.808897055606837
360,"May",1999,5,1,0,0,0,0,0,0,0,8.49600028991699,4.34999990463257,9,25925,0.176563143730164,0.0415538288652897,1999.33333333333,0.809488329262847
362,"July",1999,7,1,0,0,0,1,1,0,0,8.49600028991699,4.34999990463257,9,25925,0.176563143730164,0.0415538288652897,1999.5,0.809488329262847
363,"August",1999,8,0,0,0,0,1,0,0,0,8.49600028991699,4.34999990463257,9,25925,0.176199823617935,0.0416274294257164,1999.58333333333,0.808897055606837
364,"September",1999,9,0,0,0,0,0,0,0,0,8.49600028991699,4.34999990463257,9,25925,0.176199823617935,0.0416274294257164,1999.66666666667,0.808897055606837
365,"October",1999,10,0,0,0,1,0,0,0,0,8.49600028991699,4.34999990463257,9,25925,0.17545510828495,0.0413181073963642,1999.75,0.809394775703714
366,"November",1999,11,0,0,0,0,0,0,0,1,8.49600028991699,4.34999990463257,9,25925,0.176199823617935,0.0416274294257164,1999.83333333333,0.808897055606837
368,"January",2000,1,0,1,0,0,0,0,0,0,8.30000019073486,4.19999980926514,8.39999961853027,24800,0.165375590324402,0.0315535962581635,2000,0.839771865177871
370,"March",2000,3,0,0,0,0,0,2,0,0,8.30000019073486,4.19999980926514,8.39999961853027,24800,0.162345081567764,0.032205194234848,2000.16666666667,0.834463384325793
371,"April",2000,4,1,0,0,0,0,0,0,0,8.30000019073486,4.19999980926514,8.39999961853027,24800,0.162679821252823,0.0321535207331181,2000.25,0.834969105362684
372,"May",2000,5,1,1,0,0,1,0,0,0,8.30000019073486,4.19999980926514,8.39999961853027,24800,0.165716588497162,0.031503438949585,2000.33333333333,0.840262475584071
373,"June",2000,6,0,0,0,0,1,1,0,0,8.30000019073486,4.19999980926514,8.39999961853027,24800,0.162345081567764,0.032205194234848,2000.41666666667,0.834463384325793
374,"July",2000,7,0,1,0,0,0,0,0,0,8.30000019073486,4.19999980926514,8.39999961853027,24800,0.165375590324402,0.0315535962581635,2000.5,0.839771865177871
375,"August",2000,8,0,3,0,0,0,1,0,0,8.30000019073486,4.19999980926514,8.39999961853027,24800,0.171607345342636,0.030307199805975,2000.58333333333,0.849900858882313
376,"September",2000,9,1,0,0,0,0,3,0,0,8.30000019073486,4.19999980926514,8.39999961853027,24800,0.162679821252823,0.0321535207331181,2000.66666666667,0.834969105362684
377,"October",2000,10,1,3,0,0,1,0,0,0,8.30000019073486,4.19999980926514,8.39999961853027,24800,0.171961203217506,0.0302599426358938,2000.75,0.850362124553331
379,"December",2000,12,0,2,0,1,0,1,0,0,8.30000019073486,4.19999980926514,8.39999961853027,24800,0.167750641703606,0.0307165030390024,2000.91666666667,0.845231294686893
380,"January",2001,1,0,1,0,0,0,2,0,1,7.80999994277954,4.19999980926514,8.5,24079,0.141084343194962,0.0214296467602253,2001,0.868136603094081
381,"February",2001,2,0,0,0,0,0,1,0,0,7.80999994277954,4.19999980926514,8.5,24079,0.138498976826668,0.0217751786112785,2001.08333333333,0.86413792946356
382,"March",2001,3,0,1,0,0,0,0,0,0,7.80999994277954,4.19999980926514,8.5,24079,0.141084343194962,0.0214296467602253,2001.16666666667,0.868136603094081
383,"April",2001,4,1,2,0,0,0,1,0,0,7.80999994277954,4.19999980926514,8.5,24079,0.144014328718185,0.0210684314370155,2001.25,0.872376549694176
384,"May",2001,5,0,1,0,1,1,2,0,0,7.80999994277954,4.19999980926514,8.5,24079,0.140488043427467,0.0213178601115942,2001.33333333333,0.868250418276933
385,"June",2001,6,0,1,0,0,0,1,0,1,7.80999994277954,4.19999980926514,8.5,24079,0.141084343194962,0.0214296467602253,2001.41666666667,0.868136603094081
386,"July",2001,7,0,2,0,0,0,1,0,0,7.80999994277954,4.19999980926514,8.5,24079,0.143717974424362,0.0210942476987839,2001.5,0.872010416296539
387,"August",2001,8,0,0,0,0,0,2,0,0,7.80999994277954,4.19999980926514,8.5,24079,0.138498976826668,0.0217751786112785,2001.58333333333,0.86413792946356
389,"October",2001,10,1,0,0,0,0,1,0,0,7.80999994277954,4.19999980926514,8.5,24079,0.138784572482109,0.0217477772384882,2001.75,0.864527135643752
390,"November",2001,11,0,1,0,0,1,0,0,0,7.80999994277954,4.19999980926514,8.5,24079,0.141084343194962,0.0214296467602253,2001.83333333333,0.868136603094081
391,"December",2001,12,1,2,0,0,0,1,0,0,7.80999994277954,4.19999980926514,8.5,24079,0.144014328718185,0.0210684314370155,2001.91666666667,0.872376549694176
