d3mIndex,type,repeat,fold
9731,TRAIN,0,0
9733,TRAIN,0,0
9734,TRAIN,0,0
9735,TRAIN,0,0
9736,TRAIN,0,0
9738,TRAIN,0,0
9739,TRAIN,0,0
9741,TRAIN,0,0
9742,TRAIN,0,0
9743,TRAIN,0,0
9744,TRAIN,0,0
9745,TRAIN,0,0
9746,TRAIN,0,0
9747,TRAIN,0,0
9750,TRAIN,0,0
9751,TRAIN,0,0
9753,TRAIN,0,0
9754,TRAIN,0,0
9757,TRAIN,0,0
9758,TRAIN,0,0
9761,TRAIN,0,0
9762,TRAIN,0,0
9763,TRAIN,0,0
9766,TRAIN,0,0
9768,TRAIN,0,0
9769,TRAIN,0,0
9774,TRAIN,0,0
9775,TRAIN,0,0
9776,TRAIN,0,0
9777,TRAIN,0,0
9780,TRAIN,0,0
9782,TRAIN,0,0
9783,TRAIN,0,0
9784,TRAIN,0,0
9785,TRAIN,0,0
9786,TRAIN,0,0
9788,TRAIN,0,0
9789,TRAIN,0,0
9793,TRAIN,0,0
9794,TRAIN,0,0
9795,TRAIN,0,0
9797,TRAIN,0,0
9798,TRAIN,0,0
9799,TRAIN,0,0
9801,TRAIN,0,0
9802,TRAIN,0,0
9803,TRAIN,0,0
9805,TRAIN,0,0
9806,TRAIN,0,0
9807,TRAIN,0,0
9809,TRAIN,0,0
9810,TRAIN,0,0
9812,TRAIN,0,0
9816,TRAIN,0,0
9817,TRAIN,0,0
9818,TRAIN,0,0
9820,TRAIN,0,0
9823,TRAIN,0,0
9824,TRAIN,0,0
9826,TRAIN,0,0
9827,TRAIN,0,0
9829,TRAIN,0,0
9832,TRAIN,0,0
9833,TRAIN,0,0
9835,TRAIN,0,0
9836,TRAIN,0,0
9838,TRAIN,0,0
9840,TRAIN,0,0
9841,TRAIN,0,0
9843,TRAIN,0,0
9844,TRAIN,0,0
9847,TRAIN,0,0
9851,TRAIN,0,0
9852,TRAIN,0,0
9856,TRAIN,0,0
9857,TRAIN,0,0
9858,TRAIN,0,0
9859,TRAIN,0,0
9861,TRAIN,0,0
9864,TRAIN,0,0
9865,TRAIN,0,0
9867,TRAIN,0,0
9868,TRAIN,0,0
9870,TRAIN,0,0
9871,TRAIN,0,0
9872,TRAIN,0,0
9875,TRAIN,0,0
9876,TRAIN,0,0
9878,TRAIN,0,0
9880,TRAIN,0,0
9882,TRAIN,0,0
9885,TRAIN,0,0
9887,TRAIN,0,0
9888,TRAIN,0,0
9891,TRAIN,0,0
9893,TRAIN,0,0
9894,TRAIN,0,0
9895,TRAIN,0,0
9896,TRAIN,0,0
9897,TRAIN,0,0
9898,TRAIN,0,0
9901,TRAIN,0,0
9902,TRAIN,0,0
9906,TRAIN,0,0
9907,TRAIN,0,0
9908,TRAIN,0,0
9911,TRAIN,0,0
9913,TRAIN,0,0
9914,TRAIN,0,0
9915,TRAIN,0,0
9919,TRAIN,0,0
9920,TRAIN,0,0
9922,TRAIN,0,0
9923,TRAIN,0,0
9924,TRAIN,0,0
9925,TRAIN,0,0
9926,TRAIN,0,0
9927,TRAIN,0,0
9928,TRAIN,0,0
9931,TRAIN,0,0
9934,TRAIN,0,0
9935,TRAIN,0,0
9939,TRAIN,0,0
9940,TRAIN,0,0
9941,TRAIN,0,0
9942,TRAIN,0,0
9943,TRAIN,0,0
9944,TRAIN,0,0
9947,TRAIN,0,0
9948,TRAIN,0,0
9950,TRAIN,0,0
9951,TRAIN,0,0
9952,TRAIN,0,0
9954,TRAIN,0,0
9956,TRAIN,0,0
9958,TRAIN,0,0
9960,TRAIN,0,0
9962,TRAIN,0,0
9964,TRAIN,0,0
9965,TRAIN,0,0
9966,TRAIN,0,0
9968,TRAIN,0,0
9971,TRAIN,0,0
9972,TRAIN,0,0
9974,TRAIN,0,0
9977,TRAIN,0,0
9978,TRAIN,0,0
9981,TRAIN,0,0
9982,TRAIN,0,0
9986,TRAIN,0,0
9988,TRAIN,0,0
9989,TRAIN,0,0
9990,TRAIN,0,0
9991,TRAIN,0,0
9993,TRAIN,0,0
9994,TRAIN,0,0
9996,TRAIN,0,0
9998,TRAIN,0,0
9999,TRAIN,0,0
10000,TRAIN,0,0
10001,TRAIN,0,0
10003,TRAIN,0,0
10004,TRAIN,0,0
10007,TRAIN,0,0
10008,TRAIN,0,0
10009,TRAIN,0,0
10010,TRAIN,0,0
10012,TRAIN,0,0
10015,TRAIN,0,0
10017,TRAIN,0,0
10018,TRAIN,0,0
10019,TRAIN,0,0
10022,TRAIN,0,0
10023,TRAIN,0,0
10025,TRAIN,0,0
10026,TRAIN,0,0
10029,TRAIN,0,0
10031,TRAIN,0,0
10032,TRAIN,0,0
10033,TRAIN,0,0
10035,TRAIN,0,0
10037,TRAIN,0,0
10039,TRAIN,0,0
10040,TRAIN,0,0
10041,TRAIN,0,0
10043,TRAIN,0,0
10044,TRAIN,0,0
10046,TRAIN,0,0
10048,TRAIN,0,0
10050,TRAIN,0,0
10051,TRAIN,0,0
10053,TRAIN,0,0
10054,TRAIN,0,0
10055,TRAIN,0,0
10057,TRAIN,0,0
10059,TRAIN,0,0
10060,TRAIN,0,0
10061,TRAIN,0,0
10062,TRAIN,0,0
10063,TRAIN,0,0
10064,TRAIN,0,0
10065,TRAIN,0,0
10066,TRAIN,0,0
10067,TRAIN,0,0
10068,TRAIN,0,0
10070,TRAIN,0,0
10071,TRAIN,0,0
10072,TRAIN,0,0
10074,TRAIN,0,0
10076,TRAIN,0,0
10078,TRAIN,0,0
10079,TRAIN,0,0
10080,TRAIN,0,0
10081,TRAIN,0,0
10083,TRAIN,0,0
10084,TRAIN,0,0
10087,TRAIN,0,0
10089,TRAIN,0,0
10090,TRAIN,0,0
10091,TRAIN,0,0
10092,TRAIN,0,0
10093,TRAIN,0,0
10094,TRAIN,0,0
10095,TRAIN,0,0
10097,TRAIN,0,0
10098,TRAIN,0,0
10100,TRAIN,0,0
10102,TRAIN,0,0
10103,TRAIN,0,0
10104,TRAIN,0,0
10105,TRAIN,0,0
10108,TRAIN,0,0
10109,TRAIN,0,0
10110,TRAIN,0,0
10112,TRAIN,0,0
10114,TRAIN,0,0
10115,TRAIN,0,0
10116,TRAIN,0,0
10117,TRAIN,0,0
10118,TRAIN,0,0
10119,TRAIN,0,0
10120,TRAIN,0,0
10121,TRAIN,0,0
10124,TRAIN,0,0
10125,TRAIN,0,0
10126,TRAIN,0,0
10127,TRAIN,0,0
10128,TRAIN,0,0
10129,TRAIN,0,0
10131,TRAIN,0,0
10132,TRAIN,0,0
10133,TRAIN,0,0
10135,TRAIN,0,0
10137,TRAIN,0,0
10138,TRAIN,0,0
10139,TRAIN,0,0
10141,TRAIN,0,0
10142,TRAIN,0,0
10144,TRAIN,0,0
10147,TRAIN,0,0
10149,TRAIN,0,0
10150,TRAIN,0,0
10152,TRAIN,0,0
10156,TRAIN,0,0
10157,TRAIN,0,0
10158,TRAIN,0,0
10159,TRAIN,0,0
10161,TRAIN,0,0
10162,TRAIN,0,0
10165,TRAIN,0,0
10167,TRAIN,0,0
10168,TRAIN,0,0
10170,TRAIN,0,0
10174,TRAIN,0,0
10176,TRAIN,0,0
10177,TRAIN,0,0
10178,TRAIN,0,0
10180,TRAIN,0,0
10182,TRAIN,0,0
10183,TRAIN,0,0
10186,TRAIN,0,0
10187,TRAIN,0,0
10188,TRAIN,0,0
10189,TRAIN,0,0
10190,TRAIN,0,0
10192,TRAIN,0,0
10193,TRAIN,0,0
10196,TRAIN,0,0
10197,TRAIN,0,0
10198,TRAIN,0,0
10199,TRAIN,0,0
10200,TRAIN,0,0
10201,TRAIN,0,0
10202,TRAIN,0,0
10205,TRAIN,0,0
10206,TRAIN,0,0
10208,TRAIN,0,0
10212,TRAIN,0,0
10214,TRAIN,0,0
10216,TRAIN,0,0
10218,TRAIN,0,0
10219,TRAIN,0,0
10222,TRAIN,0,0
10224,TRAIN,0,0
10225,TRAIN,0,0
10226,TRAIN,0,0
10228,TRAIN,0,0
10229,TRAIN,0,0
10230,TRAIN,0,0
10231,TRAIN,0,0
10232,TRAIN,0,0
10233,TRAIN,0,0
10234,TRAIN,0,0
10235,TRAIN,0,0
10236,TRAIN,0,0
10238,TRAIN,0,0
10239,TRAIN,0,0
10241,TRAIN,0,0
10243,TRAIN,0,0
10245,TRAIN,0,0
10246,TRAIN,0,0
10247,TRAIN,0,0
10252,TRAIN,0,0
10253,TRAIN,0,0
10255,TRAIN,0,0
10256,TRAIN,0,0
10257,TRAIN,0,0
10258,TRAIN,0,0
10259,TRAIN,0,0
10261,TRAIN,0,0
10263,TRAIN,0,0
10264,TRAIN,0,0
10265,TRAIN,0,0
10267,TRAIN,0,0
10268,TRAIN,0,0
10269,TRAIN,0,0
10271,TRAIN,0,0
10272,TRAIN,0,0
10273,TRAIN,0,0
10274,TRAIN,0,0
10275,TRAIN,0,0
10276,TRAIN,0,0
10277,TRAIN,0,0
10280,TRAIN,0,0
10281,TRAIN,0,0
10282,TRAIN,0,0
10284,TRAIN,0,0
10285,TRAIN,0,0
10286,TRAIN,0,0
10288,TRAIN,0,0
10293,TRAIN,0,0
10294,TRAIN,0,0
10295,TRAIN,0,0
10297,TRAIN,0,0
10298,TRAIN,0,0
10299,TRAIN,0,0
10301,TRAIN,0,0
10302,TRAIN,0,0
10303,TRAIN,0,0
10304,TRAIN,0,0
10305,TRAIN,0,0
10306,TRAIN,0,0
10308,TRAIN,0,0
10309,TRAIN,0,0
10310,TRAIN,0,0
10312,TRAIN,0,0
10315,TRAIN,0,0
10316,TRAIN,0,0
10318,TRAIN,0,0
10326,TRAIN,0,0
10327,TRAIN,0,0
10328,TRAIN,0,0
10330,TRAIN,0,0
10335,TRAIN,0,0
10338,TRAIN,0,0
10341,TRAIN,0,0
10342,TRAIN,0,0
10344,TRAIN,0,0
10345,TRAIN,0,0
10346,TRAIN,0,0
10348,TRAIN,0,0
10349,TRAIN,0,0
10350,TRAIN,0,0
10351,TRAIN,0,0
10354,TRAIN,0,0
10355,TRAIN,0,0
10356,TRAIN,0,0
10357,TRAIN,0,0
10358,TRAIN,0,0
10359,TRAIN,0,0
10360,TRAIN,0,0
10361,TRAIN,0,0
10362,TRAIN,0,0
10363,TRAIN,0,0
10364,TRAIN,0,0
10366,TRAIN,0,0
10368,TRAIN,0,0
10370,TRAIN,0,0
10371,TRAIN,0,0
10372,TRAIN,0,0
10374,TRAIN,0,0
10377,TRAIN,0,0
10379,TRAIN,0,0
10380,TRAIN,0,0
10382,TRAIN,0,0
10383,TRAIN,0,0
10385,TRAIN,0,0
10386,TRAIN,0,0
10387,TRAIN,0,0
10388,TRAIN,0,0
10390,TRAIN,0,0
10395,TRAIN,0,0
10396,TRAIN,0,0
10398,TRAIN,0,0
10401,TRAIN,0,0
10402,TRAIN,0,0
10404,TRAIN,0,0
10405,TRAIN,0,0
10406,TRAIN,0,0
10407,TRAIN,0,0
10408,TRAIN,0,0
10409,TRAIN,0,0
10410,TRAIN,0,0
10411,TRAIN,0,0
10412,TRAIN,0,0
10413,TRAIN,0,0
10414,TRAIN,0,0
10415,TRAIN,0,0
10416,TRAIN,0,0
10418,TRAIN,0,0
10421,TRAIN,0,0
10422,TRAIN,0,0
10424,TRAIN,0,0
10425,TRAIN,0,0
10427,TRAIN,0,0
10429,TRAIN,0,0
10430,TRAIN,0,0
10431,TRAIN,0,0
10432,TRAIN,0,0
10434,TRAIN,0,0
10435,TRAIN,0,0
10440,TRAIN,0,0
10442,TRAIN,0,0
10445,TRAIN,0,0
10446,TRAIN,0,0
10448,TRAIN,0,0
10449,TRAIN,0,0
10451,TRAIN,0,0
10453,TRAIN,0,0
10454,TRAIN,0,0
10456,TRAIN,0,0
10457,TRAIN,0,0
10458,TRAIN,0,0
10459,TRAIN,0,0
10461,TRAIN,0,0
10462,TRAIN,0,0
10463,TRAIN,0,0
10464,TRAIN,0,0
10465,TRAIN,0,0
10466,TRAIN,0,0
10468,TRAIN,0,0
10470,TRAIN,0,0
10471,TRAIN,0,0
10472,TRAIN,0,0
10473,TRAIN,0,0
10476,TRAIN,0,0
10478,TRAIN,0,0
10479,TRAIN,0,0
10482,TRAIN,0,0
10484,TRAIN,0,0
10485,TRAIN,0,0
10487,TRAIN,0,0
10489,TRAIN,0,0
10490,TRAIN,0,0
10493,TRAIN,0,0
10495,TRAIN,0,0
10497,TRAIN,0,0
10498,TRAIN,0,0
10500,TRAIN,0,0
10501,TRAIN,0,0
10503,TRAIN,0,0
10505,TRAIN,0,0
10508,TRAIN,0,0
10509,TRAIN,0,0
10510,TRAIN,0,0
10511,TRAIN,0,0
10512,TRAIN,0,0
10515,TRAIN,0,0
10517,TRAIN,0,0
10519,TRAIN,0,0
10521,TRAIN,0,0
10522,TRAIN,0,0
10523,TRAIN,0,0
10525,TRAIN,0,0
10527,TRAIN,0,0
10530,TRAIN,0,0
10531,TRAIN,0,0
10534,TRAIN,0,0
10535,TRAIN,0,0
10537,TRAIN,0,0
10539,TRAIN,0,0
10540,TRAIN,0,0
10541,TRAIN,0,0
10542,TRAIN,0,0
10544,TRAIN,0,0
10546,TRAIN,0,0
10549,TRAIN,0,0
10552,TRAIN,0,0
10553,TRAIN,0,0
10558,TRAIN,0,0
10560,TRAIN,0,0
10562,TRAIN,0,0
10563,TRAIN,0,0
10565,TRAIN,0,0
10566,TRAIN,0,0
10567,TRAIN,0,0
10568,TRAIN,0,0
10571,TRAIN,0,0
10573,TRAIN,0,0
10576,TRAIN,0,0
10578,TRAIN,0,0
10580,TRAIN,0,0
10581,TRAIN,0,0
10582,TRAIN,0,0
10583,TRAIN,0,0
10584,TRAIN,0,0
10585,TRAIN,0,0
10586,TRAIN,0,0
10589,TRAIN,0,0
10590,TRAIN,0,0
10591,TRAIN,0,0
10592,TRAIN,0,0
10593,TRAIN,0,0
10595,TRAIN,0,0
10597,TRAIN,0,0
10598,TRAIN,0,0
10599,TRAIN,0,0
10600,TRAIN,0,0
10602,TRAIN,0,0
10603,TRAIN,0,0
10605,TRAIN,0,0
10607,TRAIN,0,0
10610,TRAIN,0,0
10611,TRAIN,0,0
10613,TRAIN,0,0
10614,TRAIN,0,0
10617,TRAIN,0,0
10618,TRAIN,0,0
10619,TRAIN,0,0
10620,TRAIN,0,0
10621,TRAIN,0,0
10622,TRAIN,0,0
10627,TRAIN,0,0
10628,TRAIN,0,0
10631,TRAIN,0,0
10635,TRAIN,0,0
10637,TRAIN,0,0
10639,TRAIN,0,0
10640,TRAIN,0,0
10641,TRAIN,0,0
10642,TRAIN,0,0
10643,TRAIN,0,0
10644,TRAIN,0,0
10646,TRAIN,0,0
10648,TRAIN,0,0
10649,TRAIN,0,0
10651,TRAIN,0,0
10652,TRAIN,0,0
10653,TRAIN,0,0
10654,TRAIN,0,0
10655,TRAIN,0,0
10656,TRAIN,0,0
10660,TRAIN,0,0
10662,TRAIN,0,0
10664,TRAIN,0,0
10665,TRAIN,0,0
10666,TRAIN,0,0
10667,TRAIN,0,0
10668,TRAIN,0,0
10671,TRAIN,0,0
10672,TRAIN,0,0
10674,TRAIN,0,0
10675,TRAIN,0,0
10676,TRAIN,0,0
10677,TRAIN,0,0
10678,TRAIN,0,0
10680,TRAIN,0,0
10681,TRAIN,0,0
10682,TRAIN,0,0
10683,TRAIN,0,0
10684,TRAIN,0,0
10685,TRAIN,0,0
10686,TRAIN,0,0
10687,TRAIN,0,0
10688,TRAIN,0,0
10689,TRAIN,0,0
10690,TRAIN,0,0
10692,TRAIN,0,0
10693,TRAIN,0,0
10695,TRAIN,0,0
10696,TRAIN,0,0
10698,TRAIN,0,0
10700,TRAIN,0,0
10701,TRAIN,0,0
10702,TRAIN,0,0
10703,TRAIN,0,0
10704,TRAIN,0,0
10706,TRAIN,0,0
10708,TRAIN,0,0
10711,TRAIN,0,0
10716,TRAIN,0,0
10720,TRAIN,0,0
10721,TRAIN,0,0
10723,TRAIN,0,0
10724,TRAIN,0,0
10728,TRAIN,0,0
10734,TRAIN,0,0
10735,TRAIN,0,0
10736,TRAIN,0,0
10737,TRAIN,0,0
10738,TRAIN,0,0
10740,TRAIN,0,0
10741,TRAIN,0,0
10742,TRAIN,0,0
10743,TRAIN,0,0
10744,TRAIN,0,0
10745,TRAIN,0,0
10747,TRAIN,0,0
10748,TRAIN,0,0
10752,TRAIN,0,0
10753,TRAIN,0,0
10754,TRAIN,0,0
10756,TRAIN,0,0
10759,TRAIN,0,0
10760,TRAIN,0,0
10761,TRAIN,0,0
10763,TRAIN,0,0
10764,TRAIN,0,0
10766,TRAIN,0,0
10771,TRAIN,0,0
10774,TRAIN,0,0
10776,TRAIN,0,0
10777,TRAIN,0,0
10778,TRAIN,0,0
10781,TRAIN,0,0
10785,TRAIN,0,0
10786,TRAIN,0,0
10790,TRAIN,0,0
10792,TRAIN,0,0
10794,TRAIN,0,0
10796,TRAIN,0,0
10797,TRAIN,0,0
10798,TRAIN,0,0
10800,TRAIN,0,0
10803,TRAIN,0,0
10805,TRAIN,0,0
10806,TRAIN,0,0
10808,TRAIN,0,0
10813,TRAIN,0,0
10814,TRAIN,0,0
10817,TRAIN,0,0
10818,TRAIN,0,0
10819,TRAIN,0,0
10820,TRAIN,0,0
10821,TRAIN,0,0
10822,TRAIN,0,0
10823,TRAIN,0,0
10829,TRAIN,0,0
10830,TRAIN,0,0
10833,TRAIN,0,0
10835,TRAIN,0,0
10838,TRAIN,0,0
10840,TRAIN,0,0
10842,TRAIN,0,0
10844,TRAIN,0,0
10846,TRAIN,0,0
10847,TRAIN,0,0
10848,TRAIN,0,0
10853,TRAIN,0,0
10854,TRAIN,0,0
10855,TRAIN,0,0
10856,TRAIN,0,0
10858,TRAIN,0,0
10859,TRAIN,0,0
10860,TRAIN,0,0
10861,TRAIN,0,0
10863,TRAIN,0,0
10864,TRAIN,0,0
10865,TRAIN,0,0
10866,TRAIN,0,0
10870,TRAIN,0,0
10871,TRAIN,0,0
10872,TRAIN,0,0
10874,TRAIN,0,0
10881,TRAIN,0,0
10882,TRAIN,0,0
10884,TRAIN,0,0
10885,TRAIN,0,0
10886,TRAIN,0,0
10889,TRAIN,0,0
10891,TRAIN,0,0
10893,TRAIN,0,0
10894,TRAIN,0,0
10896,TRAIN,0,0
10897,TRAIN,0,0
10902,TRAIN,0,0
10905,TRAIN,0,0
10907,TRAIN,0,0
10908,TRAIN,0,0
10911,TRAIN,0,0
10913,TRAIN,0,0
10914,TRAIN,0,0
10916,TRAIN,0,0
10918,TRAIN,0,0
10920,TRAIN,0,0
10921,TRAIN,0,0
10923,TRAIN,0,0
10927,TRAIN,0,0
10929,TRAIN,0,0
10930,TRAIN,0,0
10931,TRAIN,0,0
10935,TRAIN,0,0
10937,TRAIN,0,0
10939,TRAIN,0,0
10941,TRAIN,0,0
10942,TRAIN,0,0
10945,TRAIN,0,0
10948,TRAIN,0,0
10949,TRAIN,0,0
10952,TRAIN,0,0
10953,TRAIN,0,0
10954,TRAIN,0,0
10955,TRAIN,0,0
10956,TRAIN,0,0
10959,TRAIN,0,0
10961,TRAIN,0,0
10962,TRAIN,0,0
10963,TRAIN,0,0
10965,TRAIN,0,0
10966,TRAIN,0,0
10967,TRAIN,0,0
10968,TRAIN,0,0
10971,TRAIN,0,0
10972,TRAIN,0,0
10974,TRAIN,0,0
10975,TRAIN,0,0
10976,TRAIN,0,0
10980,TRAIN,0,0
10982,TRAIN,0,0
10983,TRAIN,0,0
10984,TRAIN,0,0
10985,TRAIN,0,0
10986,TRAIN,0,0
10987,TRAIN,0,0
10990,TRAIN,0,0
10991,TRAIN,0,0
10992,TRAIN,0,0
10996,TRAIN,0,0
10998,TRAIN,0,0
10999,TRAIN,0,0
11000,TRAIN,0,0
11003,TRAIN,0,0
11004,TRAIN,0,0
11005,TRAIN,0,0
11006,TRAIN,0,0
11007,TRAIN,0,0
11008,TRAIN,0,0
11010,TRAIN,0,0
11014,TRAIN,0,0
11016,TRAIN,0,0
11017,TRAIN,0,0
11018,TRAIN,0,0
11019,TRAIN,0,0
11020,TRAIN,0,0
11023,TRAIN,0,0
11025,TRAIN,0,0
11026,TRAIN,0,0
11027,TRAIN,0,0
11029,TRAIN,0,0
11030,TRAIN,0,0
11032,TRAIN,0,0
11033,TRAIN,0,0
11034,TRAIN,0,0
11036,TRAIN,0,0
11039,TRAIN,0,0
11041,TRAIN,0,0
11042,TRAIN,0,0
11044,TRAIN,0,0
11046,TRAIN,0,0
11047,TRAIN,0,0
11051,TRAIN,0,0
11052,TRAIN,0,0
11054,TRAIN,0,0
11055,TRAIN,0,0
11056,TRAIN,0,0
11057,TRAIN,0,0
11060,TRAIN,0,0
11061,TRAIN,0,0
11062,TRAIN,0,0
11065,TRAIN,0,0
11066,TRAIN,0,0
11067,TRAIN,0,0
11068,TRAIN,0,0
11070,TRAIN,0,0
11071,TRAIN,0,0
11072,TRAIN,0,0
11073,TRAIN,0,0
11074,TRAIN,0,0
11077,TRAIN,0,0
11078,TRAIN,0,0
11079,TRAIN,0,0
11080,TRAIN,0,0
11081,TRAIN,0,0
11082,TRAIN,0,0
11084,TRAIN,0,0
11086,TRAIN,0,0
11088,TRAIN,0,0
11092,TRAIN,0,0
11093,TRAIN,0,0
11094,TRAIN,0,0
11096,TRAIN,0,0
11097,TRAIN,0,0
11098,TRAIN,0,0
11099,TRAIN,0,0
11100,TRAIN,0,0
11101,TRAIN,0,0
11102,TRAIN,0,0
11104,TRAIN,0,0
11105,TRAIN,0,0
11106,TRAIN,0,0
11109,TRAIN,0,0
11112,TRAIN,0,0
11114,TRAIN,0,0
11116,TRAIN,0,0
11117,TRAIN,0,0
11121,TRAIN,0,0
11122,TRAIN,0,0
11123,TRAIN,0,0
11124,TRAIN,0,0
11125,TRAIN,0,0
11128,TRAIN,0,0
11129,TRAIN,0,0
11130,TRAIN,0,0
11131,TRAIN,0,0
11133,TRAIN,0,0
11135,TRAIN,0,0
11136,TRAIN,0,0
11137,TRAIN,0,0
11140,TRAIN,0,0
11142,TRAIN,0,0
11145,TRAIN,0,0
11147,TRAIN,0,0
11150,TRAIN,0,0
11153,TRAIN,0,0
11156,TRAIN,0,0
11160,TRAIN,0,0
11163,TRAIN,0,0
11164,TRAIN,0,0
11166,TRAIN,0,0
11168,TRAIN,0,0
11170,TRAIN,0,0
11171,TRAIN,0,0
11172,TRAIN,0,0
11173,TRAIN,0,0
11176,TRAIN,0,0
11178,TRAIN,0,0
11179,TRAIN,0,0
11180,TRAIN,0,0
11181,TRAIN,0,0
11182,TRAIN,0,0
11183,TRAIN,0,0
11186,TRAIN,0,0
11187,TRAIN,0,0
11188,TRAIN,0,0
11189,TRAIN,0,0
11193,TRAIN,0,0
11194,TRAIN,0,0
11198,TRAIN,0,0
11199,TRAIN,0,0
11200,TRAIN,0,0
11203,TRAIN,0,0
11205,TRAIN,0,0
11208,TRAIN,0,0
11209,TRAIN,0,0
11210,TRAIN,0,0
11211,TRAIN,0,0
11213,TRAIN,0,0
11214,TRAIN,0,0
11215,TRAIN,0,0
11216,TRAIN,0,0
11217,TRAIN,0,0
11218,TRAIN,0,0
11219,TRAIN,0,0
11222,TRAIN,0,0
11223,TRAIN,0,0
11224,TRAIN,0,0
11226,TRAIN,0,0
11227,TRAIN,0,0
11228,TRAIN,0,0
11230,TRAIN,0,0
11233,TRAIN,0,0
11234,TRAIN,0,0
11235,TRAIN,0,0
11236,TRAIN,0,0
11237,TRAIN,0,0
11239,TRAIN,0,0
11243,TRAIN,0,0
11247,TRAIN,0,0
11248,TRAIN,0,0
11249,TRAIN,0,0
11250,TRAIN,0,0
11251,TRAIN,0,0
11252,TRAIN,0,0
11253,TRAIN,0,0
11254,TRAIN,0,0
11256,TRAIN,0,0
11257,TRAIN,0,0
11258,TRAIN,0,0
11260,TRAIN,0,0
11265,TRAIN,0,0
11266,TRAIN,0,0
11267,TRAIN,0,0
11268,TRAIN,0,0
11269,TRAIN,0,0
11270,TRAIN,0,0
11271,TRAIN,0,0
11276,TRAIN,0,0
11277,TRAIN,0,0
11278,TRAIN,0,0
11282,TRAIN,0,0
11284,TRAIN,0,0
11285,TRAIN,0,0
11286,TRAIN,0,0
11287,TRAIN,0,0
11289,TRAIN,0,0
11291,TRAIN,0,0
11292,TRAIN,0,0
11293,TRAIN,0,0
11298,TRAIN,0,0
11299,TRAIN,0,0
11300,TRAIN,0,0
11301,TRAIN,0,0
11303,TRAIN,0,0
11305,TRAIN,0,0
11306,TRAIN,0,0
11307,TRAIN,0,0
11308,TRAIN,0,0
11310,TRAIN,0,0
11311,TRAIN,0,0
11313,TRAIN,0,0
11315,TRAIN,0,0
11317,TRAIN,0,0
11318,TRAIN,0,0
11319,TRAIN,0,0
11320,TRAIN,0,0
11321,TRAIN,0,0
11322,TRAIN,0,0
11323,TRAIN,0,0
11324,TRAIN,0,0
11328,TRAIN,0,0
11329,TRAIN,0,0
11330,TRAIN,0,0
11331,TRAIN,0,0
11332,TRAIN,0,0
11334,TRAIN,0,0
11335,TRAIN,0,0
11336,TRAIN,0,0
11338,TRAIN,0,0
11339,TRAIN,0,0
11342,TRAIN,0,0
11348,TRAIN,0,0
11352,TRAIN,0,0
11354,TRAIN,0,0
11355,TRAIN,0,0
11357,TRAIN,0,0
11358,TRAIN,0,0
11359,TRAIN,0,0
11365,TRAIN,0,0
11366,TRAIN,0,0
11367,TRAIN,0,0
11369,TRAIN,0,0
11371,TRAIN,0,0
11372,TRAIN,0,0
11373,TRAIN,0,0
11374,TRAIN,0,0
11375,TRAIN,0,0
11379,TRAIN,0,0
11380,TRAIN,0,0
11381,TRAIN,0,0
11384,TRAIN,0,0
11385,TRAIN,0,0
11386,TRAIN,0,0
11387,TRAIN,0,0
11388,TRAIN,0,0
11389,TRAIN,0,0
11390,TRAIN,0,0
11392,TRAIN,0,0
11394,TRAIN,0,0
11395,TRAIN,0,0
11397,TRAIN,0,0
11400,TRAIN,0,0
11401,TRAIN,0,0
11403,TRAIN,0,0
11404,TRAIN,0,0
11406,TRAIN,0,0
11407,TRAIN,0,0
11408,TRAIN,0,0
11409,TRAIN,0,0
11410,TRAIN,0,0
11411,TRAIN,0,0
11413,TRAIN,0,0
11414,TRAIN,0,0
11419,TRAIN,0,0
11420,TRAIN,0,0
11423,TRAIN,0,0
11424,TRAIN,0,0
11425,TRAIN,0,0
11426,TRAIN,0,0
11427,TRAIN,0,0
11428,TRAIN,0,0
11429,TRAIN,0,0
11430,TRAIN,0,0
11431,TRAIN,0,0
11432,TRAIN,0,0
11434,TRAIN,0,0
11435,TRAIN,0,0
11436,TRAIN,0,0
11439,TRAIN,0,0
11440,TRAIN,0,0
11441,TRAIN,0,0
11442,TRAIN,0,0
11443,TRAIN,0,0
11444,TRAIN,0,0
11446,TRAIN,0,0
11447,TRAIN,0,0
11449,TRAIN,0,0
11450,TRAIN,0,0
11452,TRAIN,0,0
11453,TRAIN,0,0
11454,TRAIN,0,0
11455,TRAIN,0,0
11456,TRAIN,0,0
11458,TRAIN,0,0
11459,TRAIN,0,0
11465,TRAIN,0,0
11467,TRAIN,0,0
11468,TRAIN,0,0
11469,TRAIN,0,0
11471,TRAIN,0,0
11472,TRAIN,0,0
11473,TRAIN,0,0
11474,TRAIN,0,0
11476,TRAIN,0,0
11479,TRAIN,0,0
11480,TRAIN,0,0
11482,TRAIN,0,0
11483,TRAIN,0,0
11486,TRAIN,0,0
11490,TRAIN,0,0
11491,TRAIN,0,0
11492,TRAIN,0,0
11493,TRAIN,0,0
11495,TRAIN,0,0
11497,TRAIN,0,0
11498,TRAIN,0,0
11502,TRAIN,0,0
11503,TRAIN,0,0
11508,TRAIN,0,0
11509,TRAIN,0,0
11510,TRAIN,0,0
11511,TRAIN,0,0
11512,TRAIN,0,0
11513,TRAIN,0,0
11517,TRAIN,0,0
11519,TRAIN,0,0
