d3mIndex,month_id,country_id,country_name,year,month,acled_count_pr,ged_best_ns,ged_best_sb,ln_ged_best_sb,icgcw_deteriorated,icgcw_improved,vdem_e_v2x_polyarchy_5c,vdem_e_wb_pop,vdem_e_wbgi_pve,vdem_e_total_resources_income_pc,time_since_ged_dummy_sb,reign_anticipation,reign_elected,reign_precip,reign_prev_conflict,reign_tenure_months,fvp_prop_excluded,fvp_lnpop200,fvp_lngdp200,fvp_lngdppercapita200,in_africa,yearmonth
5789,330,222,Egypt,2007,6,0.0,0.0,0.0,0.0,0.0,0.0,0.25,78232126.0,-0.551,393.44,78,0.0,1.0,-0.897529639371348,0.0,309.0,0.09,11.25848,13.4631,9.086875,1,2007-6
5790,331,222,Egypt,2007,7,0.0,0.0,0.0,0.0,0.0,0.0,0.25,78232126.0,-0.551,393.44,79,0.0,1.0,-0.8510334813315881,0.0,310.0,0.09,11.25848,13.4631,9.086875,1,2007-7
5791,332,222,Egypt,2007,8,0.0,0.0,0.0,0.0,0.0,0.0,0.25,78232126.0,-0.551,393.44,80,0.0,1.0,-0.843651474574995,0.0,311.0,0.09,11.25848,13.4631,9.086875,1,2007-8
5792,333,222,Egypt,2007,9,0.0,0.0,0.0,0.0,0.0,0.0,0.25,78232126.0,-0.551,393.44,81,0.0,1.0,-0.864955566285206,0.0,312.0,0.09,11.25848,13.4631,9.086875,1,2007-9
5793,334,222,Egypt,2007,10,0.0,0.0,0.0,0.0,0.0,0.0,0.25,78232126.0,-0.551,393.44,82,0.0,1.0,-1.02661576438603,0.0,313.0,0.09,11.25848,13.4631,9.086875,1,2007-10
5794,335,222,Egypt,2007,11,0.0,0.0,0.0,0.0,0.0,0.0,0.25,78232126.0,-0.551,393.44,83,0.0,1.0,-1.02373357382145,0.0,314.0,0.09,11.25848,13.4631,9.086875,1,2007-11
5795,336,222,Egypt,2007,12,0.0,0.0,0.0,0.0,0.0,0.0,0.25,78232126.0,-0.551,393.44,84,0.0,1.0,-0.6871275928152929,0.0,315.0,0.09,11.25848,13.4631,9.086875,1,2007-12
5796,337,222,Egypt,2008,1,4.0,0.0,0.0,0.0,0.0,0.0,0.25,79636079.0,-0.511,393.44,85,0.0,1.0,-0.12224211223426501,0.0,316.0,0.09,11.275139999999999,13.532229999999998,9.138351,1,2008-1
5797,338,222,Egypt,2008,2,5.0,0.0,0.0,0.0,0.0,0.0,0.25,79636079.0,-0.511,393.44,86,0.0,1.0,-0.289122570628662,0.0,317.0,0.09,11.275139999999999,13.532229999999998,9.138351,1,2008-2
5798,339,222,Egypt,2008,3,10.0,0.0,0.0,0.0,0.0,0.0,0.25,79636079.0,-0.511,393.44,87,0.0,1.0,-0.31489661648222195,0.0,318.0,0.09,11.275139999999999,13.532229999999998,9.138351,1,2008-3
5799,340,222,Egypt,2008,4,6.0,0.0,0.0,0.0,0.0,0.0,0.25,79636079.0,-0.511,393.44,88,0.0,1.0,-0.320730969161028,0.0,319.0,0.09,11.275139999999999,13.532229999999998,9.138351,1,2008-4
5800,341,222,Egypt,2008,5,1.0,1.0,0.0,0.0,0.0,0.0,0.25,79636079.0,-0.511,393.44,89,0.0,1.0,-0.371179691301829,0.0,320.0,0.09,11.275139999999999,13.532229999999998,9.138351,1,2008-5
5801,342,222,Egypt,2008,6,3.0,0.0,0.0,0.0,0.0,0.0,0.25,79636079.0,-0.511,393.44,90,0.0,1.0,-0.3752367147833329,0.0,321.0,0.09,11.275139999999999,13.532229999999998,9.138351,1,2008-6
5802,343,222,Egypt,2008,7,1.0,0.0,0.0,0.0,0.0,0.0,0.25,79636079.0,-0.511,393.44,91,0.0,1.0,-0.39533172655112103,0.0,322.0,0.09,11.275139999999999,13.532229999999998,9.138351,1,2008-7
5803,344,222,Egypt,2008,8,0.0,0.0,0.0,0.0,0.0,0.0,0.25,79636079.0,-0.511,393.44,92,0.0,1.0,-0.220697509634943,0.0,323.0,0.09,11.275139999999999,13.532229999999998,9.138351,1,2008-8
5804,345,222,Egypt,2008,9,2.0,0.0,0.0,0.0,0.0,0.0,0.25,79636079.0,-0.511,393.44,93,0.0,1.0,-0.199787975684017,0.0,324.0,0.09,11.275139999999999,13.532229999999998,9.138351,1,2008-9
5805,346,222,Egypt,2008,10,1.0,1.0,0.0,0.0,0.0,0.0,0.25,79636079.0,-0.511,393.44,94,0.0,1.0,-0.123823300593298,0.0,325.0,0.09,11.275139999999999,13.532229999999998,9.138351,1,2008-10
5806,347,222,Egypt,2008,11,5.0,0.0,0.0,0.0,0.0,0.0,0.25,79636079.0,-0.511,393.44,95,0.0,1.0,-0.21652261000277198,0.0,326.0,0.09,11.275139999999999,13.532229999999998,9.138351,1,2008-11
5807,348,222,Egypt,2008,12,6.0,0.0,0.0,0.0,0.0,0.0,0.25,79636079.0,-0.511,393.44,96,0.0,1.0,-0.49721312671936696,0.0,327.0,0.09,11.275139999999999,13.532229999999998,9.138351,1,2008-12
5808,349,222,Egypt,2009,1,13.0,0.0,0.0,0.0,0.0,0.0,0.25,81134798.0,-0.607,393.44,97,0.0,1.0,-1.1934647881992901,0.0,328.0,0.09,11.29248,13.577910000000001,9.165536,1,2009-1
5809,350,222,Egypt,2009,2,1.0,0.0,0.0,0.0,0.0,0.0,0.25,81134798.0,-0.607,393.44,98,0.0,1.0,-0.9738850966054359,0.0,329.0,0.09,11.29248,13.577910000000001,9.165536,1,2009-2
5810,351,222,Egypt,2009,3,2.0,1.0,0.0,0.0,0.0,0.0,0.25,81134798.0,-0.607,393.44,99,0.0,1.0,-0.875557649275542,0.0,330.0,0.09,11.29248,13.577910000000001,9.165536,1,2009-3
5811,352,222,Egypt,2009,4,2.0,0.0,0.0,0.0,0.0,0.0,0.25,81134798.0,-0.607,393.44,100,0.0,1.0,-0.8887607731986842,0.0,331.0,0.09,11.29248,13.577910000000001,9.165536,1,2009-4
5812,353,222,Egypt,2009,5,1.0,0.0,0.0,0.0,0.0,0.0,0.25,81134798.0,-0.607,393.44,101,0.0,1.0,-0.710684851830202,0.0,332.0,0.09,11.29248,13.577910000000001,9.165536,1,2009-5
5813,354,222,Egypt,2009,6,0.0,0.0,0.0,0.0,0.0,0.0,0.25,81134798.0,-0.607,393.44,102,0.0,1.0,-0.711851358644616,0.0,333.0,0.09,11.29248,13.577910000000001,9.165536,1,2009-6
5814,355,222,Egypt,2009,7,1.0,0.0,0.0,0.0,0.0,0.0,0.25,81134798.0,-0.607,393.44,103,0.0,1.0,-0.710015742098664,0.0,334.0,0.09,11.29248,13.577910000000001,9.165536,1,2009-7
5815,356,222,Egypt,2009,8,1.0,0.0,0.0,0.0,0.0,0.0,0.25,81134798.0,-0.607,393.44,104,0.0,1.0,-0.903705877852222,0.0,335.0,0.09,11.29248,13.577910000000001,9.165536,1,2009-8
5816,357,222,Egypt,2009,9,0.0,0.0,0.0,0.0,0.0,0.0,0.25,81134798.0,-0.607,393.44,105,0.0,1.0,-0.948804506465497,0.0,336.0,0.09,11.29248,13.577910000000001,9.165536,1,2009-9
5817,358,222,Egypt,2009,10,0.0,0.0,0.0,0.0,0.0,0.0,0.25,81134798.0,-0.607,393.44,106,0.0,1.0,-0.9729010260369221,0.0,337.0,0.09,11.29248,13.577910000000001,9.165536,1,2009-10
5818,359,222,Egypt,2009,11,2.0,0.0,0.0,0.0,0.0,0.0,0.25,81134798.0,-0.607,393.44,107,0.0,1.0,-0.7430320799418492,0.0,338.0,0.09,11.29248,13.577910000000001,9.165536,1,2009-11
5819,360,222,Egypt,2009,12,2.0,0.0,0.0,0.0,0.0,0.0,0.25,81134798.0,-0.607,393.44,108,0.0,1.0,-0.773025729344289,0.0,339.0,0.09,11.29248,13.577910000000001,9.165536,1,2009-12
5820,361,222,Egypt,2010,1,9.0,0.0,1.0,0.693147180559945,0.0,0.0,0.25,82761235.0,-0.898,393.44,109,0.0,1.0,-0.4145267697792271,0.0,340.0,0.09,11.31048,13.628079999999999,9.195985,1,2010-1
5821,362,222,Egypt,2010,2,4.0,0.0,0.0,0.0,0.0,0.0,0.25,82761235.0,-0.898,393.44,0,0.0,1.0,-0.5807409770363671,0.0,341.0,0.09,11.31048,13.628079999999999,9.195985,1,2010-2
5822,363,222,Egypt,2010,3,3.0,0.0,0.0,0.0,0.0,0.0,0.25,82761235.0,-0.898,393.44,1,0.0,1.0,-0.69663385404347,0.0,342.0,0.09,11.31048,13.628079999999999,9.195985,1,2010-3
5823,364,222,Egypt,2010,4,8.0,0.0,0.0,0.0,0.0,0.0,0.25,82761235.0,-0.898,393.44,2,0.0,1.0,-0.677671718090457,0.0,343.0,0.09,11.31048,13.628079999999999,9.195985,1,2010-4
5824,365,222,Egypt,2010,5,12.0,0.0,0.0,0.0,0.0,0.0,0.25,82761235.0,-0.898,393.44,3,0.0,1.0,-0.749847334010068,0.0,344.0,0.09,11.31048,13.628079999999999,9.195985,1,2010-5
5825,366,222,Egypt,2010,6,6.0,0.0,0.0,0.0,0.0,0.0,0.25,82761235.0,-0.898,393.44,4,0.0,1.0,-0.7501886104442079,0.0,345.0,0.09,11.31048,13.628079999999999,9.195985,1,2010-6
5826,367,222,Egypt,2010,7,1.0,0.0,0.0,0.0,0.0,0.0,0.25,82761235.0,-0.898,393.44,5,0.0,1.0,-0.6775804776020101,0.0,346.0,0.09,11.31048,13.628079999999999,9.195985,1,2010-7
5827,368,222,Egypt,2010,8,1.0,0.0,0.0,0.0,0.0,0.0,0.25,82761235.0,-0.898,393.44,6,0.0,1.0,-0.6803854206376861,0.0,347.0,0.09,11.31048,13.628079999999999,9.195985,1,2010-8
5828,369,222,Egypt,2010,9,4.0,0.0,0.0,0.0,0.0,0.0,0.25,82761235.0,-0.898,393.44,7,0.0,1.0,-0.704696540142265,0.0,348.0,0.09,11.31048,13.628079999999999,9.195985,1,2010-9
5829,370,222,Egypt,2010,10,1.0,0.0,0.0,0.0,0.0,0.0,0.25,82761235.0,-0.898,393.44,8,0.0,1.0,-0.7041597915881899,0.0,349.0,0.09,11.31048,13.628079999999999,9.195985,1,2010-10
5830,371,222,Egypt,2010,11,12.0,0.0,0.0,0.0,1.0,0.0,0.25,82761235.0,-0.898,393.44,9,0.0,1.0,-1.04723087339368,0.0,350.0,0.09,11.31048,13.628079999999999,9.195985,1,2010-11
5831,372,222,Egypt,2010,12,6.0,0.0,0.0,0.0,0.0,0.0,0.25,82761235.0,-0.898,393.44,10,0.0,1.0,-0.863021293563348,0.0,351.0,0.09,11.31048,13.628079999999999,9.195985,1,2010-12
5832,373,222,Egypt,2011,1,99.0,0.0,0.0,0.0,1.0,0.0,0.0,84529250.0,-1.4369999999999998,393.44,11,0.0,1.0,-0.645405708408711,0.0,352.0,0.09,11.32813,13.64572,9.192566000000001,1,2011-1
5833,374,222,Egypt,2011,2,174.0,0.0,0.0,0.0,0.0,1.0,0.0,84529250.0,-1.4369999999999998,393.44,12,0.0,0.0,-0.584581673311816,0.0,1.0,0.09,11.32813,13.64572,9.192566000000001,1,2011-2
5834,375,222,Egypt,2011,3,41.0,15.0,0.0,0.0,0.0,0.0,0.0,84529250.0,-1.4369999999999998,393.44,13,1.0,0.0,-0.509584361727252,0.0,2.0,0.09,11.32813,13.64572,9.192566000000001,1,2011-3
5835,376,222,Egypt,2011,4,45.0,0.0,0.0,0.0,0.0,0.0,0.0,84529250.0,-1.4369999999999998,393.44,14,0.0,0.0,-0.364149369549618,0.0,3.0,0.09,11.32813,13.64572,9.192566000000001,1,2011-4
5836,377,222,Egypt,2011,5,58.0,15.0,0.0,0.0,0.0,0.0,0.0,84529250.0,-1.4369999999999998,393.44,15,0.0,0.0,-0.36738995804220403,0.0,4.0,0.09,11.32813,13.64572,9.192566000000001,1,2011-5
5837,378,222,Egypt,2011,6,23.0,0.0,0.0,0.0,0.0,0.0,0.0,84529250.0,-1.4369999999999998,393.44,16,0.0,0.0,-0.368945939287462,0.0,5.0,0.09,11.32813,13.64572,9.192566000000001,1,2011-6
5838,379,222,Egypt,2011,7,43.0,0.0,0.0,0.0,0.0,0.0,0.0,84529250.0,-1.4369999999999998,393.44,17,0.0,0.0,-0.4138180412439821,0.0,6.0,0.09,11.32813,13.64572,9.192566000000001,1,2011-7
5839,380,222,Egypt,2011,8,15.0,1.0,0.0,0.0,0.0,0.0,0.0,84529250.0,-1.4369999999999998,393.44,18,0.0,0.0,-0.415828875949094,0.0,7.0,0.09,11.32813,13.64572,9.192566000000001,1,2011-8
5840,381,222,Egypt,2011,9,23.0,0.0,0.0,0.0,0.0,0.0,0.0,84529250.0,-1.4369999999999998,393.44,19,0.0,0.0,-0.413364858272534,0.0,8.0,0.09,11.32813,13.64572,9.192566000000001,1,2011-9
5841,382,222,Egypt,2011,10,38.0,0.0,0.0,0.0,0.0,0.0,0.0,84529250.0,-1.4369999999999998,393.44,20,0.0,0.0,-0.410848786945051,0.0,9.0,0.09,11.32813,13.64572,9.192566000000001,1,2011-10
5842,383,222,Egypt,2011,11,60.0,0.0,0.0,0.0,0.0,0.0,0.0,84529250.0,-1.4369999999999998,393.44,21,1.0,0.0,0.0140521034787691,0.0,10.0,0.09,11.32813,13.64572,9.192566000000001,1,2011-11
5843,384,222,Egypt,2011,12,37.0,0.0,0.0,0.0,0.0,0.0,0.0,84529250.0,-1.4369999999999998,393.44,22,1.0,0.0,-0.23327788830022,0.0,11.0,0.09,11.32813,13.64572,9.192566000000001,1,2011-12
5844,385,222,Egypt,2012,1,14.0,0.0,0.0,0.0,0.0,0.0,0.25,86422240.0,-1.436,393.44,23,1.0,0.0,-0.509991965684781,0.0,12.0,0.09,11.3453,13.667629999999999,9.192423,1,2012-1
5845,386,222,Egypt,2012,2,19.0,74.0,0.0,0.0,0.0,0.0,0.25,86422240.0,-1.436,393.44,24,1.0,0.0,-0.48961819179324,0.0,13.0,0.09,11.3453,13.667629999999999,9.192423,1,2012-2
5846,387,222,Egypt,2012,3,3.0,0.0,0.0,0.0,1.0,0.0,0.25,86422240.0,-1.436,393.44,25,1.0,0.0,-0.5121460533406861,0.0,14.0,0.09,11.3453,13.667629999999999,9.192423,1,2012-3
5847,388,222,Egypt,2012,4,11.0,0.0,0.0,0.0,1.0,0.0,0.25,86422240.0,-1.436,393.44,26,1.0,0.0,-0.7404222945802259,0.0,15.0,0.09,11.3453,13.667629999999999,9.192423,1,2012-4
5848,389,222,Egypt,2012,5,15.0,0.0,0.0,0.0,0.0,0.0,0.25,86422240.0,-1.436,393.44,27,1.0,0.0,-0.7505950318723309,0.0,16.0,0.09,11.3453,13.667629999999999,9.192423,1,2012-5
5849,390,222,Egypt,2012,6,23.0,0.0,0.0,0.0,0.0,0.0,0.25,86422240.0,-1.436,393.44,28,1.0,1.0,-0.6685125731170849,0.0,1.0,0.09,11.3453,13.667629999999999,9.192423,1,2012-6
5850,391,222,Egypt,2012,7,20.0,0.0,0.0,0.0,0.0,0.0,0.25,86422240.0,-1.436,393.44,29,1.0,1.0,-0.6258802843765849,0.0,2.0,0.09,11.3453,13.667629999999999,9.192423,1,2012-7
5851,392,222,Egypt,2012,8,13.0,0.0,0.0,0.0,0.0,0.0,0.25,86422240.0,-1.436,393.44,30,1.0,1.0,-0.6154856182482099,0.0,3.0,0.09,11.3453,13.667629999999999,9.192423,1,2012-8
5852,393,222,Egypt,2012,9,19.0,0.0,0.0,0.0,0.0,0.0,0.25,86422240.0,-1.436,393.44,31,1.0,1.0,-0.628901866945837,0.0,4.0,0.09,11.3453,13.667629999999999,9.192423,1,2012-9
5853,394,222,Egypt,2012,10,23.0,0.0,0.0,0.0,0.0,0.0,0.25,86422240.0,-1.436,393.44,32,1.0,1.0,-0.53598603134171,0.0,5.0,0.09,11.3453,13.667629999999999,9.192423,1,2012-10
5854,395,222,Egypt,2012,11,70.0,1.0,0.0,0.0,1.0,0.0,0.25,86422240.0,-1.436,393.44,33,1.0,1.0,-0.370808118906595,0.0,6.0,0.09,11.3453,13.667629999999999,9.192423,1,2012-11
5855,396,222,Egypt,2012,12,77.0,0.0,0.0,0.0,0.0,0.0,0.25,86422240.0,-1.436,393.44,34,1.0,1.0,-0.21119533559860998,0.0,7.0,0.09,11.3453,13.667629999999999,9.192423,1,2012-12
5856,397,222,Egypt,2013,1,61.0,0.0,0.0,0.0,1.0,0.0,0.25,88404640.0,-1.639,393.44,35,0.0,1.0,0.0906377501168823,0.0,8.0,0.09,11.361460000000001,13.68925,9.191586000000001,1,2013-1
5857,398,222,Egypt,2013,2,115.0,0.0,0.0,0.0,0.0,0.0,0.25,88404640.0,-1.639,393.44,36,0.0,1.0,-0.0029291004043292897,0.0,9.0,0.09,11.361460000000001,13.68925,9.191586000000001,1,2013-2
5858,399,222,Egypt,2013,3,176.0,0.0,0.0,0.0,1.0,0.0,0.25,88404640.0,-1.639,393.44,37,0.0,1.0,-0.0826826076096419,0.0,10.0,0.09,11.361460000000001,13.68925,9.191586000000001,1,2013-3
5859,400,222,Egypt,2013,4,96.0,7.0,0.0,0.0,0.0,0.0,0.25,88404640.0,-1.639,393.44,38,0.0,1.0,-0.0581439616184673,0.0,11.0,0.09,11.361460000000001,13.68925,9.191586000000001,1,2013-4
5860,401,222,Egypt,2013,5,85.0,0.0,0.0,0.0,0.0,0.0,0.25,88404640.0,-1.639,393.44,39,0.0,1.0,-0.0170565790490021,0.0,12.0,0.09,11.361460000000001,13.68925,9.191586000000001,1,2013-5
5861,402,222,Egypt,2013,6,144.0,30.0,0.0,0.0,1.0,0.0,0.25,88404640.0,-1.639,393.44,40,0.0,1.0,-0.0196993784064331,0.0,13.0,0.09,11.361460000000001,13.68925,9.191586000000001,1,2013-6
5862,403,222,Egypt,2013,7,257.0,76.0,0.0,0.0,1.0,0.0,0.25,88404640.0,-1.639,393.44,41,0.0,0.0,-0.020749046579076,0.0,1.0,0.09,11.361460000000001,13.68925,9.191586000000001,1,2013-7
5863,404,222,Egypt,2013,8,243.0,2.0,0.0,0.0,1.0,0.0,0.25,88404640.0,-1.639,393.44,42,0.0,0.0,-0.0222176650269837,1.0,2.0,0.09,11.361460000000001,13.68925,9.191586000000001,1,2013-8
5864,405,222,Egypt,2013,9,136.0,4.0,0.0,0.0,0.0,0.0,0.25,88404640.0,-1.639,393.44,43,1.0,0.0,-0.0276447590583687,1.0,3.0,0.09,11.361460000000001,13.68925,9.191586000000001,1,2013-9
5865,406,222,Egypt,2013,10,153.0,1.0,0.0,0.0,0.0,0.0,0.25,88404640.0,-1.639,393.44,44,1.0,0.0,0.0780559997387444,1.0,4.0,0.09,11.361460000000001,13.68925,9.191586000000001,1,2013-10
5866,407,222,Egypt,2013,11,201.0,9.0,0.0,0.0,0.0,0.0,0.25,88404640.0,-1.639,393.44,45,1.0,0.0,-0.0996457528313118,1.0,5.0,0.09,11.361460000000001,13.68925,9.191586000000001,1,2013-11
5867,408,222,Egypt,2013,12,155.0,1.0,0.0,0.0,1.0,0.0,0.25,88404640.0,-1.639,393.44,46,1.0,0.0,-0.0304560804645302,1.0,6.0,0.09,11.361460000000001,13.68925,9.191586000000001,1,2013-12
5868,409,222,Egypt,2014,1,193.0,6.0,0.0,0.0,1.0,0.0,0.0,90424654.0,-1.631,393.44,47,1.0,0.0,-0.632596112736447,1.0,7.0,0.09,11.376330000000001,13.718,9.198248,1,2014-1
5869,410,222,Egypt,2014,2,66.0,2.0,0.0,0.0,0.0,0.0,0.0,90424654.0,-1.631,393.44,48,1.0,0.0,-0.598874001401475,1.0,8.0,0.09,11.376330000000001,13.718,9.198248,1,2014-2
5870,411,222,Egypt,2014,3,109.0,0.0,9.0,2.30258509299405,0.0,0.0,0.0,90424654.0,-1.631,393.44,49,1.0,0.0,-0.0691957324764024,1.0,9.0,0.09,11.376330000000001,13.718,9.198248,1,2014-3
5871,412,222,Egypt,2014,4,124.0,27.0,10.0,2.3978952727983702,0.0,0.0,0.0,90424654.0,-1.631,393.44,0,1.0,0.0,-0.0593780072799996,1.0,10.0,0.09,11.376330000000001,13.718,9.198248,1,2014-4
5872,413,222,Egypt,2014,5,68.0,3.0,9.0,2.30258509299405,0.0,0.0,0.0,90424654.0,-1.631,393.44,0,1.0,0.0,-0.0220075586503752,1.0,12.0,0.09,11.376330000000001,13.718,9.198248,1,2014-5
5873,414,222,Egypt,2014,6,45.0,2.0,0.0,0.0,0.0,0.0,0.0,90424654.0,-1.631,393.44,0,0.0,1.0,-0.021884128891861,1.0,1.0,0.09,11.376330000000001,13.718,9.198248,1,2014-6
5874,415,222,Egypt,2014,7,39.0,0.0,53.0,3.98898404656427,0.0,0.0,0.0,90424654.0,-1.631,393.44,1,0.0,1.0,-0.019428772386675,1.0,2.0,0.09,11.376330000000001,13.718,9.198248,1,2014-7
5875,416,222,Egypt,2014,8,78.0,1.0,8.0,2.19722457733622,0.0,0.0,0.0,90424654.0,-1.631,393.44,0,0.0,1.0,-0.0202409885754002,1.0,3.0,0.09,11.376330000000001,13.718,9.198248,1,2014-8
5876,417,222,Egypt,2014,9,46.0,0.0,46.0,3.85014760171006,0.0,0.0,0.0,90424654.0,-1.631,393.44,0,0.0,1.0,0.00956966077012669,1.0,4.0,0.09,11.376330000000001,13.718,9.198248,1,2014-9
5877,418,222,Egypt,2014,10,71.0,0.0,49.0,3.9120230054281495,0.0,0.0,0.0,90424654.0,-1.631,393.44,0,0.0,1.0,-0.0506254520333064,1.0,5.0,0.09,11.376330000000001,13.718,9.198248,1,2014-10
5878,419,222,Egypt,2014,11,71.0,0.0,1.0,0.693147180559945,1.0,0.0,0.0,90424654.0,-1.631,393.44,0,0.0,1.0,-0.0210149554551991,1.0,6.0,0.09,11.376330000000001,13.718,9.198248,1,2014-11
5879,420,222,Egypt,2014,12,27.0,0.0,23.0,3.1780538303479506,0.0,0.0,0.0,90424654.0,-1.631,393.44,0,0.0,1.0,-0.288170592638203,2.0,7.0,0.09,11.376330000000001,13.718,9.198248,1,2014-12
5880,421,222,Egypt,2015,1,67.0,0.0,39.0,3.68887945411394,0.0,0.0,0.0,92442547.0,-1.4969999999999999,393.44,0,0.0,1.0,-0.12088706628572,2.0,8.0,0.09,11.38993,13.76079,9.219856,1,2015-1
5881,422,222,Egypt,2015,2,34.0,0.0,100.0,4.61512051684126,0.0,0.0,0.0,92442547.0,-1.4969999999999999,393.44,0,0.0,1.0,-0.0973269056110772,2.0,9.0,0.09,11.38993,13.76079,9.219856,1,2015-2
5882,423,222,Egypt,2015,3,14.0,0.0,13.0,2.6390573296152597,0.0,0.0,0.0,92442547.0,-1.4969999999999999,393.44,0,0.0,1.0,-0.619187642545271,2.0,10.0,0.09,11.38993,13.76079,9.219856,1,2015-3
5883,424,222,Egypt,2015,4,27.0,0.0,51.0,3.95124371858143,0.0,0.0,0.0,92442547.0,-1.4969999999999999,393.44,0,0.0,1.0,-0.41446407307707506,2.0,11.0,0.09,11.38993,13.76079,9.219856,1,2015-4
5884,425,222,Egypt,2015,5,19.0,0.0,42.0,3.76120011569356,0.0,0.0,0.0,92442547.0,-1.4969999999999999,393.44,0,0.0,1.0,-0.500841074470448,2.0,12.0,0.09,11.38993,13.76079,9.219856,1,2015-5
5885,426,222,Egypt,2015,6,18.0,0.0,47.0,3.8712010109078903,0.0,0.0,0.0,92442547.0,-1.4969999999999999,393.44,0,0.0,1.0,-0.501305066468349,2.0,13.0,0.09,11.38993,13.76079,9.219856,1,2015-6
5886,427,222,Egypt,2015,7,13.0,0.0,208.0,5.342334251964809,1.0,0.0,0.0,92442547.0,-1.4969999999999999,393.44,0,0.0,1.0,-0.513241691046856,2.0,14.0,0.09,11.38993,13.76079,9.219856,1,2015-7
5887,428,222,Egypt,2015,8,15.0,0.0,3.0,1.38629436111989,0.0,0.0,0.0,92442547.0,-1.4969999999999999,393.44,0,0.0,1.0,-0.5115463033473721,2.0,15.0,0.09,11.38993,13.76079,9.219856,1,2015-8
5888,429,222,Egypt,2015,9,15.0,0.0,242.0,5.493061443340549,0.0,0.0,0.0,92442547.0,-1.4969999999999999,393.44,0,0.0,1.0,-0.37659819831312397,2.0,16.0,0.09,11.38993,13.76079,9.219856,1,2015-9
5889,430,222,Egypt,2015,10,38.0,0.0,2.0,1.09861228866811,0.0,0.0,0.0,92442547.0,-1.4969999999999999,393.44,0,0.0,1.0,-0.218961520147434,2.0,17.0,0.09,11.38993,13.76079,9.219856,1,2015-10
5890,431,222,Egypt,2015,11,28.0,0.0,20.0,3.0445224377234195,0.0,0.0,0.0,92442547.0,-1.4969999999999999,393.44,0,0.0,1.0,-0.0987335937383774,2.0,18.0,0.09,11.38993,13.76079,9.219856,1,2015-11
5891,432,222,Egypt,2015,12,23.0,0.0,0.0,0.0,0.0,0.0,0.0,92442547.0,-1.4969999999999999,393.44,0,0.0,1.0,-0.0250554119909593,2.0,19.0,0.09,11.38993,13.76079,9.219856,1,2015-12
5892,433,222,Egypt,2016,1,20.0,0.0,17.0,2.89037175789616,0.0,0.0,0.0,94447072.0,-1.4380000000000002,393.44,1,0.0,1.0,-0.0504667965472395,2.0,20.0,0.09,11.40063,13.803339999999999,9.242236,1,2016-1
5893,434,222,Egypt,2016,2,29.0,0.0,1.0,0.693147180559945,0.0,0.0,0.0,94447072.0,-1.4380000000000002,393.44,0,0.0,1.0,-0.0368713555488635,2.0,21.0,0.09,11.40063,13.803339999999999,9.242236,1,2016-2
5894,435,222,Egypt,2016,3,18.0,0.0,17.0,2.89037175789616,0.0,0.0,0.0,94447072.0,-1.4380000000000002,393.44,0,0.0,1.0,0.125530446626458,2.0,22.0,0.09,11.40063,13.803339999999999,9.242236,1,2016-3
5895,436,222,Egypt,2016,4,59.0,0.0,7.0,2.07944154167984,0.0,0.0,0.0,94447072.0,-1.4380000000000002,393.44,0,0.0,1.0,-0.0481018813073346,2.0,23.0,0.09,11.40063,13.803339999999999,9.242236,1,2016-4
5896,437,222,Egypt,2016,5,21.0,0.0,93.0,4.54329478227,0.0,0.0,0.0,94447072.0,-1.4380000000000002,393.44,0,0.0,1.0,-0.0430388680044392,2.0,24.0,0.09,11.40063,13.803339999999999,9.242236,1,2016-5
5897,438,222,Egypt,2016,6,21.0,0.0,0.0,0.0,0.0,0.0,0.0,94447072.0,-1.4380000000000002,393.44,0,0.0,1.0,-0.043307630899181,2.0,25.0,0.09,11.40063,13.803339999999999,9.242236,1,2016-6
5898,439,222,Egypt,2016,7,19.0,1.0,3.0,1.38629436111989,0.0,0.0,0.0,94447072.0,-1.4380000000000002,393.44,1,0.0,1.0,-0.0421940451924757,2.0,26.0,0.09,11.40063,13.803339999999999,9.242236,1,2016-7
5899,440,222,Egypt,2016,8,9.0,0.0,47.0,3.8712010109078903,0.0,0.0,0.0,94447072.0,-1.4380000000000002,393.44,0,0.0,1.0,-0.0458821374645497,2.0,27.0,0.09,11.40063,13.803339999999999,9.242236,1,2016-8
5900,441,222,Egypt,2016,9,12.0,0.0,6.0,1.9459101490553101,0.0,0.0,0.0,94447072.0,-1.4380000000000002,393.44,0,0.0,1.0,0.583053786576319,2.0,28.0,0.09,11.40063,13.803339999999999,9.242236,1,2016-9
5901,442,222,Egypt,2016,10,17.0,0.0,141.0,4.95582705760126,0.0,0.0,0.0,94447072.0,-1.4380000000000002,393.44,0,0.0,1.0,0.843110042263629,2.0,29.0,0.09,11.40063,13.803339999999999,9.242236,1,2016-10
5902,443,222,Egypt,2016,11,31.0,0.0,16.0,2.83321334405622,0.0,0.0,0.0,94447072.0,-1.4380000000000002,393.44,0,0.0,1.0,1.04666405839263,2.0,30.0,0.09,11.40063,13.803339999999999,9.242236,1,2016-11
5903,444,222,Egypt,2016,12,13.0,0.0,19.0,2.99573227355399,0.0,0.0,0.0,94447072.0,-1.4380000000000002,393.44,0,0.0,1.0,1.30700850399663,2.0,31.0,0.09,11.40063,13.803339999999999,9.242236,1,2016-12
