d3mIndex,RegionName,ZoneName,WoredaName,dateTime,Malnutrition_total Cases
4785,Amhara,East Gojjam,Gozamin,2019-01-31,0
4786,Amhara,East Gojjam,Gozamin,2019-02-28,2
4787,Amhara,East Gojjam,Gozamin,2019-03-31,2
4788,Amhara,East Gojjam,Gozamin,2019-04-30,2
4789,Amhara,East Gojjam,Gozamin,2019-05-31,1
4790,Amhara,East Gojjam,Gozamin,2019-06-30,2
4815,Amhara,East Gojjam,Huletej Enese,2019-01-31,0
4816,Amhara,East Gojjam,Huletej Enese,2019-02-28,0
4817,Amhara,East Gojjam,Huletej Enese,2019-03-31,0
4818,Amhara,East Gojjam,Huletej Enese,2019-04-30,0
4819,Amhara,East Gojjam,Huletej Enese,2019-05-31,0
4820,Amhara,East Gojjam,Huletej Enese,2019-06-30,0
4845,Amhara,East Gojjam,Machakel,2019-01-31,2
4846,Amhara,East Gojjam,Machakel,2019-02-28,1
4847,Amhara,East Gojjam,Machakel,2019-03-31,0
4848,Amhara,East Gojjam,Machakel,2019-04-30,3
4849,Amhara,East Gojjam,Machakel,2019-05-31,4
4850,Amhara,East Gojjam,Machakel,2019-06-30,1
4875,Amhara,East Gojjam,Motta,2019-01-31,0
4876,Amhara,East Gojjam,Motta,2019-02-28,2
4877,Amhara,East Gojjam,Motta,2019-03-31,1
4878,Amhara,East Gojjam,Motta,2019-04-30,0
4879,Amhara,East Gojjam,Motta,2019-05-31,4
4880,Amhara,East Gojjam,Motta,2019-06-30,0
4905,Amhara,East Gojjam,Motta Hospital,2019-01-31,6
4906,Amhara,East Gojjam,Motta Hospital,2019-02-28,16
4907,Amhara,East Gojjam,Motta Hospital,2019-03-31,8
4908,Amhara,East Gojjam,Motta Hospital,2019-04-30,3
4909,Amhara,East Gojjam,Motta Hospital,2019-05-31,3
4910,Amhara,East Gojjam,Motta Hospital,2019-06-30,3
4924,Amhara,East Gojjam,Sedie,2019-01-31,1
4925,Amhara,East Gojjam,Sedie,2019-02-28,1
4926,Amhara,East Gojjam,Sedie,2019-03-31,5
4927,Amhara,East Gojjam,Sedie,2019-04-30,8
4928,Amhara,East Gojjam,Sedie,2019-05-31,1
4929,Amhara,East Gojjam,Sedie,2019-06-30,1
4954,Amhara,East Gojjam,Senan,2019-01-31,0
4955,Amhara,East Gojjam,Senan,2019-02-28,0
4956,Amhara,East Gojjam,Senan,2019-03-31,1
4957,Amhara,East Gojjam,Senan,2019-04-30,0
4958,Amhara,East Gojjam,Senan,2019-05-31,0
4959,Amhara,East Gojjam,Senan,2019-06-30,0
4984,Amhara,East Gojjam,Shebel Berenta,2019-01-31,2
4985,Amhara,East Gojjam,Shebel Berenta,2019-02-28,3
4986,Amhara,East Gojjam,Shebel Berenta,2019-03-31,5
4987,Amhara,East Gojjam,Shebel Berenta,2019-04-30,3
4988,Amhara,East Gojjam,Shebel Berenta,2019-05-31,3
4989,Amhara,East Gojjam,Shebel Berenta,2019-06-30,4
5014,Amhara,Gonder Town,Gonder Town,2019-01-31,32
5015,Amhara,Gonder Town,Gonder Town,2019-02-28,38
5016,Amhara,Gonder Town,Gonder Town,2019-03-31,36
5017,Amhara,Gonder Town,Gonder Town,2019-04-30,58
5018,Amhara,Gonder Town,Gonder Town,2019-05-31,25
5019,Amhara,Gonder Town,Gonder Town,2019-06-30,37
5044,Amhara,North Gondar,Adiarikay,2019-01-31,0
5045,Amhara,North Gondar,Adiarikay,2019-02-28,0
5046,Amhara,North Gondar,Adiarikay,2019-03-31,10
5047,Amhara,North Gondar,Adiarikay,2019-04-30,14
5048,Amhara,North Gondar,Adiarikay,2019-05-31,0
5049,Amhara,North Gondar,Adiarikay,2019-06-30,1
5093,Amhara,North Gondar,Beyeda,2019-01-31,9
5094,Amhara,North Gondar,Beyeda,2019-02-28,18
5095,Amhara,North Gondar,Beyeda,2019-03-31,18
5096,Amhara,North Gondar,Beyeda,2019-04-30,19
5097,Amhara,North Gondar,Beyeda,2019-05-31,13
5098,Amhara,North Gondar,Beyeda,2019-06-30,9
5142,Amhara,North Gondar,Dabat,2019-01-31,40
5143,Amhara,North Gondar,Dabat,2019-02-28,29
5144,Amhara,North Gondar,Dabat,2019-03-31,47
5145,Amhara,North Gondar,Dabat,2019-04-30,46
5146,Amhara,North Gondar,Dabat,2019-05-31,53
5147,Amhara,North Gondar,Dabat,2019-06-30,39
5172,Amhara,North Gondar,Debark Town,2019-01-31,2
5173,Amhara,North Gondar,Debark Town,2019-02-28,19
5174,Amhara,North Gondar,Debark Town,2019-03-31,8
5175,Amhara,North Gondar,Debark Town,2019-04-30,15
5176,Amhara,North Gondar,Debark Town,2019-05-31,9
5177,Amhara,North Gondar,Debark Town,2019-06-30,5
5202,Amhara,North Gondar,Debark Zuria,2019-01-31,20
5203,Amhara,North Gondar,Debark Zuria,2019-02-28,42
5204,Amhara,North Gondar,Debark Zuria,2019-03-31,47
5205,Amhara,North Gondar,Debark Zuria,2019-04-30,67
5206,Amhara,North Gondar,Debark Zuria,2019-05-31,54
5207,Amhara,North Gondar,Debark Zuria,2019-06-30,31
5301,Amhara,North Gondar,Jan Amora,2019-01-31,17
5302,Amhara,North Gondar,Jan Amora,2019-02-28,18
5303,Amhara,North Gondar,Jan Amora,2019-03-31,18
5304,Amhara,North Gondar,Jan Amora,2019-04-30,18
5305,Amhara,North Gondar,Jan Amora,2019-05-31,18
5306,Amhara,North Gondar,Jan Amora,2019-06-30,4
5485,Amhara,North Gondar,Tselemet,2019-01-31,11
5486,Amhara,North Gondar,Tselemet,2019-02-28,8
5487,Amhara,North Gondar,Tselemet,2019-03-31,16
5488,Amhara,North Gondar,Tselemet,2019-04-30,22
5489,Amhara,North Gondar,Tselemet,2019-05-31,13
5490,Amhara,North Gondar,Tselemet,2019-06-30,9
5553,Amhara,North Shewa,Angolelana Tera,2019-01-31,1
5554,Amhara,North Shewa,Angolelana Tera,2019-02-28,0
5555,Amhara,North Shewa,Angolelana Tera,2019-03-31,0
5556,Amhara,North Shewa,Angolelana Tera,2019-04-30,2
5557,Amhara,North Shewa,Angolelana Tera,2019-05-31,0
5558,Amhara,North Shewa,Angolelana Tera,2019-06-30,2
5583,Amhara,North Shewa,Ankober,2019-01-31,0
5584,Amhara,North Shewa,Ankober,2019-02-28,0
5585,Amhara,North Shewa,Ankober,2019-03-31,8
5586,Amhara,North Shewa,Ankober,2019-04-30,1
5587,Amhara,North Shewa,Ankober,2019-05-31,5
5588,Amhara,North Shewa,Ankober,2019-06-30,0
5613,Amhara,North Shewa,Antsokiya Gemza,2019-01-31,5
5614,Amhara,North Shewa,Antsokiya Gemza,2019-02-28,1
5615,Amhara,North Shewa,Antsokiya Gemza,2019-03-31,1
5616,Amhara,North Shewa,Antsokiya Gemza,2019-04-30,3
5617,Amhara,North Shewa,Antsokiya Gemza,2019-05-31,2
5618,Amhara,North Shewa,Antsokiya Gemza,2019-06-30,0
5643,Amhara,North Shewa,Asagert,2019-01-31,0
5644,Amhara,North Shewa,Asagert,2019-02-28,0
5645,Amhara,North Shewa,Asagert,2019-03-31,0
5646,Amhara,North Shewa,Asagert,2019-04-30,0
5647,Amhara,North Shewa,Asagert,2019-05-31,0
5648,Amhara,North Shewa,Asagert,2019-06-30,0
5673,Amhara,North Shewa,Ataye Hospital,2019-01-31,10
5674,Amhara,North Shewa,Ataye Hospital,2019-02-28,13
5675,Amhara,North Shewa,Ataye Hospital,2019-03-31,9
5676,Amhara,North Shewa,Ataye Hospital,2019-04-30,6
5677,Amhara,North Shewa,Ataye Hospital,2019-05-31,7
5678,Amhara,North Shewa,Ataye Hospital,2019-06-30,10
5703,Amhara,North Shewa,Basona Werana,2019-01-31,2
5704,Amhara,North Shewa,Basona Werana,2019-02-28,0
5705,Amhara,North Shewa,Basona Werana,2019-03-31,0
5706,Amhara,North Shewa,Basona Werana,2019-04-30,0
5707,Amhara,North Shewa,Basona Werana,2019-05-31,0
5708,Amhara,North Shewa,Basona Werana,2019-06-30,0
5733,Amhara,North Shewa,Berehet,2019-01-31,0
5734,Amhara,North Shewa,Berehet,2019-02-28,0
5735,Amhara,North Shewa,Berehet,2019-03-31,2
5736,Amhara,North Shewa,Berehet,2019-04-30,0
5737,Amhara,North Shewa,Berehet,2019-05-31,0
5738,Amhara,North Shewa,Berehet,2019-06-30,0
5763,Amhara,North Shewa,Debrebrehan Hospital,2019-01-31,25
5764,Amhara,North Shewa,Debrebrehan Hospital,2019-02-28,12
5765,Amhara,North Shewa,Debrebrehan Hospital,2019-03-31,18
5766,Amhara,North Shewa,Debrebrehan Hospital,2019-04-30,18
5767,Amhara,North Shewa,Debrebrehan Hospital,2019-05-31,15
5768,Amhara,North Shewa,Debrebrehan Hospital,2019-06-30,18
5793,Amhara,North Shewa,Debrebrehan Town,2019-01-31,2
5794,Amhara,North Shewa,Debrebrehan Town,2019-02-28,0
5795,Amhara,North Shewa,Debrebrehan Town,2019-03-31,3
5796,Amhara,North Shewa,Debrebrehan Town,2019-04-30,1
5797,Amhara,North Shewa,Debrebrehan Town,2019-05-31,2
5798,Amhara,North Shewa,Debrebrehan Town,2019-06-30,2
5823,Amhara,North Shewa,Enat Hospital,2019-01-31,7
5824,Amhara,North Shewa,Enat Hospital,2019-02-28,4
5825,Amhara,North Shewa,Enat Hospital,2019-03-31,6
5826,Amhara,North Shewa,Enat Hospital,2019-04-30,7
5827,Amhara,North Shewa,Enat Hospital,2019-05-31,2
5828,Amhara,North Shewa,Enat Hospital,2019-06-30,1
5853,Amhara,North Shewa,Ensaro,2019-01-31,0
5854,Amhara,North Shewa,Ensaro,2019-02-28,1
5855,Amhara,North Shewa,Ensaro,2019-03-31,0
5856,Amhara,North Shewa,Ensaro,2019-04-30,0
5857,Amhara,North Shewa,Ensaro,2019-05-31,2
5858,Amhara,North Shewa,Ensaro,2019-06-30,1
5883,Amhara,North Shewa,Gishe,2019-01-31,0
5884,Amhara,North Shewa,Gishe,2019-02-28,7
5885,Amhara,North Shewa,Gishe,2019-03-31,3
5886,Amhara,North Shewa,Gishe,2019-04-30,0
5887,Amhara,North Shewa,Gishe,2019-05-31,1
5888,Amhara,North Shewa,Gishe,2019-06-30,0
5913,Amhara,North Shewa,Hagere Mariam,2019-01-31,2
5914,Amhara,North Shewa,Hagere Mariam,2019-02-28,0
5915,Amhara,North Shewa,Hagere Mariam,2019-03-31,1
5916,Amhara,North Shewa,Hagere Mariam,2019-04-30,1
5917,Amhara,North Shewa,Hagere Mariam,2019-05-31,1
5918,Amhara,North Shewa,Hagere Mariam,2019-06-30,1
5943,Amhara,North Shewa,Kewet,2019-01-31,0
5944,Amhara,North Shewa,Kewet,2019-02-28,4
5945,Amhara,North Shewa,Kewet,2019-03-31,1
5946,Amhara,North Shewa,Kewet,2019-04-30,0
5947,Amhara,North Shewa,Kewet,2019-05-31,0
5948,Amhara,North Shewa,Kewet,2019-06-30,0
5973,Amhara,North Shewa,Mehal Meda Hospital,2019-01-31,8
5974,Amhara,North Shewa,Mehal Meda Hospital,2019-02-28,3
5975,Amhara,North Shewa,Mehal Meda Hospital,2019-03-31,5
5976,Amhara,North Shewa,Mehal Meda Hospital,2019-04-30,10
5977,Amhara,North Shewa,Mehal Meda Hospital,2019-05-31,10
5978,Amhara,North Shewa,Mehal Meda Hospital,2019-06-30,5
6003,Amhara,North Shewa,Menz Gera Meder,2019-01-31,1
6004,Amhara,North Shewa,Menz Gera Meder,2019-02-28,4
6005,Amhara,North Shewa,Menz Gera Meder,2019-03-31,2
6006,Amhara,North Shewa,Menz Gera Meder,2019-04-30,2
6007,Amhara,North Shewa,Menz Gera Meder,2019-05-31,4
6008,Amhara,North Shewa,Menz Gera Meder,2019-06-30,2
6033,Amhara,North Shewa,Menz Lalo Meder,2019-01-31,1
6034,Amhara,North Shewa,Menz Lalo Meder,2019-02-28,2
6035,Amhara,North Shewa,Menz Lalo Meder,2019-03-31,7
6036,Amhara,North Shewa,Menz Lalo Meder,2019-04-30,2
6037,Amhara,North Shewa,Menz Lalo Meder,2019-05-31,1
6038,Amhara,North Shewa,Menz Lalo Meder,2019-06-30,2
6063,Amhara,North Shewa,Menze Mama Mider,2019-01-31,2
6064,Amhara,North Shewa,Menze Mama Mider,2019-02-28,1
6065,Amhara,North Shewa,Menze Mama Mider,2019-03-31,0
6066,Amhara,North Shewa,Menze Mama Mider,2019-04-30,1
6067,Amhara,North Shewa,Menze Mama Mider,2019-05-31,0
6068,Amhara,North Shewa,Menze Mama Mider,2019-06-30,1
6093,Amhara,North Shewa,Merhabete,2019-01-31,7
6094,Amhara,North Shewa,Merhabete,2019-02-28,2
6095,Amhara,North Shewa,Merhabete,2019-03-31,0
6096,Amhara,North Shewa,Merhabete,2019-04-30,2
6097,Amhara,North Shewa,Merhabete,2019-05-31,0
6098,Amhara,North Shewa,Merhabete,2019-06-30,8
6123,Amhara,North Shewa,Mez Keya Geberal,2019-01-31,3
6124,Amhara,North Shewa,Mez Keya Geberal,2019-02-28,9
6125,Amhara,North Shewa,Mez Keya Geberal,2019-03-31,8
6126,Amhara,North Shewa,Mez Keya Geberal,2019-04-30,1
6127,Amhara,North Shewa,Mez Keya Geberal,2019-05-31,2
6128,Amhara,North Shewa,Mez Keya Geberal,2019-06-30,4
6153,Amhara,North Shewa,Mida Woromo,2019-01-31,31
6154,Amhara,North Shewa,Mida Woromo,2019-02-28,31
6155,Amhara,North Shewa,Mida Woromo,2019-03-31,13
6156,Amhara,North Shewa,Mida Woromo,2019-04-30,12
6157,Amhara,North Shewa,Mida Woromo,2019-05-31,16
6158,Amhara,North Shewa,Mida Woromo,2019-06-30,21
6183,Amhara,North Shewa,Minjar Shenkora,2019-01-31,0
6184,Amhara,North Shewa,Minjar Shenkora,2019-02-28,0
6185,Amhara,North Shewa,Minjar Shenkora,2019-03-31,1
6186,Amhara,North Shewa,Minjar Shenkora,2019-04-30,0
6187,Amhara,North Shewa,Minjar Shenkora,2019-05-31,5
6188,Amhara,North Shewa,Minjar Shenkora,2019-06-30,1
6213,Amhara,North Shewa,Mojana Wedera,2019-01-31,0
6214,Amhara,North Shewa,Mojana Wedera,2019-02-28,0
6215,Amhara,North Shewa,Mojana Wedera,2019-03-31,0
6216,Amhara,North Shewa,Mojana Wedera,2019-04-30,2
6217,Amhara,North Shewa,Mojana Wedera,2019-05-31,4
6218,Amhara,North Shewa,Mojana Wedera,2019-06-30,1
6243,Amhara,North Shewa,Moretna Juru,2019-01-31,0
6244,Amhara,North Shewa,Moretna Juru,2019-02-28,0
6245,Amhara,North Shewa,Moretna Juru,2019-03-31,2
6246,Amhara,North Shewa,Moretna Juru,2019-04-30,0
6247,Amhara,North Shewa,Moretna Juru,2019-05-31,0
6248,Amhara,North Shewa,Moretna Juru,2019-06-30,0
6273,Amhara,North Shewa,Saya Debirna Wayu,2019-01-31,5
6274,Amhara,North Shewa,Saya Debirna Wayu,2019-02-28,4
6275,Amhara,North Shewa,Saya Debirna Wayu,2019-03-31,2
6276,Amhara,North Shewa,Saya Debirna Wayu,2019-04-30,3
6277,Amhara,North Shewa,Saya Debirna Wayu,2019-05-31,5
6278,Amhara,North Shewa,Saya Debirna Wayu,2019-06-30,10
6303,Amhara,North Shewa,Shoarobit,2019-01-31,1
6304,Amhara,North Shewa,Shoarobit,2019-02-28,4
6305,Amhara,North Shewa,Shoarobit,2019-03-31,0
6306,Amhara,North Shewa,Shoarobit,2019-04-30,0
6307,Amhara,North Shewa,Shoarobit,2019-05-31,0
6308,Amhara,North Shewa,Shoarobit,2019-06-30,2
6333,Amhara,North Shewa,Tarma Ber,2019-01-31,1
6334,Amhara,North Shewa,Tarma Ber,2019-02-28,5
6335,Amhara,North Shewa,Tarma Ber,2019-03-31,4
6336,Amhara,North Shewa,Tarma Ber,2019-04-30,2
6337,Amhara,North Shewa,Tarma Ber,2019-05-31,3
6338,Amhara,North Shewa,Tarma Ber,2019-06-30,1
6363,Amhara,North Shewa,Yifratana Gidim,2019-01-31,3
6364,Amhara,North Shewa,Yifratana Gidim,2019-02-28,12
6365,Amhara,North Shewa,Yifratana Gidim,2019-03-31,9
6366,Amhara,North Shewa,Yifratana Gidim,2019-04-30,1
6367,Amhara,North Shewa,Yifratana Gidim,2019-05-31,4
6368,Amhara,North Shewa,Yifratana Gidim,2019-06-30,5
6382,Amhara,North Wollo,Angot,2019-01-31,3
6383,Amhara,North Wollo,Angot,2019-02-28,6
6384,Amhara,North Wollo,Angot,2019-03-31,9
6385,Amhara,North Wollo,Angot,2019-04-30,5
6386,Amhara,North Wollo,Angot,2019-05-31,9
6387,Amhara,North Wollo,Angot,2019-06-30,8
6412,Amhara,North Wollo,Bugna,2019-01-31,55
6413,Amhara,North Wollo,Bugna,2019-02-28,24
6414,Amhara,North Wollo,Bugna,2019-03-31,46
6415,Amhara,North Wollo,Bugna,2019-04-30,28
6416,Amhara,North Wollo,Bugna,2019-05-31,20
6417,Amhara,North Wollo,Bugna,2019-06-30,21
6442,Amhara,North Wollo,Dawunt,2019-01-31,20
6443,Amhara,North Wollo,Dawunt,2019-02-28,26
6444,Amhara,North Wollo,Dawunt,2019-03-31,15
6445,Amhara,North Wollo,Dawunt,2019-04-30,14
6446,Amhara,North Wollo,Dawunt,2019-05-31,18
6447,Amhara,North Wollo,Dawunt,2019-06-30,2
6472,Amhara,North Wollo,Delanta,2019-01-31,34
6473,Amhara,North Wollo,Delanta,2019-02-28,29
6474,Amhara,North Wollo,Delanta,2019-03-31,28
6475,Amhara,North Wollo,Delanta,2019-04-30,22
6476,Amhara,North Wollo,Delanta,2019-05-31,27
6477,Amhara,North Wollo,Delanta,2019-06-30,11
6491,Amhara,North Wollo,Gazo,2019-01-31,21
6492,Amhara,North Wollo,Gazo,2019-02-28,15
6493,Amhara,North Wollo,Gazo,2019-03-31,9
6494,Amhara,North Wollo,Gazo,2019-04-30,20
6495,Amhara,North Wollo,Gazo,2019-05-31,29
6496,Amhara,North Wollo,Gazo,2019-06-30,12
6521,Amhara,North Wollo,Gidan,2019-01-31,5
6522,Amhara,North Wollo,Gidan,2019-02-28,8
6523,Amhara,North Wollo,Gidan,2019-03-31,6
6524,Amhara,North Wollo,Gidan,2019-04-30,16
6525,Amhara,North Wollo,Gidan,2019-05-31,1
6526,Amhara,North Wollo,Gidan,2019-06-30,3
6551,Amhara,North Wollo,Guba Lafto,2019-01-31,14
6552,Amhara,North Wollo,Guba Lafto,2019-02-28,27
6553,Amhara,North Wollo,Guba Lafto,2019-03-31,34
6554,Amhara,North Wollo,Guba Lafto,2019-04-30,15
6555,Amhara,North Wollo,Guba Lafto,2019-05-31,29
6556,Amhara,North Wollo,Guba Lafto,2019-06-30,10
6581,Amhara,North Wollo,Habru,2019-01-31,4
6582,Amhara,North Wollo,Habru,2019-02-28,8
6583,Amhara,North Wollo,Habru,2019-03-31,5
6584,Amhara,North Wollo,Habru,2019-04-30,17
6585,Amhara,North Wollo,Habru,2019-05-31,5
6586,Amhara,North Wollo,Habru,2019-06-30,2
6611,Amhara,North Wollo,Kobo,2019-01-31,3
6612,Amhara,North Wollo,Kobo,2019-02-28,0
6613,Amhara,North Wollo,Kobo,2019-03-31,4
6614,Amhara,North Wollo,Kobo,2019-04-30,5
6615,Amhara,North Wollo,Kobo,2019-05-31,6
6616,Amhara,North Wollo,Kobo,2019-06-30,2
6641,Amhara,North Wollo,Lalibela,2019-01-31,9
6642,Amhara,North Wollo,Lalibela,2019-02-28,8
6643,Amhara,North Wollo,Lalibela,2019-03-31,9
6644,Amhara,North Wollo,Lalibela,2019-04-30,4
6645,Amhara,North Wollo,Lalibela,2019-05-31,10
6646,Amhara,North Wollo,Lalibela,2019-06-30,8
6671,Amhara,North Wollo,Lasta,2019-01-31,17
6672,Amhara,North Wollo,Lasta,2019-02-28,18
6673,Amhara,North Wollo,Lasta,2019-03-31,17
6674,Amhara,North Wollo,Lasta,2019-04-30,12
6675,Amhara,North Wollo,Lasta,2019-05-31,15
6676,Amhara,North Wollo,Lasta,2019-06-30,9
6701,Amhara,North Wollo,Meket,2019-01-31,39
6702,Amhara,North Wollo,Meket,2019-02-28,53
6703,Amhara,North Wollo,Meket,2019-03-31,75
6704,Amhara,North Wollo,Meket,2019-04-30,52
6705,Amhara,North Wollo,Meket,2019-05-31,45
6706,Amhara,North Wollo,Meket,2019-06-30,37
6731,Amhara,North Wollo,Raya Kobo,2019-01-31,15
6732,Amhara,North Wollo,Raya Kobo,2019-02-28,28
6733,Amhara,North Wollo,Raya Kobo,2019-03-31,15
6734,Amhara,North Wollo,Raya Kobo,2019-04-30,25
6735,Amhara,North Wollo,Raya Kobo,2019-05-31,34
6736,Amhara,North Wollo,Raya Kobo,2019-06-30,12
6761,Amhara,North Wollo,Wadla,2019-01-31,16
6762,Amhara,North Wollo,Wadla,2019-02-28,6
6763,Amhara,North Wollo,Wadla,2019-03-31,6
6764,Amhara,North Wollo,Wadla,2019-04-30,17
6765,Amhara,North Wollo,Wadla,2019-05-31,16
6766,Amhara,North Wollo,Wadla,2019-06-30,2
6791,Amhara,North Wollo,Woldia,2019-01-31,5
6792,Amhara,North Wollo,Woldia,2019-02-28,4
6793,Amhara,North Wollo,Woldia,2019-03-31,9
6794,Amhara,North Wollo,Woldia,2019-04-30,0
6795,Amhara,North Wollo,Woldia,2019-05-31,7
6796,Amhara,North Wollo,Woldia,2019-06-30,8
6821,Amhara,Oromiya,Artuma Fursi,2019-01-31,32
6822,Amhara,Oromiya,Artuma Fursi,2019-02-28,41
6823,Amhara,Oromiya,Artuma Fursi,2019-03-31,19
6824,Amhara,Oromiya,Artuma Fursi,2019-04-30,33
6825,Amhara,Oromiya,Artuma Fursi,2019-05-31,31
6826,Amhara,Oromiya,Artuma Fursi,2019-06-30,15
6851,Amhara,Oromiya,Bati Rural,2019-01-31,45
6852,Amhara,Oromiya,Bati Rural,2019-02-28,43
6853,Amhara,Oromiya,Bati Rural,2019-03-31,45
6854,Amhara,Oromiya,Bati Rural,2019-04-30,64
6855,Amhara,Oromiya,Bati Rural,2019-05-31,51
6856,Amhara,Oromiya,Bati Rural,2019-06-30,26
6881,Amhara,Oromiya,Bati Town,2019-01-31,3
6882,Amhara,Oromiya,Bati Town,2019-02-28,6
6883,Amhara,Oromiya,Bati Town,2019-03-31,6
6884,Amhara,Oromiya,Bati Town,2019-04-30,5
6885,Amhara,Oromiya,Bati Town,2019-05-31,5
6886,Amhara,Oromiya,Bati Town,2019-06-30,5
6911,Amhara,Oromiya,Dawa Chefa,2019-01-31,56
6912,Amhara,Oromiya,Dawa Chefa,2019-02-28,57
6913,Amhara,Oromiya,Dawa Chefa,2019-03-31,56
6914,Amhara,Oromiya,Dawa Chefa,2019-04-30,58
6915,Amhara,Oromiya,Dawa Chefa,2019-05-31,40
6916,Amhara,Oromiya,Dawa Chefa,2019-06-30,25
6941,Amhara,Oromiya,Dewe Harewa,2019-01-31,4
6942,Amhara,Oromiya,Dewe Harewa,2019-02-28,10
6943,Amhara,Oromiya,Dewe Harewa,2019-03-31,11
6944,Amhara,Oromiya,Dewe Harewa,2019-04-30,26
6945,Amhara,Oromiya,Dewe Harewa,2019-05-31,8
6946,Amhara,Oromiya,Dewe Harewa,2019-06-30,12
6971,Amhara,Oromiya,Jile Timuga,2019-01-31,24
6972,Amhara,Oromiya,Jile Timuga,2019-02-28,35
6973,Amhara,Oromiya,Jile Timuga,2019-03-31,25
6974,Amhara,Oromiya,Jile Timuga,2019-04-30,27
6975,Amhara,Oromiya,Jile Timuga,2019-05-31,41
6976,Amhara,Oromiya,Jile Timuga,2019-06-30,19
6992,Amhara,Oromiya,Kemise General Hospital,2019-01-31,0
6993,Amhara,Oromiya,Kemise General Hospital,2019-02-28,0
6994,Amhara,Oromiya,Kemise General Hospital,2019-03-31,4
6995,Amhara,Oromiya,Kemise General Hospital,2019-04-30,0
6996,Amhara,Oromiya,Kemise General Hospital,2019-05-31,0
6997,Amhara,Oromiya,Kemise General Hospital,2019-06-30,5
7022,Amhara,Oromiya,Kemise Town,2019-01-31,3
7023,Amhara,Oromiya,Kemise Town,2019-02-28,3
7024,Amhara,Oromiya,Kemise Town,2019-03-31,4
7025,Amhara,Oromiya,Kemise Town,2019-04-30,8
7026,Amhara,Oromiya,Kemise Town,2019-05-31,15
7027,Amhara,Oromiya,Kemise Town,2019-06-30,6
7052,Amhara,South Gonder,Andabet,2019-01-31,7
7053,Amhara,South Gonder,Andabet,2019-02-28,12
7054,Amhara,South Gonder,Andabet,2019-03-31,21
7055,Amhara,South Gonder,Andabet,2019-04-30,27
7056,Amhara,South Gonder,Andabet,2019-05-31,5
7057,Amhara,South Gonder,Andabet,2019-06-30,6
7082,Amhara,South Gonder,Debretabor,2019-01-31,0
7083,Amhara,South Gonder,Debretabor,2019-02-28,0
7084,Amhara,South Gonder,Debretabor,2019-03-31,0
7085,Amhara,South Gonder,Debretabor,2019-04-30,3
7086,Amhara,South Gonder,Debretabor,2019-05-31,2
7087,Amhara,South Gonder,Debretabor,2019-06-30,0
7112,Amhara,South Gonder,Debretabor Hospital,2019-01-31,23
7113,Amhara,South Gonder,Debretabor Hospital,2019-02-28,17
7114,Amhara,South Gonder,Debretabor Hospital,2019-03-31,23
7115,Amhara,South Gonder,Debretabor Hospital,2019-04-30,23
7116,Amhara,South Gonder,Debretabor Hospital,2019-05-31,20
7117,Amhara,South Gonder,Debretabor Hospital,2019-06-30,23
7142,Amhara,South Gonder,Dera,2019-01-31,10
7143,Amhara,South Gonder,Dera,2019-02-28,25
7144,Amhara,South Gonder,Dera,2019-03-31,23
7145,Amhara,South Gonder,Dera,2019-04-30,24
7146,Amhara,South Gonder,Dera,2019-05-31,16
7147,Amhara,South Gonder,Dera,2019-06-30,9
7172,Amhara,South Gonder,Ebinat,2019-01-31,21
7173,Amhara,South Gonder,Ebinat,2019-02-28,5
7174,Amhara,South Gonder,Ebinat,2019-03-31,97
7175,Amhara,South Gonder,Ebinat,2019-04-30,75
7176,Amhara,South Gonder,Ebinat,2019-05-31,26
7177,Amhara,South Gonder,Ebinat,2019-06-30,30
7202,Amhara,South Gonder,Estea,2019-01-31,4
7203,Amhara,South Gonder,Estea,2019-02-28,2
7204,Amhara,South Gonder,Estea,2019-03-31,7
7205,Amhara,South Gonder,Estea,2019-04-30,9
7206,Amhara,South Gonder,Estea,2019-05-31,0
7207,Amhara,South Gonder,Estea,2019-06-30,1
7232,Amhara,South Gonder,Farta,2019-01-31,19
7233,Amhara,South Gonder,Farta,2019-02-28,11
7234,Amhara,South Gonder,Farta,2019-03-31,24
7235,Amhara,South Gonder,Farta,2019-04-30,10
7236,Amhara,South Gonder,Farta,2019-05-31,15
7237,Amhara,South Gonder,Farta,2019-06-30,7
7262,Amhara,South Gonder,Fogera,2019-01-31,8
7263,Amhara,South Gonder,Fogera,2019-02-28,5
7264,Amhara,South Gonder,Fogera,2019-03-31,3
7265,Amhara,South Gonder,Fogera,2019-04-30,3
7266,Amhara,South Gonder,Fogera,2019-05-31,2
7267,Amhara,South Gonder,Fogera,2019-06-30,3
7281,Amhara,South Gonder,Guna Begemider,2019-01-31,7
7282,Amhara,South Gonder,Guna Begemider,2019-02-28,8
7283,Amhara,South Gonder,Guna Begemider,2019-03-31,14
7284,Amhara,South Gonder,Guna Begemider,2019-04-30,20
7285,Amhara,South Gonder,Guna Begemider,2019-05-31,22
7286,Amhara,South Gonder,Guna Begemider,2019-06-30,25
7311,Amhara,South Gonder,Lay Gayint,2019-01-31,14
7312,Amhara,South Gonder,Lay Gayint,2019-02-28,14
7313,Amhara,South Gonder,Lay Gayint,2019-03-31,28
7314,Amhara,South Gonder,Lay Gayint,2019-04-30,17
7315,Amhara,South Gonder,Lay Gayint,2019-05-31,13
7316,Amhara,South Gonder,Lay Gayint,2019-06-30,11
