d3mIndex,cultivar,sitename,day,canopy_height
4206,PI329326,MAC Field Scanner Season 4 Range 24 Column 14,16,12
4207,PI329326,MAC Field Scanner Season 4 Range 24 Column 14,17,13
4208,PI329326,MAC Field Scanner Season 4 Range 24 Column 14,18,15
4209,PI329326,MAC Field Scanner Season 4 Range 24 Column 14,19,16
4210,PI329326,MAC Field Scanner Season 4 Range 24 Column 14,24,17
4211,PI329326,MAC Field Scanner Season 4 Range 24 Column 14,27,21
4212,PI329326,MAC Field Scanner Season 4 Range 24 Column 14,29,24
4213,PI329326,MAC Field Scanner Season 4 Range 24 Column 14,30,25
4214,PI329326,MAC Field Scanner Season 4 Range 24 Column 14,31,27
4215,PI329326,MAC Field Scanner Season 4 Range 24 Column 14,77,254
4216,PI329326,MAC Field Scanner Season 4 Range 24 Column 14,78,259
4217,PI329326,MAC Field Scanner Season 4 Range 24 Column 14,80,257
4218,PI329326,MAC Field Scanner Season 4 Range 24 Column 14,83,264
4219,PI329326,MAC Field Scanner Season 4 Range 24 Column 14,84,259
4220,PI329326,MAC Field Scanner Season 4 Range 24 Column 14,85,270
4221,PI329326,MAC Field Scanner Season 4 Range 24 Column 14,122,311
4222,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,12,9
4223,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,13,9
4224,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,14,9
4225,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,15,9
4226,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,16,9
4227,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,17,9
4228,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,18,11
4229,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,19,12
4230,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,22,14
4231,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,24,13
4232,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,26,16
4233,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,27,18
4234,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,30,22
4235,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,31,23
4236,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,36,41
4237,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,44,77
4238,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,45,83
4239,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,46,92
4240,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,47,100
4241,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,48,108
4242,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,50,122
4243,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,51,130
4244,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,52,140
4245,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,57,172
4246,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,73,258
4247,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,74,262
4248,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,75,269
4249,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,76,276
4250,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,77,279
4251,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,78,283
4252,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,80,291
4253,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,83,300
4254,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,84,303
4255,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,85,303
4256,PI329326,MAC Field Scanner Season 4 Range 38 Column 10,132,318
4257,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,12,11
4258,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,13,11
4259,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,14,11
4260,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,15,11
4261,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,16,11
4262,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,17,12
4263,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,18,14
4264,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,19,15
4265,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,22,19
4266,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,24,19
4267,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,26,21
4268,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,27,23
4269,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,30,27
4270,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,31,29
4271,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,36,53
4272,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,44,100
4273,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,45,104
4274,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,46,113
4275,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,47,122
4276,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,48,124
4277,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,50,140
4278,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,51,149
4279,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,52,151
4280,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,57,175
4281,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,73,234
4282,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,74,238
4283,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,75,239
4284,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,76,238
4285,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,77,246
4286,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,78,245
4287,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,80,257
4288,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,83,267
4289,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,84,268
4290,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,85,264
4291,PI329326,MAC Field Scanner Season 4 Range 38 Column 9,132,331
4292,PI329333,MAC Field Scanner Season 4 Range 36 Column 5,12,8
4293,PI329333,MAC Field Scanner Season 4 Range 36 Column 5,13,8
4294,PI329333,MAC Field Scanner Season 4 Range 36 Column 5,14,8
4295,PI329333,MAC Field Scanner Season 4 Range 36 Column 5,15,8
4296,PI329333,MAC Field Scanner Season 4 Range 36 Column 5,16,8
4297,PI329333,MAC Field Scanner Season 4 Range 36 Column 5,17,8
4298,PI329333,MAC Field Scanner Season 4 Range 36 Column 5,18,10
4299,PI329333,MAC Field Scanner Season 4 Range 36 Column 5,19,11
4300,PI329333,MAC Field Scanner Season 4 Range 36 Column 5,22,13
4301,PI329333,MAC Field Scanner Season 4 Range 36 Column 5,24,13
4302,PI329333,MAC Field Scanner Season 4 Range 36 Column 5,26,16
4303,PI329333,MAC Field Scanner Season 4 Range 36 Column 5,27,17
4304,PI329333,MAC Field Scanner Season 4 Range 36 Column 5,30,22
4305,PI329333,MAC Field Scanner Season 4 Range 36 Column 5,31,23
4306,PI329333,MAC Field Scanner Season 4 Range 36 Column 5,77,313
4307,PI329333,MAC Field Scanner Season 4 Range 36 Column 5,78,310
4308,PI329333,MAC Field Scanner Season 4 Range 36 Column 5,80,318
4309,PI329333,MAC Field Scanner Season 4 Range 36 Column 5,83,314
4310,PI329333,MAC Field Scanner Season 4 Range 36 Column 5,84,320
4311,PI329333,MAC Field Scanner Season 4 Range 36 Column 5,85,321
4312,PI329333,MAC Field Scanner Season 4 Range 36 Column 5,122,355
4313,PI329333,MAC Field Scanner Season 4 Range 36 Column 6,12,9
4314,PI329333,MAC Field Scanner Season 4 Range 36 Column 6,13,9
4315,PI329333,MAC Field Scanner Season 4 Range 36 Column 6,14,9
4316,PI329333,MAC Field Scanner Season 4 Range 36 Column 6,15,9
4317,PI329333,MAC Field Scanner Season 4 Range 36 Column 6,16,9
4318,PI329333,MAC Field Scanner Season 4 Range 36 Column 6,17,9
4319,PI329333,MAC Field Scanner Season 4 Range 36 Column 6,18,11
4320,PI329333,MAC Field Scanner Season 4 Range 36 Column 6,19,11
4321,PI329333,MAC Field Scanner Season 4 Range 36 Column 6,22,13
4322,PI329333,MAC Field Scanner Season 4 Range 36 Column 6,24,13
4323,PI329333,MAC Field Scanner Season 4 Range 36 Column 6,26,15
4324,PI329333,MAC Field Scanner Season 4 Range 36 Column 6,27,17
4325,PI329333,MAC Field Scanner Season 4 Range 36 Column 6,30,21
4326,PI329333,MAC Field Scanner Season 4 Range 36 Column 6,31,21
4327,PI329333,MAC Field Scanner Season 4 Range 36 Column 6,77,283
4328,PI329333,MAC Field Scanner Season 4 Range 36 Column 6,78,307
4329,PI329333,MAC Field Scanner Season 4 Range 36 Column 6,80,281
4330,PI329333,MAC Field Scanner Season 4 Range 36 Column 6,83,288
4331,PI329333,MAC Field Scanner Season 4 Range 36 Column 6,84,291
4332,PI329333,MAC Field Scanner Season 4 Range 36 Column 6,85,292
4333,PI329333,MAC Field Scanner Season 4 Range 36 Column 6,122,355
4334,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,12,12
4335,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,14,11
4336,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,15,11
4337,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,16,12
4338,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,17,12
4339,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,18,13
4340,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,19,13
4341,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,24,14
4342,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,27,17
4343,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,29,20
4344,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,30,22
4345,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,31,22
4346,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,36,41
4347,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,45,90
4348,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,46,111
4349,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,47,112
4350,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,48,129
4351,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,50,145
4352,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,51,150
4353,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,52,162
4354,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,57,192
4355,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,73,247
4356,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,75,258
4357,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,77,264
4358,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,78,270
4359,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,80,284
4360,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,83,288
4361,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,84,297
4362,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,85,296
4363,PI329338,MAC Field Scanner Season 4 Range 25 Column 15,133,379
4364,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,12,10
4365,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,13,11
4366,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,14,11
4367,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,15,10
4368,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,16,11
4369,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,17,10
4370,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,18,12
4371,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,19,12
4372,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,22,13
4373,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,24,13
4374,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,26,15
4375,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,27,16
4376,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,30,20
4377,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,31,21
4378,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,35,34
4379,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,36,39
4380,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,44,69
4381,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,45,74
4382,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,46,80
4383,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,47,83
4384,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,48,85
4385,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,50,96
4386,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,51,104
4387,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,52,111
4388,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,53,114
4389,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,56,130
4390,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,57,137
4391,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,73,210
4392,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,74,212
4393,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,75,217
4394,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,76,219
4395,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,77,221
4396,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,78,226
4397,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,80,229
4398,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,83,232
4399,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,84,231
4400,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,85,235
4401,PI329338,MAC Field Scanner Season 4 Range 44 Column 13,132,318
4402,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,12,12
4403,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,13,12
4404,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,14,12
4405,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,15,11
4406,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,16,12
4407,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,17,12
4408,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,18,13
4409,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,19,13
4410,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,22,14
4411,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,24,14
4412,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,26,17
4413,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,27,18
4414,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,30,21
4415,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,31,23
4416,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,35,35
4417,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,36,42
4418,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,44,74
4419,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,45,80
4420,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,46,87
4421,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,47,94
4422,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,48,96
4423,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,50,111
4424,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,51,116
4425,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,52,121
4426,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,53,126
4427,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,56,146
4428,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,57,154
4429,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,73,226
4430,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,74,223
4431,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,75,228
4432,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,76,230
4433,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,77,232
4434,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,78,235
4435,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,80,242
4436,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,83,254
4437,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,84,254
4438,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,85,253
4439,PI329338,MAC Field Scanner Season 4 Range 44 Column 14,132,322
4440,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,12,10
4441,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,13,10
4442,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,14,10
4443,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,15,10
4444,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,16,10
4445,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,17,10
4446,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,18,11
4447,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,19,11
4448,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,22,11
4449,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,24,12
4450,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,26,13
4451,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,27,15
4452,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,30,19
4453,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,31,19
4454,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,36,35
4455,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,44,71
4456,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,45,76
4457,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,46,81
4458,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,47,90
4459,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,48,92
4460,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,50,104
4461,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,51,110
4462,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,52,116
4463,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,57,146
4464,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,73,226
4465,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,74,231
4466,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,75,235
4467,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,76,235
4468,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,77,247
4469,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,78,241
4470,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,80,254
4471,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,83,266
4472,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,84,274
4473,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,85,274
4474,PI329351,MAC Field Scanner Season 4 Range 35 Column 13,132,357
4475,PI329351,MAC Field Scanner Season 4 Range 35 Column 14,12,12
4476,PI329351,MAC Field Scanner Season 4 Range 35 Column 14,13,12
4477,PI329351,MAC Field Scanner Season 4 Range 35 Column 14,14,11
4478,PI329351,MAC Field Scanner Season 4 Range 35 Column 14,15,11
4479,PI329351,MAC Field Scanner Season 4 Range 35 Column 14,16,12
4480,PI329351,MAC Field Scanner Season 4 Range 35 Column 14,17,12
4481,PI329351,MAC Field Scanner Season 4 Range 35 Column 14,18,14
4482,PI329351,MAC Field Scanner Season 4 Range 35 Column 14,19,15
4483,PI329351,MAC Field Scanner Season 4 Range 35 Column 14,22,16
4484,PI329351,MAC Field Scanner Season 4 Range 35 Column 14,24,15
4485,PI329351,MAC Field Scanner Season 4 Range 35 Column 14,26,17
4486,PI329351,MAC Field Scanner Season 4 Range 35 Column 14,27,18
4487,PI329351,MAC Field Scanner Season 4 Range 35 Column 14,30,21
4488,PI329351,MAC Field Scanner Season 4 Range 35 Column 14,31,22
4489,PI329351,MAC Field Scanner Season 4 Range 35 Column 14,77,265
4490,PI329351,MAC Field Scanner Season 4 Range 35 Column 14,78,261
4491,PI329351,MAC Field Scanner Season 4 Range 35 Column 14,80,276
4492,PI329351,MAC Field Scanner Season 4 Range 35 Column 14,83,290
4493,PI329351,MAC Field Scanner Season 4 Range 35 Column 14,84,295
4494,PI329351,MAC Field Scanner Season 4 Range 35 Column 14,85,297
4495,PI329351,MAC Field Scanner Season 4 Range 35 Column 14,122,329
4496,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,12,12
4497,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,14,12
4498,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,15,12
4499,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,16,12
4500,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,17,12
4501,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,19,14
4502,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,27,20
4503,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,29,23
4504,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,30,25
4505,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,31,28
4506,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,36,43
4507,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,46,93
4508,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,47,103
4509,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,48,112
4510,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,51,129
4511,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,52,139
4512,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,57,170
4513,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,58,179
4514,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,73,263
4515,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,75,270
4516,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,77,283
4517,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,78,284
4518,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,80,294
4519,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,83,304
4520,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,84,307
4521,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,85,311
4522,PI329351,MAC Field Scanner Season 4 Range 9 Column 11,132,403
4523,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,12,12
4524,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,14,12
4525,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,15,11
4526,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,16,12
4527,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,17,12
4528,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,19,14
4529,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,27,21
4530,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,29,24
4531,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,30,26
4532,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,31,28
4533,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,36,50
4534,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,46,112
4535,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,47,118
4536,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,48,127
4537,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,51,146
4538,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,52,153
4539,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,57,184
4540,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,58,191
4541,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,73,273
4542,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,75,279
4543,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,77,288
4544,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,78,287
4545,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,80,299
4546,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,83,303
4547,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,84,308
4548,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,85,310
4549,PI329351,MAC Field Scanner Season 4 Range 9 Column 12,132,404
4550,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,12,11
4551,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,14,11
4552,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,15,11
4553,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,16,11
4554,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,17,11
4555,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,18,12
4556,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,19,12
4557,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,27,14
4558,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,29,14
4559,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,30,15
4560,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,31,15
4561,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,36,24
4562,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,46,76
4563,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,47,87
4564,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,48,97
4565,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,50,122
4566,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,51,123
4567,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,52,146
4568,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,57,180
4569,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,58,192
4570,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,73,260
4571,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,75,269
4572,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,77,277
4573,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,78,280
4574,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,80,289
4575,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,83,279
4576,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,84,305
4577,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,85,305
4578,PI329394,MAC Field Scanner Season 4 Range 17 Column 10,133,354
4579,PI329394,MAC Field Scanner Season 4 Range 17 Column 9,12,12
4580,PI329394,MAC Field Scanner Season 4 Range 17 Column 9,14,12
4581,PI329394,MAC Field Scanner Season 4 Range 17 Column 9,15,12
4582,PI329394,MAC Field Scanner Season 4 Range 17 Column 9,16,12
4583,PI329394,MAC Field Scanner Season 4 Range 17 Column 9,17,12
4584,PI329394,MAC Field Scanner Season 4 Range 17 Column 9,18,13
4585,PI329394,MAC Field Scanner Season 4 Range 17 Column 9,19,13
4586,PI329394,MAC Field Scanner Season 4 Range 17 Column 9,27,19
4587,PI329394,MAC Field Scanner Season 4 Range 17 Column 9,29,21
4588,PI329394,MAC Field Scanner Season 4 Range 17 Column 9,30,24
4589,PI329394,MAC Field Scanner Season 4 Range 17 Column 9,31,25
4590,PI329394,MAC Field Scanner Season 4 Range 17 Column 9,77,275
4591,PI329394,MAC Field Scanner Season 4 Range 17 Column 9,78,275
4592,PI329394,MAC Field Scanner Season 4 Range 17 Column 9,80,289
4593,PI329394,MAC Field Scanner Season 4 Range 17 Column 9,83,293
