"d3mIndex","Region","Zone","Year","Date","precipitation","TOTAL_A_KM","WATER_A_KM","LAND_A_KM","ISOALPHA","COUNTRYNM","population","population_density","MaizeRetailPrice_li","WheatRetailPrice_li","MaizeProductionQuintal","WheatProductionQuintal","MaizeYieldQtHa","WheatYieldQtHa","Month"
864,"Amhara","North Gondar",2008,"2008-07",302.023651675,44724.41,1549.612,43174.8,"ETH","Ethiopia",3313731,76.7515,NA,702.4074,1118566.12,484038.49,22.24,15.53,7
865,"Amhara","North Gondar",2008,"2008-12",7.76349301495,44724.41,1549.612,43174.8,"ETH","Ethiopia",3341398,77.39232,NA,500,1118566.12,484038.49,22.24,15.53,12
866,"Amhara","North Gondar",2008,"2008-06",239.612504335,44724.41,1549.612,43174.8,"ETH","Ethiopia",3308197,76.62334,NA,678.209866666667,1118566.12,484038.49,22.24,15.53,6
867,"Amhara","North Gondar",2008,"2008-01",10.36628853575,44724.41,1549.612,43174.8,"ETH","Ethiopia",3280530,75.98252,NA,557.2222,1118566.12,484038.49,22.24,15.53,1
868,"Amhara","North Gondar",2008,"2008-08",274.462022385,44724.41,1549.612,43174.8,"ETH","Ethiopia",3319264,76.87967,NA,726.604933333333,1118566.12,484038.49,22.24,15.53,8
869,"Amhara","North Gondar",2008,"2008-02",1.2682025764,44724.41,1549.612,43174.8,"ETH","Ethiopia",3286063,76.11068,NA,581.419733333333,1118566.12,484038.49,22.24,15.53,2
870,"Amhara","North Gondar",2009,"2009-05",25.3773332805,44724.41,1549.612,43174.8,"ETH","Ethiopia",3369065,78.03315,NA,486.876555555556,927079.58,488914.99,17.78,13.05,5
871,"Amhara","North Gondar",2009,"2009-09",100.5653346815,44724.41,1549.612,43174.8,"ETH","Ethiopia",3391199,78.5458,NA,426.975311111111,927079.58,488914.99,17.78,13.05,9
872,"Amhara","North Gondar",2009,"2009-02",8.43281316845,44724.41,1549.612,43174.8,"ETH","Ethiopia",3352465,77.64865,NA,531.802488888889,927079.58,488914.99,17.78,13.05,2
873,"Amhara","North Gondar",2009,"2009-08",288.861856215,44724.41,1549.612,43174.8,"ETH","Ethiopia",3385666,78.41764,NA,441.950622222222,927079.58,488914.99,17.78,13.05,8
874,"Amhara","North Gondar",2009,"2009-11",5.77695483545,44724.41,1549.612,43174.8,"ETH","Ethiopia",3402266,78.80213,NA,478,927079.58,488914.99,17.78,13.05,11
875,"Amhara","North Gondar",2009,"2009-12",11.27697084605,44724.41,1549.612,43174.8,"ETH","Ethiopia",3407800,78.9303,NA,544,927079.58,488914.99,17.78,13.05,12
876,"Amhara","North Gondar",2009,"2009-01",1.1065780094,44724.41,1549.612,43174.8,"ETH","Ethiopia",3346931,77.52049,NA,546.7778,927079.58,488914.99,17.78,13.05,1
877,"Amhara","North Gondar",2009,"2009-07",299.487837525,44724.41,1549.612,43174.8,"ETH","Ethiopia",3380132,78.28947,NA,456.925933333333,927079.58,488914.99,17.78,13.05,7
878,"Amhara","North Gondar",2009,"2009-04",23.6657520148,44724.41,1549.612,43174.8,"ETH","Ethiopia",3363532,77.90498,NA,501.851866666667,927079.58,488914.99,17.78,13.05,4
879,"Amhara","North Gondar",2009,"2009-10",47.3942620455,44724.41,1549.612,43174.8,"ETH","Ethiopia",3396733,78.67397,NA,412,927079.58,488914.99,17.78,13.05,10
880,"Amhara","North Gondar",2009,"2009-06",137.9588728135,44724.41,1549.612,43174.8,"ETH","Ethiopia",3374599,78.16131,NA,471.901244444444,927079.58,488914.99,17.78,13.05,6
881,"Amhara","North Gondar",2009,"2009-03",16.85644908075,44724.41,1549.612,43174.8,"ETH","Ethiopia",3357998,77.77682,NA,516.827177777778,927079.58,488914.99,17.78,13.05,3
882,"Amhara","North Gondar",2010,"2010-08",304.080870895,44724.41,1549.612,43174.8,"ETH","Ethiopia",3452995,79.9771,NA,479.074066666667,991351.47,499335.47,22.55,14.9,8
883,"Amhara","North Gondar",2010,"2010-12",2.7781694047,44724.41,1549.612,43174.8,"ETH","Ethiopia",3475659,80.50203,NA,467.5,991351.47,499335.47,22.55,14.9,12
884,"Amhara","North Gondar",2010,"2010-10",51.110574368,44724.41,1549.612,43174.8,"ETH","Ethiopia",3464327,80.23957,NA,469,991351.47,499335.47,22.55,14.9,10
885,"Amhara","North Gondar",2010,"2010-07",273.41686603,44724.41,1549.612,43174.8,"ETH","Ethiopia",3447329,79.84586,NA,484.1111,991351.47,499335.47,22.55,14.9,7
886,"Amhara","North Gondar",2010,"2010-11",8.2295200647,44724.41,1549.612,43174.8,"ETH","Ethiopia",3469993,80.3708,NA,481,991351.47,499335.47,22.55,14.9,11
887,"Amhara","North Gondar",2010,"2010-09",133.325096343,44724.41,1549.612,43174.8,"ETH","Ethiopia",3458661,80.10833,NA,474.037033333333,991351.47,499335.47,22.55,14.9,9
888,"Amhara","North Gondar",2010,"2010-06",138.0241460685,44724.41,1549.612,43174.8,"ETH","Ethiopia",3441663,79.71463,NA,489.148133333333,991351.47,499335.47,22.55,14.9,6
889,"Amhara","North Gondar",2010,"2010-04",56.306635663,44724.41,1549.612,43174.8,"ETH","Ethiopia",3430331,79.45216,NA,499.2222,991351.47,499335.47,22.55,14.9,4
890,"Amhara","North Gondar",2010,"2010-03",21.20872215165,44724.41,1549.612,43174.8,"ETH","Ethiopia",3424665,79.32093,NA,504.259233333333,991351.47,499335.47,22.55,14.9,3
891,"Amhara","North Gondar",2010,"2010-05",87.6126788035,44724.41,1549.612,43174.8,"ETH","Ethiopia",3435997,79.5834,NA,494.185166666667,991351.47,499335.47,22.55,14.9,5
892,"Amhara","North Gondar",2010,"2010-02",2.5771553527,44724.41,1549.612,43174.8,"ETH","Ethiopia",3418999,79.18969,NA,509.296266666667,991351.47,499335.47,22.55,14.9,2
893,"Amhara","North Gondar",2010,"2010-01",15.9989392183,44724.41,1549.612,43174.8,"ETH","Ethiopia",3413333,79.05846,NA,514.3333,991351.47,499335.47,22.55,14.9,1
894,"Amhara","North Gondar",2011,"2011-01",5.86810183225,44724.41,1549.612,43174.8,"ETH","Ethiopia",3481325,80.63327,NA,569.4286,NA,NA,NA,NA,1
895,"Amhara","North Gondar",2011,"2011-02",1.0032841512,44724.41,1549.612,43174.8,"ETH","Ethiopia",3486991,80.7645,NA,589.851216666667,NA,NA,NA,NA,2
896,"Amhara","North Gondar",2011,"2011-03",28.9026258715,44724.41,1549.612,43174.8,"ETH","Ethiopia",3492657,80.89574,NA,610.273833333333,NA,NA,NA,NA,3
897,"Amhara","North Gondar",2011,"2011-04",25.044655646,44724.41,1549.612,43174.8,"ETH","Ethiopia",3498323,81.02697,NA,630.69645,NA,NA,NA,NA,4
898,"Amhara","North Gondar",2011,"2011-05",97.814413399,44724.41,1549.612,43174.8,"ETH","Ethiopia",3503989,81.1582,NA,651.119066666667,NA,NA,NA,NA,5
899,"Amhara","North Gondar",2011,"2011-06",132.517575786,44724.41,1549.612,43174.8,"ETH","Ethiopia",3509655,81.28944,NA,671.541683333333,NA,NA,NA,NA,6
900,"Amhara","North Gondar",2011,"2011-07",326.2188041,44724.41,1549.612,43174.8,"ETH","Ethiopia",3515321,81.42067,NA,691.9643,NA,NA,NA,NA,7
901,"Amhara","North Gondar",2011,"2011-08",284.582020445,44724.41,1549.612,43174.8,"ETH","Ethiopia",3520987,81.55191,NA,712.386916666667,NA,NA,NA,NA,8
902,"Amhara","North Gondar",2011,"2011-09",138.9617159975,44724.41,1549.612,43174.8,"ETH","Ethiopia",3526653,81.68314,NA,732.809533333333,NA,NA,NA,NA,9
903,"Amhara","North Gondar",2011,"2011-10",36.52812210295,44724.41,1549.612,43174.8,"ETH","Ethiopia",3532319,81.81437,NA,753.23215,NA,NA,NA,NA,10
904,"Amhara","North Gondar",2011,"2011-11",39.84170030555,44724.41,1549.612,43174.8,"ETH","Ethiopia",3537985,81.94561,NA,773.654766666667,NA,NA,NA,NA,11
905,"Amhara","North Gondar",2011,"2011-12",2.40995971965,44724.41,1549.612,43174.8,"ETH","Ethiopia",3543651,82.07684,NA,794.077383333333,NA,NA,NA,NA,12
906,"Amhara","North Gondar",2012,"2012-11",48.833212262,44724.41,1549.612,43174.8,"ETH","Ethiopia",3605977,83.52042,NA,750,1414085.08,1130252.68,23.66,19.49,11
907,"Amhara","North Gondar",2012,"2012-03",8.94412140995,44724.41,1549.612,43174.8,"ETH","Ethiopia",3560649,82.47054,NA,822.388888888889,1414085.08,1130252.68,23.66,19.49,3
908,"Amhara","North Gondar",2012,"2012-06",144.882296145,44724.41,1549.612,43174.8,"ETH","Ethiopia",3577647,82.86425,NA,834.222222222222,1414085.08,1130252.68,23.66,19.49,6
909,"Amhara","North Gondar",2012,"2012-10",47.975772136,44724.41,1549.612,43174.8,"ETH","Ethiopia",3600311,83.38918,NA,850,1414085.08,1130252.68,23.66,19.49,10
910,"Amhara","North Gondar",2012,"2012-04",92.3808310045,44724.41,1549.612,43174.8,"ETH","Ethiopia",3566315,82.60178,NA,826.333333333333,1414085.08,1130252.68,23.66,19.49,4
911,"Amhara","North Gondar",2012,"2012-07",370.993255555,44724.41,1549.612,43174.8,"ETH","Ethiopia",3583313,82.99548,NA,838.166666666667,1414085.08,1130252.68,23.66,19.49,7
912,"Amhara","North Gondar",2012,"2012-09",141.3154217855,44724.41,1549.612,43174.8,"ETH","Ethiopia",3594645,83.25795,NA,846.055555555556,1414085.08,1130252.68,23.66,19.49,9
913,"Amhara","North Gondar",2012,"2012-02",4.83148724995,44724.41,1549.612,43174.8,"ETH","Ethiopia",3554983,82.33931,NA,818.444444444444,1414085.08,1130252.68,23.66,19.49,2
914,"Amhara","North Gondar",2012,"2012-12",12.142796121,44724.41,1549.612,43174.8,"ETH","Ethiopia",3611643,83.65165,NA,800,1414085.08,1130252.68,23.66,19.49,12
915,"Amhara","North Gondar",2012,"2012-08",349.214493915,44724.41,1549.612,43174.8,"ETH","Ethiopia",3588979,83.12671,NA,842.111111111111,1414085.08,1130252.68,23.66,19.49,8
916,"Amhara","North Gondar",2012,"2012-01",6.9259933529,44724.41,1549.612,43174.8,"ETH","Ethiopia",3549317,82.20808,NA,814.5,1414085.08,1130252.68,23.66,19.49,1
917,"Amhara","North Gondar",2012,"2012-05",119.365943557,44724.41,1549.612,43174.8,"ETH","Ethiopia",3571981,82.73301,NA,830.277777777778,1414085.08,1130252.68,23.66,19.49,5
918,"Amhara","North Gondar",2013,"2013-05",81.354501181,44724.41,1549.612,43174.8,"ETH","Ethiopia",3639973,84.30782,NA,788.846153846154,1738975.49,1407545.68,27.2,19.27,5
919,"Amhara","North Gondar",2013,"2013-07",295.05576076,44724.41,1549.612,43174.8,"ETH","Ethiopia",3651305,84.57029,NA,784.384615384615,1738975.49,1407545.68,27.2,19.27,7
920,"Amhara","North Gondar",2013,"2013-08",308.62963449,44724.41,1549.612,43174.8,"ETH","Ethiopia",3656971,84.70152,NA,782.153846153846,1738975.49,1407545.68,27.2,19.27,8
921,"Amhara","North Gondar",2013,"2013-06",139.828203988,44724.41,1549.612,43174.8,"ETH","Ethiopia",3645639,84.43905,NA,786.615384615385,1738975.49,1407545.68,27.2,19.27,6
922,"Amhara","North Gondar",2013,"2013-04",43.579405129,44724.41,1549.612,43174.8,"ETH","Ethiopia",3634307,84.17659,NA,791.076923076923,1738975.49,1407545.68,27.2,19.27,4
923,"Amhara","North Gondar",2013,"2013-12",1.651193553,44724.41,1549.612,43174.8,"ETH","Ethiopia",3679635,85.22646,NA,773.230769230769,1738975.49,1407545.68,27.2,19.27,12
924,"Amhara","North Gondar",2013,"2013-11",25.7540911041,44724.41,1549.612,43174.8,"ETH","Ethiopia",3673969,85.09522,NA,775.461538461538,1738975.49,1407545.68,27.2,19.27,11
925,"Amhara","North Gondar",2013,"2013-10",93.012699915,44724.41,1549.612,43174.8,"ETH","Ethiopia",3668303,84.96399,NA,777.692307692308,1738975.49,1407545.68,27.2,19.27,10
926,"Amhara","North Gondar",2013,"2013-01",3.09291485055,44724.41,1549.612,43174.8,"ETH","Ethiopia",3617309,83.78288,NA,797.769230769231,1738975.49,1407545.68,27.2,19.27,1
927,"Amhara","North Gondar",2013,"2013-09",111.6353316665,44724.41,1549.612,43174.8,"ETH","Ethiopia",3662637,84.83276,NA,779.923076923077,1738975.49,1407545.68,27.2,19.27,9
928,"Amhara","North Gondar",2013,"2013-03",7.8669910062,44724.41,1549.612,43174.8,"ETH","Ethiopia",3628641,84.04535,NA,793.307692307692,1738975.49,1407545.68,27.2,19.27,3
929,"Amhara","North Gondar",2013,"2013-02",1.1896874121,44724.41,1549.612,43174.8,"ETH","Ethiopia",3622975,83.91412,NA,795.538461538462,1738975.49,1407545.68,27.2,19.27,2
930,"Amhara","North Gondar",2014,"2014-03",57.241242765,44724.41,1549.612,43174.8,"ETH","Ethiopia",3696633,85.62016,NA,NA,2060729.49,1477420.87,27.49,19.59,3
931,"Amhara","North Gondar",2014,"2014-07",278.35084167,44724.41,1549.612,43174.8,"ETH","Ethiopia",3719297,86.1451,NA,NA,2060729.49,1477420.87,27.49,19.59,7
932,"Amhara","North Gondar",2014,"2014-09",201.116000385,44724.41,1549.612,43174.8,"ETH","Ethiopia",3730629,86.40756,NA,NA,2060729.49,1477420.87,27.49,19.59,9
933,"Amhara","North Gondar",2014,"2014-04",79.2248024575,44724.41,1549.612,43174.8,"ETH","Ethiopia",3702299,85.75139,NA,NA,2060729.49,1477420.87,27.49,19.59,4
934,"Amhara","North Gondar",2014,"2014-02",8.35931262255,44724.41,1549.612,43174.8,"ETH","Ethiopia",3690967,85.48893,NA,NA,2060729.49,1477420.87,27.49,19.59,2
935,"Amhara","North Gondar",2014,"2014-11",12.18061003735,44724.41,1549.612,43174.8,"ETH","Ethiopia",3741961,86.67003,NA,NA,2060729.49,1477420.87,27.49,19.59,11
936,"Amhara","North Gondar",2014,"2014-08",349.69769756,44724.41,1549.612,43174.8,"ETH","Ethiopia",3724963,86.27633,NA,NA,2060729.49,1477420.87,27.49,19.59,8
937,"Amhara","North Gondar",2014,"2014-01",4.40274937455,44724.41,1549.612,43174.8,"ETH","Ethiopia",3685301,85.35769,NA,771,2060729.49,1477420.87,27.49,19.59,1
938,"Amhara","North Gondar",2014,"2014-10",84.788752073,44724.41,1549.612,43174.8,"ETH","Ethiopia",3736295,86.5388,NA,NA,2060729.49,1477420.87,27.49,19.59,10
939,"Amhara","North Gondar",2014,"2014-05",172.356740645,44724.41,1549.612,43174.8,"ETH","Ethiopia",3707965,85.88263,NA,NA,2060729.49,1477420.87,27.49,19.59,5
940,"Amhara","North Gondar",2014,"2014-06",139.564496986,44724.41,1549.612,43174.8,"ETH","Ethiopia",3713631,86.01386,NA,NA,2060729.49,1477420.87,27.49,19.59,6
941,"Amhara","North Gondar",2014,"2014-12",14.65237371395,44724.41,1549.612,43174.8,"ETH","Ethiopia",3747627,86.80127,NA,NA,2060729.49,1477420.87,27.49,19.59,12
942,"Amhara","North Gondar",2015,"2015-12",19.26411743335,44724.41,1549.612,43174.8,"ETH","Ethiopia",3815803,88.38034,NA,NA,2177321.59,1679307,28,24,12
943,"Amhara","North Gondar",2015,"2015-01",2.4047469973,44724.41,1549.612,43174.8,"ETH","Ethiopia",3753293,86.9325,NA,NA,2177321.59,1679307,28,24,1
944,"Amhara","North Gondar",2015,"2015-02",3.7788801097,44724.41,1549.612,43174.8,"ETH","Ethiopia",3758976,87.06412,NA,NA,2177321.59,1679307,28,24,2
945,"Amhara","North Gondar",2015,"2015-03",20.21095840895,44724.41,1549.612,43174.8,"ETH","Ethiopia",3764658,87.19574,NA,NA,2177321.59,1679307,28,24,3
946,"Amhara","North Gondar",2015,"2015-11",30.432227409,44724.41,1549.612,43174.8,"ETH","Ethiopia",3810120,88.24872,NA,NA,2177321.59,1679307,28,24,11
947,"Amhara","North Gondar",2015,"2015-06",130.913864812,44724.41,1549.612,43174.8,"ETH","Ethiopia",3781707,87.59061,NA,NA,2177321.59,1679307,28,24,6
948,"Amhara","North Gondar",2015,"2015-07",213.107398585,44724.41,1549.612,43174.8,"ETH","Ethiopia",3787389,87.72223,NA,NA,2177321.59,1679307,28,24,7
949,"Amhara","North Gondar",2015,"2015-10",49.9245182505,44724.41,1549.612,43174.8,"ETH","Ethiopia",3804438,88.11709,NA,NA,2177321.59,1679307,28,24,10
950,"Amhara","North Gondar",2015,"2015-09",176.4208874505,44724.41,1549.612,43174.8,"ETH","Ethiopia",3798755,87.98547,NA,NA,2177321.59,1679307,28,24,9
951,"Amhara","North Gondar",2015,"2015-05",130.560097381,44724.41,1549.612,43174.8,"ETH","Ethiopia",3776024,87.45899,NA,NA,2177321.59,1679307,28,24,5
952,"Amhara","North Gondar",2015,"2015-08",281.104258305,44724.41,1549.612,43174.8,"ETH","Ethiopia",3793072,87.85385,NA,NA,2177321.59,1679307,28,24,8
953,"Amhara","North Gondar",2015,"2015-04",53.37513272365,44724.41,1549.612,43174.8,"ETH","Ethiopia",3770341,87.32736,NA,NA,2177321.59,1679307,28,24,4
954,"Amhara","North Gondar",2016,"2016-05",131.685367872,44724.41,1549.612,43174.8,"ETH","Ethiopia",3844217,89.03844,NA,NA,2372146.7,1742519.6,29.15,25.09,5
955,"Amhara","North Gondar",2016,"2016-10",66.357874149,44724.41,1549.612,43174.8,"ETH","Ethiopia",3872630,89.69655,NA,NA,2372146.7,1742519.6,29.15,25.09,10
956,"Amhara","North Gondar",2016,"2016-09",139.869516491,44724.41,1549.612,43174.8,"ETH","Ethiopia",3866948,89.56493,NA,NA,2372146.7,1742519.6,29.15,25.09,9
957,"Amhara","North Gondar",2016,"2016-12",1.97563732455,44724.41,1549.612,43174.8,"ETH","Ethiopia",3883996,89.95979,NA,NA,2372146.7,1742519.6,29.15,25.09,12
958,"Amhara","North Gondar",2016,"2016-01",9.07587083265,44724.41,1549.612,43174.8,"ETH","Ethiopia",3821486,88.51196,NA,NA,2372146.7,1742519.6,29.15,25.09,1
959,"Amhara","North Gondar",2016,"2016-11",12.5148851632,44724.41,1549.612,43174.8,"ETH","Ethiopia",3878313,89.82817,NA,NA,2372146.7,1742519.6,29.15,25.09,11
960,"Amhara","North Gondar",2016,"2016-03",28.76158687405,44724.41,1549.612,43174.8,"ETH","Ethiopia",3832851,88.7752,NA,NA,2372146.7,1742519.6,29.15,25.09,3
961,"Amhara","North Gondar",2016,"2016-06",169.9730759865,44724.41,1549.612,43174.8,"ETH","Ethiopia",3849899,89.17007,NA,NA,2372146.7,1742519.6,29.15,25.09,6
962,"Amhara","North Gondar",2016,"2016-04",21.143835759,44724.41,1549.612,43174.8,"ETH","Ethiopia",3838534,88.90682,NA,NA,2372146.7,1742519.6,29.15,25.09,4
963,"Amhara","North Gondar",2016,"2016-08",268.083581735,44724.41,1549.612,43174.8,"ETH","Ethiopia",3861265,89.43331,NA,NA,2372146.7,1742519.6,29.15,25.09,8
964,"Amhara","North Gondar",2016,"2016-02",3.26584674585,44724.41,1549.612,43174.8,"ETH","Ethiopia",3827169,88.64358,NA,NA,2372146.7,1742519.6,29.15,25.09,2
965,"Amhara","North Gondar",2016,"2016-07",369.878767515,44724.41,1549.612,43174.8,"ETH","Ethiopia",3855582,89.30169,NA,NA,2372146.7,1742519.6,29.15,25.09,7
966,"Amhara","North Gondar",2017,"2017-04",56.8416713615,44724.41,1549.612,43174.8,"ETH","Ethiopia",3906727,90.48628,NA,NA,2139742.27,1414485.3,28.16,24.16,4
967,"Amhara","North Gondar",2017,"2017-01",1.8731546414,44724.41,1549.612,43174.8,"ETH","Ethiopia",3889679,90.09142,NA,NA,2139742.27,1414485.3,28.16,24.16,1
968,"Amhara","North Gondar",2017,"2017-06",138.3450058755,44724.41,1549.612,43174.8,"ETH","Ethiopia",3918092,90.74952,NA,NA,2139742.27,1414485.3,28.16,24.16,6
969,"Amhara","North Gondar",2017,"2017-11",5.3973302541,44724.41,1549.612,43174.8,"ETH","Ethiopia",3946506,91.40763,NA,NA,2139742.27,1414485.3,28.16,24.16,11
970,"Amhara","North Gondar",2017,"2017-08",312.858726005,44724.41,1549.612,43174.8,"ETH","Ethiopia",3929458,91.01277,NA,NA,2139742.27,1414485.3,28.16,24.16,8
971,"Amhara","North Gondar",2017,"2017-10",65.4927422545,44724.41,1549.612,43174.8,"ETH","Ethiopia",3940823,91.27601,NA,NA,2139742.27,1414485.3,28.16,24.16,10
972,"Amhara","North Gondar",2017,"2017-09",146.8133108685,44724.41,1549.612,43174.8,"ETH","Ethiopia",3935140,91.14439,NA,NA,2139742.27,1414485.3,28.16,24.16,9
973,"Amhara","North Gondar",2017,"2017-07",284.38713044,44724.41,1549.612,43174.8,"ETH","Ethiopia",3923775,90.88115,NA,NA,2139742.27,1414485.3,28.16,24.16,7
974,"Amhara","North Gondar",2017,"2017-05",134.808617058,44724.41,1549.612,43174.8,"ETH","Ethiopia",3912410,90.6179,NA,NA,2139742.27,1414485.3,28.16,24.16,5
975,"Amhara","North Gondar",2017,"2017-12",7.18992062615,44724.41,1549.612,43174.8,"ETH","Ethiopia",3952189,91.53925,NA,NA,2139742.27,1414485.3,28.16,24.16,12
976,"Amhara","North Gondar",2017,"2017-02",27.48894850745,44724.41,1549.612,43174.8,"ETH","Ethiopia",3895361,90.22304,NA,NA,2139742.27,1414485.3,28.16,24.16,2
977,"Amhara","North Gondar",2017,"2017-03",16.62433130085,44724.41,1549.612,43174.8,"ETH","Ethiopia",3901044,90.35466,NA,NA,2139742.27,1414485.3,28.16,24.16,3
978,"Amhara","North Gondar",2018,"2018-01",7.22569459653722,44724.41,1549.612,43174.8,"ETH","Ethiopia",3957871,91.67087,NA,NA,NA,NA,NA,NA,1
979,"Amhara","North Gondar",2018,"2018-02",16.6119658855761,44724.41,1549.612,43174.8,"ETH","Ethiopia",3963554,91.8025,NA,NA,NA,NA,NA,NA,2
980,"Amhara","North Gondar",2018,"2018-03",14.2993096267509,44724.41,1549.612,43174.8,"ETH","Ethiopia",3969237,91.93412,NA,NA,NA,NA,NA,NA,3
981,"Amhara","North Gondar",2018,"2018-04",25.7974890824583,44724.41,1549.612,43174.8,"ETH","Ethiopia",3974920,92.06574,NA,NA,NA,NA,NA,NA,4
982,"Amhara","North Gondar",2018,"2018-05",113.336511477333,44724.41,1549.612,43174.8,"ETH","Ethiopia",3980602,92.19736,NA,NA,NA,NA,NA,NA,5
983,"Amhara","North Gondar",2018,"2018-06",171.162618976004,44724.41,1549.612,43174.8,"ETH","Ethiopia",3986285,92.32898,NA,NA,NA,NA,NA,NA,6
984,"Amhara","North Gondar",2018,"2018-07",292.043667970594,44724.41,1549.612,43174.8,"ETH","Ethiopia",3991968,92.4606,NA,NA,NA,NA,NA,NA,7
985,"Amhara","North Gondar",2018,"2018-08",345.457394004156,44724.41,1549.612,43174.8,"ETH","Ethiopia",3997651,92.59222,NA,NA,NA,NA,NA,NA,8
986,"Amhara","North Gondar",2018,"2018-09",169.269588382668,44724.41,1549.612,43174.8,"ETH","Ethiopia",4003333,92.72385,NA,NA,NA,NA,NA,NA,9
987,"Amhara","North Gondar",2018,"2018-10",83.7038257600168,44724.41,1549.612,43174.8,"ETH","Ethiopia",4009016,92.85547,NA,NA,NA,NA,NA,NA,10
988,"Amhara","North Gondar",2018,"2018-11",29.9415047940123,44724.41,1549.612,43174.8,"ETH","Ethiopia",4014699,92.98709,NA,NA,NA,NA,NA,NA,11
989,"Amhara","North Gondar",2018,"2018-12",7.98298490475394,44724.41,1549.612,43174.8,"ETH","Ethiopia",4020381,93.11871,NA,NA,NA,NA,NA,NA,12
990,"Amhara","North Gondar",2019,"2019-01",1.22869145305733,44724.41,1549.612,43174.8,"ETH","Ethiopia",4026064,93.25033,NA,NA,NA,NA,NA,NA,1
991,"Amhara","North Gondar",2019,"2019-02",16.4961245996947,44724.41,1549.612,43174.8,"ETH","Ethiopia",4031747,93.38195,NA,NA,NA,NA,NA,NA,2
992,"Amhara","North Gondar",2019,"2019-03",20.4221583154069,44724.41,1549.612,43174.8,"ETH","Ethiopia",4037430,93.51358,NA,NA,NA,NA,NA,NA,3
993,"Amhara","North Gondar",2019,"2019-04",50.6741216022544,44724.41,1549.612,43174.8,"ETH","Ethiopia",4043112,93.6452,NA,NA,NA,NA,NA,NA,4
994,"Amhara","North Gondar",2019,"2019-05",117.425613009475,44724.41,1549.612,43174.8,"ETH","Ethiopia",4048795,93.77682,NA,NA,NA,NA,NA,NA,5
995,"Amhara","North Gondar",2019,"2019-06",325.263097149656,44724.41,1549.612,43174.8,"ETH","Ethiopia",4054478,93.90844,NA,NA,NA,NA,NA,NA,6
996,"Amhara","North Gondar",2019,"2019-07",226.314466465766,44724.41,1549.612,43174.8,"ETH","Ethiopia",4060161,94.04006,NA,NA,NA,NA,NA,NA,7
997,"Amhara","North Gondar",2019,"2019-08",203.695938336611,44724.41,1549.612,43174.8,"ETH","Ethiopia",4065843,94.17168,NA,NA,NA,NA,NA,NA,8
998,"Amhara","North Shewa",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136310,1772946,24.15,28.3,NA
999,"Amhara","North Shewa",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167589.37,2264390.58,29.25,34,NA
1000,"Amhara","North Shewa",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141437.97,2151845.85,20.62,26.6,NA
1001,"Amhara","North Shewa",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231329.69,1757781.63,32.05,24.83,NA
1002,"Amhara","North Shewa",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186006.04,948084.04,18.55,12.07,NA
1003,"Amhara","North Shewa",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408352.93,2290836.61,44.33,30.88,NA
1004,"Amhara","North Shewa",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550939.43,1997789.99,NA,31.29,NA
1005,"Amhara","North Shewa",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325678.69,2540182.5,38.82,36.5,NA
1006,"Amhara","North Shewa",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3341491.03,NA,46.84,NA
1007,"Amhara","North Shewa",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364537.32,3770881.65,54.45,49.32,NA
1008,"Amhara","North Shewa",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233056.14,3541643.42,36.89,47.9,NA
1009,"Amhara","North Wello",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35963,310907,6.65,11.89,NA
1010,"Amhara","North Wello",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82664.98,333142.31,13.19,12.31,NA
1011,"Amhara","North Wello",2008,"2008-12",7.1145652412,12297.11,0,12297.11,"ETH","Ethiopia",1711176,139.1528,5,NA,91539.61,293180.32,13.41,12.31,12
1012,"Amhara","North Wello",2008,"2008-10",29.91432362,12297.11,0,12297.11,"ETH","Ethiopia",1705509,138.6919,5.8,NA,91539.61,293180.32,13.41,12.31,10
1013,"Amhara","North Wello",2008,"2008-01",13.696742578,12297.11,0,12297.11,"ETH","Ethiopia",1680005,136.6179,4.088889,NA,91539.61,293180.32,13.41,12.31,1
1014,"Amhara","North Wello",2008,"2008-02",2.8824681921,12297.11,0,12297.11,"ETH","Ethiopia",1682839,136.8483,4.27901244444444,NA,91539.61,293180.32,13.41,12.31,2
1015,"Amhara","North Wello",2008,"2008-03",5.9289376508,12297.11,0,12297.11,"ETH","Ethiopia",1685672,137.0788,4.46913588888889,NA,91539.61,293180.32,13.41,12.31,3
1016,"Amhara","North Wello",2008,"2008-09",81.896502208,12297.11,0,12297.11,"ETH","Ethiopia",1702675,138.4614,5.60987655555556,NA,91539.61,293180.32,13.41,12.31,9
