d3mIndex,RegionName,ZoneName,WoredaName,dateTime,Malnutrition_total Cases
6336,Amhara,North Shewa,Tarma Ber,2019-04-30,2
6337,Amhara,North Shewa,Tarma Ber,2019-05-31,3
6338,Amhara,North Shewa,Tarma Ber,2019-06-30,1
6339,Amhara,North Shewa,Yifratana Gidim,2017-01-31,9
6340,Amhara,North Shewa,Yifratana Gidim,2017-02-28,0
6341,Amhara,North Shewa,Yifratana Gidim,2017-03-31,3
6342,Amhara,North Shewa,Yifratana Gidim,2017-04-30,4
6343,Amhara,North Shewa,Yifratana Gidim,2017-05-31,2
6344,Amhara,North Shewa,Yifratana Gidim,2017-06-30,1
6345,Amhara,North Shewa,Yifratana Gidim,2017-07-31,2
6346,Amhara,North Shewa,Yifratana Gidim,2017-08-31,13
6347,Amhara,North Shewa,Yifratana Gidim,2017-09-30,7
6348,Amhara,North Shewa,Yifratana Gidim,2017-10-31,5
6349,Amhara,North Shewa,Yifratana Gidim,2017-11-30,2
6350,Amhara,North Shewa,Yifratana Gidim,2017-12-31,1
6351,Amhara,North Shewa,Yifratana Gidim,2018-01-31,6
6352,Amhara,North Shewa,Yifratana Gidim,2018-02-28,2
6353,Amhara,North Shewa,Yifratana Gidim,2018-03-31,2
6354,Amhara,North Shewa,Yifratana Gidim,2018-04-30,0
6355,Amhara,North Shewa,Yifratana Gidim,2018-05-31,2
6356,Amhara,North Shewa,Yifratana Gidim,2018-06-30,3
6357,Amhara,North Shewa,Yifratana Gidim,2018-07-31,2
6358,Amhara,North Shewa,Yifratana Gidim,2018-08-31,3
6359,Amhara,North Shewa,Yifratana Gidim,2018-09-30,7
6360,Amhara,North Shewa,Yifratana Gidim,2018-10-31,12
6361,Amhara,North Shewa,Yifratana Gidim,2018-11-30,5
6362,Amhara,North Shewa,Yifratana Gidim,2018-12-31,18
6363,Amhara,North Shewa,Yifratana Gidim,2019-01-31,3
6364,Amhara,North Shewa,Yifratana Gidim,2019-02-28,12
6365,Amhara,North Shewa,Yifratana Gidim,2019-03-31,9
6366,Amhara,North Shewa,Yifratana Gidim,2019-04-30,1
6367,Amhara,North Shewa,Yifratana Gidim,2019-05-31,4
6368,Amhara,North Shewa,Yifratana Gidim,2019-06-30,5
6369,Amhara,North Wollo,Angot,2017-12-31,11
6370,Amhara,North Wollo,Angot,2018-01-31,9
6371,Amhara,North Wollo,Angot,2018-02-28,7
6372,Amhara,North Wollo,Angot,2018-03-31,6
6373,Amhara,North Wollo,Angot,2018-04-30,3
6374,Amhara,North Wollo,Angot,2018-05-31,2
6375,Amhara,North Wollo,Angot,2018-06-30,3
6376,Amhara,North Wollo,Angot,2018-07-31,1
6377,Amhara,North Wollo,Angot,2018-08-31,6
6378,Amhara,North Wollo,Angot,2018-09-30,10
6379,Amhara,North Wollo,Angot,2018-10-31,17
6380,Amhara,North Wollo,Angot,2018-11-30,6
6381,Amhara,North Wollo,Angot,2018-12-31,12
6382,Amhara,North Wollo,Angot,2019-01-31,3
6383,Amhara,North Wollo,Angot,2019-02-28,6
6384,Amhara,North Wollo,Angot,2019-03-31,9
6385,Amhara,North Wollo,Angot,2019-04-30,5
6386,Amhara,North Wollo,Angot,2019-05-31,9
6387,Amhara,North Wollo,Angot,2019-06-30,8
6388,Amhara,North Wollo,Bugna,2017-01-31,41
6389,Amhara,North Wollo,Bugna,2017-02-28,54
6390,Amhara,North Wollo,Bugna,2017-03-31,42
6391,Amhara,North Wollo,Bugna,2017-04-30,30
6392,Amhara,North Wollo,Bugna,2017-05-31,26
6393,Amhara,North Wollo,Bugna,2017-06-30,26
6394,Amhara,North Wollo,Bugna,2017-07-31,70
6395,Amhara,North Wollo,Bugna,2017-08-31,61
6396,Amhara,North Wollo,Bugna,2017-09-30,31
6397,Amhara,North Wollo,Bugna,2017-10-31,67
6398,Amhara,North Wollo,Bugna,2017-11-30,28
6399,Amhara,North Wollo,Bugna,2017-12-31,27
6400,Amhara,North Wollo,Bugna,2018-01-31,35
6401,Amhara,North Wollo,Bugna,2018-02-28,52
6402,Amhara,North Wollo,Bugna,2018-03-31,39
6403,Amhara,North Wollo,Bugna,2018-04-30,26
6404,Amhara,North Wollo,Bugna,2018-05-31,35
6405,Amhara,North Wollo,Bugna,2018-06-30,19
6406,Amhara,North Wollo,Bugna,2018-07-31,45
6407,Amhara,North Wollo,Bugna,2018-08-31,27
6408,Amhara,North Wollo,Bugna,2018-09-30,48
6409,Amhara,North Wollo,Bugna,2018-10-31,42
6410,Amhara,North Wollo,Bugna,2018-11-30,28
6411,Amhara,North Wollo,Bugna,2018-12-31,66
6412,Amhara,North Wollo,Bugna,2019-01-31,55
6413,Amhara,North Wollo,Bugna,2019-02-28,24
6414,Amhara,North Wollo,Bugna,2019-03-31,46
6415,Amhara,North Wollo,Bugna,2019-04-30,28
6416,Amhara,North Wollo,Bugna,2019-05-31,20
6417,Amhara,North Wollo,Bugna,2019-06-30,21
6418,Amhara,North Wollo,Dawunt,2017-01-31,46
6419,Amhara,North Wollo,Dawunt,2017-02-28,44
6420,Amhara,North Wollo,Dawunt,2017-03-31,55
6421,Amhara,North Wollo,Dawunt,2017-04-30,34
6422,Amhara,North Wollo,Dawunt,2017-05-31,38
6423,Amhara,North Wollo,Dawunt,2017-06-30,46
6424,Amhara,North Wollo,Dawunt,2017-07-31,25
6425,Amhara,North Wollo,Dawunt,2017-08-31,53
6426,Amhara,North Wollo,Dawunt,2017-09-30,40
6427,Amhara,North Wollo,Dawunt,2017-10-31,52
6428,Amhara,North Wollo,Dawunt,2017-11-30,27
6429,Amhara,North Wollo,Dawunt,2017-12-31,20
6430,Amhara,North Wollo,Dawunt,2018-01-31,34
6431,Amhara,North Wollo,Dawunt,2018-02-28,35
6432,Amhara,North Wollo,Dawunt,2018-03-31,21
6433,Amhara,North Wollo,Dawunt,2018-04-30,34
6434,Amhara,North Wollo,Dawunt,2018-05-31,31
6435,Amhara,North Wollo,Dawunt,2018-06-30,30
6436,Amhara,North Wollo,Dawunt,2018-07-31,24
6437,Amhara,North Wollo,Dawunt,2018-08-31,22
6438,Amhara,North Wollo,Dawunt,2018-09-30,42
6439,Amhara,North Wollo,Dawunt,2018-10-31,30
6440,Amhara,North Wollo,Dawunt,2018-11-30,23
6441,Amhara,North Wollo,Dawunt,2018-12-31,27
6442,Amhara,North Wollo,Dawunt,2019-01-31,20
6443,Amhara,North Wollo,Dawunt,2019-02-28,26
6444,Amhara,North Wollo,Dawunt,2019-03-31,15
6445,Amhara,North Wollo,Dawunt,2019-04-30,14
6446,Amhara,North Wollo,Dawunt,2019-05-31,18
6447,Amhara,North Wollo,Dawunt,2019-06-30,2
6448,Amhara,North Wollo,Delanta,2017-01-31,10
6449,Amhara,North Wollo,Delanta,2017-02-28,11
6450,Amhara,North Wollo,Delanta,2017-03-31,2
6451,Amhara,North Wollo,Delanta,2017-04-30,1
6452,Amhara,North Wollo,Delanta,2017-05-31,3
6453,Amhara,North Wollo,Delanta,2017-06-30,13
6454,Amhara,North Wollo,Delanta,2017-07-31,9
6455,Amhara,North Wollo,Delanta,2017-08-31,3
6456,Amhara,North Wollo,Delanta,2017-09-30,7
6457,Amhara,North Wollo,Delanta,2017-10-31,8
6458,Amhara,North Wollo,Delanta,2017-11-30,4
6459,Amhara,North Wollo,Delanta,2017-12-31,11
6460,Amhara,North Wollo,Delanta,2018-01-31,4
6461,Amhara,North Wollo,Delanta,2018-02-28,0
6462,Amhara,North Wollo,Delanta,2018-03-31,6
6463,Amhara,North Wollo,Delanta,2018-04-30,5
6464,Amhara,North Wollo,Delanta,2018-05-31,14
6465,Amhara,North Wollo,Delanta,2018-06-30,1
6466,Amhara,North Wollo,Delanta,2018-07-31,2
6467,Amhara,North Wollo,Delanta,2018-08-31,4
6468,Amhara,North Wollo,Delanta,2018-09-30,2
6469,Amhara,North Wollo,Delanta,2018-10-31,6
6470,Amhara,North Wollo,Delanta,2018-11-30,8
6471,Amhara,North Wollo,Delanta,2018-12-31,29
6472,Amhara,North Wollo,Delanta,2019-01-31,34
6473,Amhara,North Wollo,Delanta,2019-02-28,29
6474,Amhara,North Wollo,Delanta,2019-03-31,28
6475,Amhara,North Wollo,Delanta,2019-04-30,22
6476,Amhara,North Wollo,Delanta,2019-05-31,27
6477,Amhara,North Wollo,Delanta,2019-06-30,11
6478,Amhara,North Wollo,Gazo,2017-12-31,17
6479,Amhara,North Wollo,Gazo,2018-01-31,37
6480,Amhara,North Wollo,Gazo,2018-02-28,21
6481,Amhara,North Wollo,Gazo,2018-03-31,12
6482,Amhara,North Wollo,Gazo,2018-04-30,9
6483,Amhara,North Wollo,Gazo,2018-05-31,3
6484,Amhara,North Wollo,Gazo,2018-06-30,6
6485,Amhara,North Wollo,Gazo,2018-07-31,17
6486,Amhara,North Wollo,Gazo,2018-08-31,6
6487,Amhara,North Wollo,Gazo,2018-09-30,10
6488,Amhara,North Wollo,Gazo,2018-10-31,14
6489,Amhara,North Wollo,Gazo,2018-11-30,14
6490,Amhara,North Wollo,Gazo,2018-12-31,38
6491,Amhara,North Wollo,Gazo,2019-01-31,21
6492,Amhara,North Wollo,Gazo,2019-02-28,15
6493,Amhara,North Wollo,Gazo,2019-03-31,9
6494,Amhara,North Wollo,Gazo,2019-04-30,20
6495,Amhara,North Wollo,Gazo,2019-05-31,29
6496,Amhara,North Wollo,Gazo,2019-06-30,12
6497,Amhara,North Wollo,Gidan,2017-01-31,19
6498,Amhara,North Wollo,Gidan,2017-02-28,12
6499,Amhara,North Wollo,Gidan,2017-03-31,20
6500,Amhara,North Wollo,Gidan,2017-04-30,15
6501,Amhara,North Wollo,Gidan,2017-05-31,18
6502,Amhara,North Wollo,Gidan,2017-06-30,28
6503,Amhara,North Wollo,Gidan,2017-07-31,26
6504,Amhara,North Wollo,Gidan,2017-08-31,25
6505,Amhara,North Wollo,Gidan,2017-09-30,20
6506,Amhara,North Wollo,Gidan,2017-10-31,31
6507,Amhara,North Wollo,Gidan,2017-11-30,28
6508,Amhara,North Wollo,Gidan,2017-12-31,11
6509,Amhara,North Wollo,Gidan,2018-01-31,21
6510,Amhara,North Wollo,Gidan,2018-02-28,22
6511,Amhara,North Wollo,Gidan,2018-03-31,24
6512,Amhara,North Wollo,Gidan,2018-04-30,30
6513,Amhara,North Wollo,Gidan,2018-05-31,25
6514,Amhara,North Wollo,Gidan,2018-06-30,22
6515,Amhara,North Wollo,Gidan,2018-07-31,17
6516,Amhara,North Wollo,Gidan,2018-08-31,15
6517,Amhara,North Wollo,Gidan,2018-09-30,18
6518,Amhara,North Wollo,Gidan,2018-10-31,19
6519,Amhara,North Wollo,Gidan,2018-11-30,11
6520,Amhara,North Wollo,Gidan,2018-12-31,18
6521,Amhara,North Wollo,Gidan,2019-01-31,5
6522,Amhara,North Wollo,Gidan,2019-02-28,8
6523,Amhara,North Wollo,Gidan,2019-03-31,6
6524,Amhara,North Wollo,Gidan,2019-04-30,16
6525,Amhara,North Wollo,Gidan,2019-05-31,1
6526,Amhara,North Wollo,Gidan,2019-06-30,3
6527,Amhara,North Wollo,Guba Lafto,2017-01-31,26
6528,Amhara,North Wollo,Guba Lafto,2017-02-28,19
6529,Amhara,North Wollo,Guba Lafto,2017-03-31,23
6530,Amhara,North Wollo,Guba Lafto,2017-04-30,19
6531,Amhara,North Wollo,Guba Lafto,2017-05-31,30
6532,Amhara,North Wollo,Guba Lafto,2017-06-30,23
6533,Amhara,North Wollo,Guba Lafto,2017-07-31,27
6534,Amhara,North Wollo,Guba Lafto,2017-08-31,24
6535,Amhara,North Wollo,Guba Lafto,2017-09-30,26
6536,Amhara,North Wollo,Guba Lafto,2017-10-31,26
6537,Amhara,North Wollo,Guba Lafto,2017-11-30,9
6538,Amhara,North Wollo,Guba Lafto,2017-12-31,18
6539,Amhara,North Wollo,Guba Lafto,2018-01-31,21
6540,Amhara,North Wollo,Guba Lafto,2018-02-28,30
6541,Amhara,North Wollo,Guba Lafto,2018-03-31,27
6542,Amhara,North Wollo,Guba Lafto,2018-04-30,21
6543,Amhara,North Wollo,Guba Lafto,2018-05-31,25
6544,Amhara,North Wollo,Guba Lafto,2018-06-30,36
6545,Amhara,North Wollo,Guba Lafto,2018-07-31,35
6546,Amhara,North Wollo,Guba Lafto,2018-08-31,17
6547,Amhara,North Wollo,Guba Lafto,2018-09-30,25
6548,Amhara,North Wollo,Guba Lafto,2018-10-31,22
6549,Amhara,North Wollo,Guba Lafto,2018-11-30,11
6550,Amhara,North Wollo,Guba Lafto,2018-12-31,32
6551,Amhara,North Wollo,Guba Lafto,2019-01-31,14
6552,Amhara,North Wollo,Guba Lafto,2019-02-28,27
6553,Amhara,North Wollo,Guba Lafto,2019-03-31,34
6554,Amhara,North Wollo,Guba Lafto,2019-04-30,15
6555,Amhara,North Wollo,Guba Lafto,2019-05-31,29
6556,Amhara,North Wollo,Guba Lafto,2019-06-30,10
6557,Amhara,North Wollo,Habru,2017-01-31,21
6558,Amhara,North Wollo,Habru,2017-02-28,15
6559,Amhara,North Wollo,Habru,2017-03-31,17
6560,Amhara,North Wollo,Habru,2017-04-30,16
6561,Amhara,North Wollo,Habru,2017-05-31,7
6562,Amhara,North Wollo,Habru,2017-06-30,15
6563,Amhara,North Wollo,Habru,2017-07-31,17
6564,Amhara,North Wollo,Habru,2017-08-31,13
6565,Amhara,North Wollo,Habru,2017-09-30,7
6566,Amhara,North Wollo,Habru,2017-10-31,18
6567,Amhara,North Wollo,Habru,2017-11-30,15
6568,Amhara,North Wollo,Habru,2017-12-31,19
6569,Amhara,North Wollo,Habru,2018-01-31,12
6570,Amhara,North Wollo,Habru,2018-02-28,24
6571,Amhara,North Wollo,Habru,2018-03-31,13
6572,Amhara,North Wollo,Habru,2018-04-30,16
6573,Amhara,North Wollo,Habru,2018-05-31,11
6574,Amhara,North Wollo,Habru,2018-06-30,8
6575,Amhara,North Wollo,Habru,2018-07-31,11
6576,Amhara,North Wollo,Habru,2018-08-31,16
6577,Amhara,North Wollo,Habru,2018-09-30,11
6578,Amhara,North Wollo,Habru,2018-10-31,18
6579,Amhara,North Wollo,Habru,2018-11-30,22
6580,Amhara,North Wollo,Habru,2018-12-31,15
6581,Amhara,North Wollo,Habru,2019-01-31,4
6582,Amhara,North Wollo,Habru,2019-02-28,8
6583,Amhara,North Wollo,Habru,2019-03-31,5
6584,Amhara,North Wollo,Habru,2019-04-30,17
6585,Amhara,North Wollo,Habru,2019-05-31,5
6586,Amhara,North Wollo,Habru,2019-06-30,2
6587,Amhara,North Wollo,Kobo,2017-01-31,5
6588,Amhara,North Wollo,Kobo,2017-02-28,1
6589,Amhara,North Wollo,Kobo,2017-03-31,7
6590,Amhara,North Wollo,Kobo,2017-04-30,5
6591,Amhara,North Wollo,Kobo,2017-05-31,5
6592,Amhara,North Wollo,Kobo,2017-06-30,3
6593,Amhara,North Wollo,Kobo,2017-07-31,7
6594,Amhara,North Wollo,Kobo,2017-08-31,6
6595,Amhara,North Wollo,Kobo,2017-09-30,6
6596,Amhara,North Wollo,Kobo,2017-10-31,7
6597,Amhara,North Wollo,Kobo,2017-11-30,12
6598,Amhara,North Wollo,Kobo,2017-12-31,8
6599,Amhara,North Wollo,Kobo,2018-01-31,4
6600,Amhara,North Wollo,Kobo,2018-02-28,1
6601,Amhara,North Wollo,Kobo,2018-03-31,5
6602,Amhara,North Wollo,Kobo,2018-04-30,5
6603,Amhara,North Wollo,Kobo,2018-05-31,7
6604,Amhara,North Wollo,Kobo,2018-06-30,6
6605,Amhara,North Wollo,Kobo,2018-07-31,4
6606,Amhara,North Wollo,Kobo,2018-08-31,5
6607,Amhara,North Wollo,Kobo,2018-09-30,5
6608,Amhara,North Wollo,Kobo,2018-10-31,4
6609,Amhara,North Wollo,Kobo,2018-11-30,1
6610,Amhara,North Wollo,Kobo,2018-12-31,6
6611,Amhara,North Wollo,Kobo,2019-01-31,3
6612,Amhara,North Wollo,Kobo,2019-02-28,0
6613,Amhara,North Wollo,Kobo,2019-03-31,4
6614,Amhara,North Wollo,Kobo,2019-04-30,5
6615,Amhara,North Wollo,Kobo,2019-05-31,6
6616,Amhara,North Wollo,Kobo,2019-06-30,2
6617,Amhara,North Wollo,Lalibela,2017-01-31,3
6618,Amhara,North Wollo,Lalibela,2017-02-28,2
6619,Amhara,North Wollo,Lalibela,2017-03-31,4
6620,Amhara,North Wollo,Lalibela,2017-04-30,2
6621,Amhara,North Wollo,Lalibela,2017-05-31,5
6622,Amhara,North Wollo,Lalibela,2017-06-30,4
6623,Amhara,North Wollo,Lalibela,2017-07-31,3
6624,Amhara,North Wollo,Lalibela,2017-08-31,1
6625,Amhara,North Wollo,Lalibela,2017-09-30,4
6626,Amhara,North Wollo,Lalibela,2017-10-31,1
6627,Amhara,North Wollo,Lalibela,2017-11-30,1
6628,Amhara,North Wollo,Lalibela,2017-12-31,4
6629,Amhara,North Wollo,Lalibela,2018-01-31,6
6630,Amhara,North Wollo,Lalibela,2018-02-28,2
6631,Amhara,North Wollo,Lalibela,2018-03-31,5
6632,Amhara,North Wollo,Lalibela,2018-04-30,16
6633,Amhara,North Wollo,Lalibela,2018-05-31,5
6634,Amhara,North Wollo,Lalibela,2018-06-30,1
6635,Amhara,North Wollo,Lalibela,2018-07-31,6
6636,Amhara,North Wollo,Lalibela,2018-08-31,3
6637,Amhara,North Wollo,Lalibela,2018-09-30,7
6638,Amhara,North Wollo,Lalibela,2018-10-31,9
6639,Amhara,North Wollo,Lalibela,2018-11-30,10
6640,Amhara,North Wollo,Lalibela,2018-12-31,10
6641,Amhara,North Wollo,Lalibela,2019-01-31,9
6642,Amhara,North Wollo,Lalibela,2019-02-28,8
6643,Amhara,North Wollo,Lalibela,2019-03-31,9
6644,Amhara,North Wollo,Lalibela,2019-04-30,4
6645,Amhara,North Wollo,Lalibela,2019-05-31,10
6646,Amhara,North Wollo,Lalibela,2019-06-30,8
6647,Amhara,North Wollo,Lasta,2017-01-31,20
6648,Amhara,North Wollo,Lasta,2017-02-28,36
6649,Amhara,North Wollo,Lasta,2017-03-31,33
6650,Amhara,North Wollo,Lasta,2017-04-30,20
6651,Amhara,North Wollo,Lasta,2017-05-31,28
6652,Amhara,North Wollo,Lasta,2017-06-30,37
6653,Amhara,North Wollo,Lasta,2017-07-31,19
6654,Amhara,North Wollo,Lasta,2017-08-31,18
6655,Amhara,North Wollo,Lasta,2017-09-30,21
6656,Amhara,North Wollo,Lasta,2017-10-31,45
6657,Amhara,North Wollo,Lasta,2017-11-30,22
6658,Amhara,North Wollo,Lasta,2017-12-31,23
6659,Amhara,North Wollo,Lasta,2018-01-31,21
6660,Amhara,North Wollo,Lasta,2018-02-28,9
6661,Amhara,North Wollo,Lasta,2018-03-31,17
6662,Amhara,North Wollo,Lasta,2018-04-30,13
6663,Amhara,North Wollo,Lasta,2018-05-31,14
6664,Amhara,North Wollo,Lasta,2018-06-30,17
6665,Amhara,North Wollo,Lasta,2018-07-31,17
6666,Amhara,North Wollo,Lasta,2018-08-31,15
6667,Amhara,North Wollo,Lasta,2018-09-30,16
6668,Amhara,North Wollo,Lasta,2018-10-31,36
6669,Amhara,North Wollo,Lasta,2018-11-30,14
6670,Amhara,North Wollo,Lasta,2018-12-31,17
6671,Amhara,North Wollo,Lasta,2019-01-31,17
6672,Amhara,North Wollo,Lasta,2019-02-28,18
6673,Amhara,North Wollo,Lasta,2019-03-31,17
6674,Amhara,North Wollo,Lasta,2019-04-30,12
6675,Amhara,North Wollo,Lasta,2019-05-31,15
6676,Amhara,North Wollo,Lasta,2019-06-30,9
6677,Amhara,North Wollo,Meket,2017-01-31,57
6678,Amhara,North Wollo,Meket,2017-02-28,60
6679,Amhara,North Wollo,Meket,2017-03-31,59
6680,Amhara,North Wollo,Meket,2017-04-30,62
6681,Amhara,North Wollo,Meket,2017-05-31,75
6682,Amhara,North Wollo,Meket,2017-06-30,43
6683,Amhara,North Wollo,Meket,2017-07-31,43
6684,Amhara,North Wollo,Meket,2017-08-31,42
6685,Amhara,North Wollo,Meket,2017-09-30,70
6686,Amhara,North Wollo,Meket,2017-10-31,93
6687,Amhara,North Wollo,Meket,2017-11-30,69
6688,Amhara,North Wollo,Meket,2017-12-31,50
6689,Amhara,North Wollo,Meket,2018-01-31,54
6690,Amhara,North Wollo,Meket,2018-02-28,28
6691,Amhara,North Wollo,Meket,2018-03-31,48
6692,Amhara,North Wollo,Meket,2018-04-30,45
6693,Amhara,North Wollo,Meket,2018-05-31,44
6694,Amhara,North Wollo,Meket,2018-06-30,14
6695,Amhara,North Wollo,Meket,2018-07-31,25
6696,Amhara,North Wollo,Meket,2018-08-31,24
6697,Amhara,North Wollo,Meket,2018-09-30,23
6698,Amhara,North Wollo,Meket,2018-10-31,62
6699,Amhara,North Wollo,Meket,2018-11-30,58
6700,Amhara,North Wollo,Meket,2018-12-31,34
6701,Amhara,North Wollo,Meket,2019-01-31,39
6702,Amhara,North Wollo,Meket,2019-02-28,53
6703,Amhara,North Wollo,Meket,2019-03-31,75
6704,Amhara,North Wollo,Meket,2019-04-30,52
6705,Amhara,North Wollo,Meket,2019-05-31,45
6706,Amhara,North Wollo,Meket,2019-06-30,37
6707,Amhara,North Wollo,Raya Kobo,2017-01-31,30
6708,Amhara,North Wollo,Raya Kobo,2017-02-28,32
6709,Amhara,North Wollo,Raya Kobo,2017-03-31,30
6710,Amhara,North Wollo,Raya Kobo,2017-04-30,30
6711,Amhara,North Wollo,Raya Kobo,2017-05-31,28
6712,Amhara,North Wollo,Raya Kobo,2017-06-30,50
6713,Amhara,North Wollo,Raya Kobo,2017-07-31,17
6714,Amhara,North Wollo,Raya Kobo,2017-08-31,32
6715,Amhara,North Wollo,Raya Kobo,2017-09-30,17
6716,Amhara,North Wollo,Raya Kobo,2017-10-31,22
6717,Amhara,North Wollo,Raya Kobo,2017-11-30,18
6718,Amhara,North Wollo,Raya Kobo,2017-12-31,13
6719,Amhara,North Wollo,Raya Kobo,2018-01-31,22
6720,Amhara,North Wollo,Raya Kobo,2018-02-28,12
6721,Amhara,North Wollo,Raya Kobo,2018-03-31,23
6722,Amhara,North Wollo,Raya Kobo,2018-04-30,13
6723,Amhara,North Wollo,Raya Kobo,2018-05-31,28
6724,Amhara,North Wollo,Raya Kobo,2018-06-30,18
6725,Amhara,North Wollo,Raya Kobo,2018-07-31,34
6726,Amhara,North Wollo,Raya Kobo,2018-08-31,22
6727,Amhara,North Wollo,Raya Kobo,2018-09-30,20
6728,Amhara,North Wollo,Raya Kobo,2018-10-31,43
6729,Amhara,North Wollo,Raya Kobo,2018-11-30,35
6730,Amhara,North Wollo,Raya Kobo,2018-12-31,41
6731,Amhara,North Wollo,Raya Kobo,2019-01-31,15
6732,Amhara,North Wollo,Raya Kobo,2019-02-28,28
6733,Amhara,North Wollo,Raya Kobo,2019-03-31,15
6734,Amhara,North Wollo,Raya Kobo,2019-04-30,25
6735,Amhara,North Wollo,Raya Kobo,2019-05-31,34
6736,Amhara,North Wollo,Raya Kobo,2019-06-30,12
6737,Amhara,North Wollo,Wadla,2017-01-31,26
6738,Amhara,North Wollo,Wadla,2017-02-28,20
6739,Amhara,North Wollo,Wadla,2017-03-31,12
6740,Amhara,North Wollo,Wadla,2017-04-30,17
6741,Amhara,North Wollo,Wadla,2017-05-31,15
6742,Amhara,North Wollo,Wadla,2017-06-30,32
6743,Amhara,North Wollo,Wadla,2017-07-31,5
6744,Amhara,North Wollo,Wadla,2017-08-31,5
6745,Amhara,North Wollo,Wadla,2017-09-30,18
6746,Amhara,North Wollo,Wadla,2017-10-31,22
6747,Amhara,North Wollo,Wadla,2017-11-30,16
6748,Amhara,North Wollo,Wadla,2017-12-31,11
6749,Amhara,North Wollo,Wadla,2018-01-31,23
6750,Amhara,North Wollo,Wadla,2018-02-28,5
6751,Amhara,North Wollo,Wadla,2018-03-31,10
6752,Amhara,North Wollo,Wadla,2018-04-30,11
6753,Amhara,North Wollo,Wadla,2018-05-31,15
6754,Amhara,North Wollo,Wadla,2018-06-30,7
6755,Amhara,North Wollo,Wadla,2018-07-31,22
6756,Amhara,North Wollo,Wadla,2018-08-31,4
6757,Amhara,North Wollo,Wadla,2018-09-30,8
6758,Amhara,North Wollo,Wadla,2018-10-31,13
6759,Amhara,North Wollo,Wadla,2018-11-30,19
6760,Amhara,North Wollo,Wadla,2018-12-31,18
6761,Amhara,North Wollo,Wadla,2019-01-31,16
6762,Amhara,North Wollo,Wadla,2019-02-28,6
6763,Amhara,North Wollo,Wadla,2019-03-31,6
6764,Amhara,North Wollo,Wadla,2019-04-30,17
6765,Amhara,North Wollo,Wadla,2019-05-31,16
6766,Amhara,North Wollo,Wadla,2019-06-30,2
6767,Amhara,North Wollo,Woldia,2017-01-31,13
6768,Amhara,North Wollo,Woldia,2017-02-28,6
6769,Amhara,North Wollo,Woldia,2017-03-31,11
6770,Amhara,North Wollo,Woldia,2017-04-30,7
6771,Amhara,North Wollo,Woldia,2017-05-31,3
6772,Amhara,North Wollo,Woldia,2017-06-30,7
6773,Amhara,North Wollo,Woldia,2017-07-31,10
6774,Amhara,North Wollo,Woldia,2017-08-31,9
6775,Amhara,North Wollo,Woldia,2017-09-30,3
6776,Amhara,North Wollo,Woldia,2017-10-31,9
6777,Amhara,North Wollo,Woldia,2017-11-30,7
6778,Amhara,North Wollo,Woldia,2017-12-31,7
6779,Amhara,North Wollo,Woldia,2018-01-31,6
6780,Amhara,North Wollo,Woldia,2018-02-28,8
6781,Amhara,North Wollo,Woldia,2018-03-31,4
6782,Amhara,North Wollo,Woldia,2018-04-30,9
6783,Amhara,North Wollo,Woldia,2018-05-31,11
6784,Amhara,North Wollo,Woldia,2018-06-30,4
6785,Amhara,North Wollo,Woldia,2018-07-31,8
6786,Amhara,North Wollo,Woldia,2018-08-31,7
6787,Amhara,North Wollo,Woldia,2018-09-30,10
6788,Amhara,North Wollo,Woldia,2018-10-31,12
6789,Amhara,North Wollo,Woldia,2018-11-30,13
6790,Amhara,North Wollo,Woldia,2018-12-31,16
6791,Amhara,North Wollo,Woldia,2019-01-31,5
6792,Amhara,North Wollo,Woldia,2019-02-28,4
6793,Amhara,North Wollo,Woldia,2019-03-31,9
6794,Amhara,North Wollo,Woldia,2019-04-30,0
6795,Amhara,North Wollo,Woldia,2019-05-31,7
6796,Amhara,North Wollo,Woldia,2019-06-30,8
6797,Amhara,Oromiya,Artuma Fursi,2017-01-31,13
6798,Amhara,Oromiya,Artuma Fursi,2017-02-28,22
6799,Amhara,Oromiya,Artuma Fursi,2017-03-31,15
6800,Amhara,Oromiya,Artuma Fursi,2017-04-30,23
6801,Amhara,Oromiya,Artuma Fursi,2017-05-31,14
6802,Amhara,Oromiya,Artuma Fursi,2017-06-30,17
6803,Amhara,Oromiya,Artuma Fursi,2017-07-31,41
6804,Amhara,Oromiya,Artuma Fursi,2017-08-31,34
6805,Amhara,Oromiya,Artuma Fursi,2017-09-30,50
6806,Amhara,Oromiya,Artuma Fursi,2017-10-31,46
6807,Amhara,Oromiya,Artuma Fursi,2017-11-30,34
6808,Amhara,Oromiya,Artuma Fursi,2017-12-31,28
6809,Amhara,Oromiya,Artuma Fursi,2018-01-31,30
6810,Amhara,Oromiya,Artuma Fursi,2018-02-28,28
6811,Amhara,Oromiya,Artuma Fursi,2018-03-31,32
6812,Amhara,Oromiya,Artuma Fursi,2018-04-30,27
6813,Amhara,Oromiya,Artuma Fursi,2018-05-31,25
6814,Amhara,Oromiya,Artuma Fursi,2018-06-30,37
6815,Amhara,Oromiya,Artuma Fursi,2018-07-31,36
6816,Amhara,Oromiya,Artuma Fursi,2018-08-31,31
6817,Amhara,Oromiya,Artuma Fursi,2018-09-30,70
6818,Amhara,Oromiya,Artuma Fursi,2018-10-31,67
