d3mIndex,image,label
1531,img_1531.png,15
1532,img_1532.png,15
1533,img_1533.png,15
1534,img_1534.png,15
1535,img_1535.png,15
1536,img_1536.png,15
1537,img_1537.png,15
1538,img_1538.png,15
1539,img_1539.png,15
1540,img_1540.png,15
1541,img_1541.png,15
1542,img_1542.png,15
1543,img_1543.png,15
1544,img_1544.png,15
1545,img_1545.png,15
1546,img_1546.png,15
1547,img_1547.png,15
1548,img_1548.png,15
1549,img_1549.png,15
1550,img_1550.png,15
1551,img_1551.png,15
1552,img_1552.png,15
1553,img_1553.png,15
1554,img_1554.png,15
1555,img_1555.png,15
1556,img_1556.png,15
1557,img_1557.png,15
1558,img_1558.png,15
1559,img_1559.png,15
1560,img_1560.png,15
1561,img_1561.png,15
1562,img_1562.png,15
1563,img_1563.png,15
1564,img_1564.png,15
1565,img_1565.png,15
1566,img_1566.png,15
1567,img_1567.png,15
1568,img_1568.png,15
1569,img_1569.png,15
1570,img_1570.png,15
1571,img_1571.png,15
1572,img_1572.png,15
1573,img_1573.png,15
1574,img_1574.png,15
1575,img_1575.png,15
1576,img_1576.png,15
1577,img_1577.png,15
1578,img_1578.png,15
1579,img_1579.png,15
1600,img_1600.png,16
1601,img_1601.png,16
1602,img_1602.png,16
1603,img_1603.png,16
1604,img_1604.png,16
1605,img_1605.png,16
1606,img_1606.png,16
1607,img_1607.png,16
1608,img_1608.png,16
1609,img_1609.png,16
1610,img_1610.png,16
1611,img_1611.png,16
1612,img_1612.png,16
1613,img_1613.png,16
1614,img_1614.png,16
1615,img_1615.png,16
1616,img_1616.png,16
1617,img_1617.png,16
1618,img_1618.png,16
1619,img_1619.png,16
1620,img_1620.png,16
1621,img_1621.png,16
1622,img_1622.png,16
1623,img_1623.png,16
1624,img_1624.png,16
1625,img_1625.png,16
1626,img_1626.png,16
1627,img_1627.png,16
1628,img_1628.png,16
1629,img_1629.png,16
1630,img_1630.png,16
1631,img_1631.png,16
1632,img_1632.png,16
1633,img_1633.png,16
1634,img_1634.png,16
1635,img_1635.png,16
1636,img_1636.png,16
1637,img_1637.png,16
1638,img_1638.png,16
1639,img_1639.png,16
1640,img_1640.png,16
1641,img_1641.png,16
1642,img_1642.png,16
1643,img_1643.png,16
1644,img_1644.png,16
1645,img_1645.png,16
1646,img_1646.png,16
1647,img_1647.png,16
1648,img_1648.png,16
1649,img_1649.png,16
1650,img_1650.png,16
1651,img_1651.png,16
1652,img_1652.png,16
1653,img_1653.png,16
1654,img_1654.png,16
1655,img_1655.png,16
1656,img_1656.png,16
1657,img_1657.png,16
1658,img_1658.png,16
1659,img_1659.png,16
1660,img_1660.png,16
1661,img_1661.png,16
1662,img_1662.png,16
1663,img_1663.png,16
1664,img_1664.png,16
1665,img_1665.png,16
1666,img_1666.png,16
1667,img_1667.png,16
1668,img_1668.png,16
1669,img_1669.png,16
1670,img_1670.png,16
1671,img_1671.png,16
1672,img_1672.png,16
1673,img_1673.png,16
1674,img_1674.png,16
1675,img_1675.png,16
1676,img_1676.png,16
1677,img_1677.png,16
1678,img_1678.png,16
1679,img_1679.png,16
1700,img_1700.png,17
1701,img_1701.png,17
1702,img_1702.png,17
1703,img_1703.png,17
1704,img_1704.png,17
1705,img_1705.png,17
1706,img_1706.png,17
1707,img_1707.png,17
1708,img_1708.png,17
1709,img_1709.png,17
1710,img_1710.png,17
1711,img_1711.png,17
1712,img_1712.png,17
1713,img_1713.png,17
1714,img_1714.png,17
1715,img_1715.png,17
1716,img_1716.png,17
1717,img_1717.png,17
1718,img_1718.png,17
1719,img_1719.png,17
1720,img_1720.png,17
1721,img_1721.png,17
1722,img_1722.png,17
1723,img_1723.png,17
1724,img_1724.png,17
1725,img_1725.png,17
1726,img_1726.png,17
1727,img_1727.png,17
1728,img_1728.png,17
1729,img_1729.png,17
1730,img_1730.png,17
1731,img_1731.png,17
1732,img_1732.png,17
1733,img_1733.png,17
1734,img_1734.png,17
1735,img_1735.png,17
1736,img_1736.png,17
1737,img_1737.png,17
1738,img_1738.png,17
1739,img_1739.png,17
1740,img_1740.png,17
1741,img_1741.png,17
1742,img_1742.png,17
1743,img_1743.png,17
1744,img_1744.png,17
1745,img_1745.png,17
1746,img_1746.png,17
1747,img_1747.png,17
1748,img_1748.png,17
1749,img_1749.png,17
1750,img_1750.png,17
1751,img_1751.png,17
1752,img_1752.png,17
1753,img_1753.png,17
1754,img_1754.png,17
1755,img_1755.png,17
1756,img_1756.png,17
1757,img_1757.png,17
1758,img_1758.png,17
1759,img_1759.png,17
1760,img_1760.png,17
1761,img_1761.png,17
1762,img_1762.png,17
1763,img_1763.png,17
1764,img_1764.png,17
1765,img_1765.png,17
1766,img_1766.png,17
1767,img_1767.png,17
1768,img_1768.png,17
1769,img_1769.png,17
1770,img_1770.png,17
1771,img_1771.png,17
1772,img_1772.png,17
1773,img_1773.png,17
1774,img_1774.png,17
1775,img_1775.png,17
1776,img_1776.png,17
1777,img_1777.png,17
1778,img_1778.png,17
1779,img_1779.png,17
1800,img_1800.png,18
1801,img_1801.png,18
1802,img_1802.png,18
1803,img_1803.png,18
1804,img_1804.png,18
1805,img_1805.png,18
1806,img_1806.png,18
1807,img_1807.png,18
1808,img_1808.png,18
1809,img_1809.png,18
1810,img_1810.png,18
1811,img_1811.png,18
1812,img_1812.png,18
1813,img_1813.png,18
1814,img_1814.png,18
1815,img_1815.png,18
1816,img_1816.png,18
1817,img_1817.png,18
1818,img_1818.png,18
1819,img_1819.png,18
1820,img_1820.png,18
1821,img_1821.png,18
1822,img_1822.png,18
1823,img_1823.png,18
1824,img_1824.png,18
1825,img_1825.png,18
1826,img_1826.png,18
1827,img_1827.png,18
1828,img_1828.png,18
1829,img_1829.png,18
1830,img_1830.png,18
1831,img_1831.png,18
1832,img_1832.png,18
1833,img_1833.png,18
1834,img_1834.png,18
1835,img_1835.png,18
1836,img_1836.png,18
1837,img_1837.png,18
1838,img_1838.png,18
1839,img_1839.png,18
1840,img_1840.png,18
1841,img_1841.png,18
1842,img_1842.png,18
1843,img_1843.png,18
1844,img_1844.png,18
1845,img_1845.png,18
1846,img_1846.png,18
1847,img_1847.png,18
1848,img_1848.png,18
1849,img_1849.png,18
1850,img_1850.png,18
1851,img_1851.png,18
1852,img_1852.png,18
1853,img_1853.png,18
1854,img_1854.png,18
1855,img_1855.png,18
1856,img_1856.png,18
1857,img_1857.png,18
1858,img_1858.png,18
1859,img_1859.png,18
1860,img_1860.png,18
1861,img_1861.png,18
1862,img_1862.png,18
1863,img_1863.png,18
1864,img_1864.png,18
1865,img_1865.png,18
1866,img_1866.png,18
1867,img_1867.png,18
1868,img_1868.png,18
1869,img_1869.png,18
1870,img_1870.png,18
1871,img_1871.png,18
1872,img_1872.png,18
1873,img_1873.png,18
1874,img_1874.png,18
1875,img_1875.png,18
1876,img_1876.png,18
1877,img_1877.png,18
1878,img_1878.png,18
1879,img_1879.png,18
1900,img_1900.png,19
1901,img_1901.png,19
1902,img_1902.png,19
1903,img_1903.png,19
1904,img_1904.png,19
1905,img_1905.png,19
1906,img_1906.png,19
1907,img_1907.png,19
1908,img_1908.png,19
1909,img_1909.png,19
1910,img_1910.png,19
1911,img_1911.png,19
1912,img_1912.png,19
1913,img_1913.png,19
1914,img_1914.png,19
1915,img_1915.png,19
1916,img_1916.png,19
1917,img_1917.png,19
1918,img_1918.png,19
1919,img_1919.png,19
1920,img_1920.png,19
1921,img_1921.png,19
1922,img_1922.png,19
1923,img_1923.png,19
1924,img_1924.png,19
1925,img_1925.png,19
1926,img_1926.png,19
1927,img_1927.png,19
1928,img_1928.png,19
1929,img_1929.png,19
1930,img_1930.png,19
1931,img_1931.png,19
1932,img_1932.png,19
1933,img_1933.png,19
1934,img_1934.png,19
1935,img_1935.png,19
1936,img_1936.png,19
1937,img_1937.png,19
1938,img_1938.png,19
1939,img_1939.png,19
1940,img_1940.png,19
1941,img_1941.png,19
1942,img_1942.png,19
1943,img_1943.png,19
1944,img_1944.png,19
1945,img_1945.png,19
1946,img_1946.png,19
1947,img_1947.png,19
1948,img_1948.png,19
1949,img_1949.png,19
1950,img_1950.png,19
1951,img_1951.png,19
1952,img_1952.png,19
1953,img_1953.png,19
1954,img_1954.png,19
1955,img_1955.png,19
1956,img_1956.png,19
1957,img_1957.png,19
1958,img_1958.png,19
1959,img_1959.png,19
1960,img_1960.png,19
1961,img_1961.png,19
1962,img_1962.png,19
1963,img_1963.png,19
1964,img_1964.png,19
1965,img_1965.png,19
1966,img_1966.png,19
1967,img_1967.png,19
1968,img_1968.png,19
1969,img_1969.png,19
1970,img_1970.png,19
1971,img_1971.png,19
1972,img_1972.png,19
1973,img_1973.png,19
1974,img_1974.png,19
1975,img_1975.png,19
1976,img_1976.png,19
1977,img_1977.png,19
1978,img_1978.png,19
1979,img_1979.png,19
2000,img_2000.png,20
2001,img_2001.png,20
2002,img_2002.png,20
2003,img_2003.png,20
2004,img_2004.png,20
2005,img_2005.png,20
2006,img_2006.png,20
2007,img_2007.png,20
2008,img_2008.png,20
2009,img_2009.png,20
2010,img_2010.png,20
2011,img_2011.png,20
2012,img_2012.png,20
2013,img_2013.png,20
2014,img_2014.png,20
2015,img_2015.png,20
2016,img_2016.png,20
2017,img_2017.png,20
2018,img_2018.png,20
2019,img_2019.png,20
2020,img_2020.png,20
2021,img_2021.png,20
2022,img_2022.png,20
2023,img_2023.png,20
2024,img_2024.png,20
2025,img_2025.png,20
2026,img_2026.png,20
2027,img_2027.png,20
2028,img_2028.png,20
2029,img_2029.png,20
2030,img_2030.png,20
2031,img_2031.png,20
2032,img_2032.png,20
2033,img_2033.png,20
2034,img_2034.png,20
2035,img_2035.png,20
2036,img_2036.png,20
2037,img_2037.png,20
2038,img_2038.png,20
2039,img_2039.png,20
2040,img_2040.png,20
2041,img_2041.png,20
2042,img_2042.png,20
2043,img_2043.png,20
2044,img_2044.png,20
2045,img_2045.png,20
2046,img_2046.png,20
2047,img_2047.png,20
2048,img_2048.png,20
2049,img_2049.png,20
2050,img_2050.png,20
2051,img_2051.png,20
2052,img_2052.png,20
2053,img_2053.png,20
2054,img_2054.png,20
2055,img_2055.png,20
2056,img_2056.png,20
2057,img_2057.png,20
2058,img_2058.png,20
2059,img_2059.png,20
2060,img_2060.png,20
2061,img_2061.png,20
2062,img_2062.png,20
2063,img_2063.png,20
2064,img_2064.png,20
2065,img_2065.png,20
2066,img_2066.png,20
2067,img_2067.png,20
2068,img_2068.png,20
2069,img_2069.png,20
2070,img_2070.png,20
2071,img_2071.png,20
2072,img_2072.png,20
2073,img_2073.png,20
2074,img_2074.png,20
2075,img_2075.png,20
2076,img_2076.png,20
2077,img_2077.png,20
2078,img_2078.png,20
2079,img_2079.png,20
