d3mIndex,cultivar,sitename,day,canopy_height
3122,PI257600,MAC Field Scanner Season 4 Range 42 Column 4,17,11
3123,PI257600,MAC Field Scanner Season 4 Range 42 Column 4,18,12
3124,PI257600,MAC Field Scanner Season 4 Range 42 Column 4,19,13
3125,PI257600,MAC Field Scanner Season 4 Range 42 Column 4,22,16
3126,PI257600,MAC Field Scanner Season 4 Range 42 Column 4,24,17
3127,PI257600,MAC Field Scanner Season 4 Range 42 Column 4,26,21
3128,PI257600,MAC Field Scanner Season 4 Range 42 Column 4,27,22
3129,PI257600,MAC Field Scanner Season 4 Range 42 Column 4,30,26
3130,PI257600,MAC Field Scanner Season 4 Range 42 Column 4,31,28
3131,PI257600,MAC Field Scanner Season 4 Range 42 Column 4,36,52
3132,PI257600,MAC Field Scanner Season 4 Range 42 Column 4,44,95
3133,PI257600,MAC Field Scanner Season 4 Range 42 Column 4,45,104
3134,PI257600,MAC Field Scanner Season 4 Range 42 Column 4,46,114
3135,PI257600,MAC Field Scanner Season 4 Range 42 Column 4,47,122
3136,PI257600,MAC Field Scanner Season 4 Range 42 Column 4,48,125
3137,PI257600,MAC Field Scanner Season 4 Range 42 Column 4,50,143
3138,PI257600,MAC Field Scanner Season 4 Range 42 Column 4,51,153
3139,PI257600,MAC Field Scanner Season 4 Range 42 Column 4,52,160
3140,PI257600,MAC Field Scanner Season 4 Range 42 Column 4,57,197
3141,PI257600,MAC Field Scanner Season 4 Range 42 Column 4,73,284
3142,PI257600,MAC Field Scanner Season 4 Range 42 Column 4,74,284
3143,PI257600,MAC Field Scanner Season 4 Range 42 Column 4,75,288
3144,PI257600,MAC Field Scanner Season 4 Range 42 Column 4,76,295
3145,PI257600,MAC Field Scanner Season 4 Range 42 Column 4,77,297
3146,PI257600,MAC Field Scanner Season 4 Range 42 Column 4,78,296
3147,PI257600,MAC Field Scanner Season 4 Range 42 Column 4,80,309
3149,PI267573,MAC Field Scanner Season 4 Range 26 Column 11,12,11
3150,PI267573,MAC Field Scanner Season 4 Range 26 Column 11,13,11
3151,PI267573,MAC Field Scanner Season 4 Range 26 Column 11,14,10
3152,PI267573,MAC Field Scanner Season 4 Range 26 Column 11,15,10
3153,PI267573,MAC Field Scanner Season 4 Range 26 Column 11,16,10
3154,PI267573,MAC Field Scanner Season 4 Range 26 Column 11,17,11
3155,PI267573,MAC Field Scanner Season 4 Range 26 Column 11,18,11
3156,PI267573,MAC Field Scanner Season 4 Range 26 Column 11,19,12
3157,PI267573,MAC Field Scanner Season 4 Range 26 Column 11,22,12
3158,PI267573,MAC Field Scanner Season 4 Range 26 Column 11,24,13
3159,PI267573,MAC Field Scanner Season 4 Range 26 Column 11,26,13
3160,PI267573,MAC Field Scanner Season 4 Range 26 Column 11,27,16
3161,PI267573,MAC Field Scanner Season 4 Range 26 Column 11,29,19
3162,PI267573,MAC Field Scanner Season 4 Range 26 Column 11,30,21
3163,PI267573,MAC Field Scanner Season 4 Range 26 Column 11,31,23
3164,PI267573,MAC Field Scanner Season 4 Range 26 Column 11,77,233
3165,PI267573,MAC Field Scanner Season 4 Range 26 Column 11,78,235
3166,PI267573,MAC Field Scanner Season 4 Range 26 Column 11,80,241
3168,PI267573,MAC Field Scanner Season 4 Range 26 Column 12,12,11
3169,PI267573,MAC Field Scanner Season 4 Range 26 Column 12,13,12
3170,PI267573,MAC Field Scanner Season 4 Range 26 Column 12,14,10
3171,PI267573,MAC Field Scanner Season 4 Range 26 Column 12,15,11
3172,PI267573,MAC Field Scanner Season 4 Range 26 Column 12,16,11
3173,PI267573,MAC Field Scanner Season 4 Range 26 Column 12,17,11
3174,PI267573,MAC Field Scanner Season 4 Range 26 Column 12,18,12
3175,PI267573,MAC Field Scanner Season 4 Range 26 Column 12,19,12
3176,PI267573,MAC Field Scanner Season 4 Range 26 Column 12,22,12
3177,PI267573,MAC Field Scanner Season 4 Range 26 Column 12,24,11
3178,PI267573,MAC Field Scanner Season 4 Range 26 Column 12,26,12
3179,PI267573,MAC Field Scanner Season 4 Range 26 Column 12,27,15
3180,PI267573,MAC Field Scanner Season 4 Range 26 Column 12,29,15
3181,PI267573,MAC Field Scanner Season 4 Range 26 Column 12,30,16
3182,PI267573,MAC Field Scanner Season 4 Range 26 Column 12,31,16
3183,PI267573,MAC Field Scanner Season 4 Range 26 Column 12,77,253
3184,PI267573,MAC Field Scanner Season 4 Range 26 Column 12,78,240
3185,PI267573,MAC Field Scanner Season 4 Range 26 Column 12,80,264
3187,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,12,11
3188,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,13,11
3189,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,14,11
3190,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,15,11
3191,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,16,12
3192,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,17,12
3193,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,18,14
3194,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,19,15
3195,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,22,17
3196,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,24,20
3197,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,26,25
3198,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,27,26
3199,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,30,34
3200,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,31,36
3201,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,35,55
3202,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,36,58
3203,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,44,97
3204,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,45,102
3205,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,46,109
3206,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,47,114
3207,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,48,115
3208,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,50,124
3209,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,51,134
3210,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,52,138
3211,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,53,138
3212,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,56,149
3213,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,57,154
3214,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,73,221
3215,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,74,221
3216,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,75,226
3217,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,76,230
3218,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,77,232
3219,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,78,234
3220,PI276837,MAC Field Scanner Season 4 Range 44 Column 15,80,244
3222,PI297155,MAC Field Scanner Season 4 Range 10 Column 7,12,10
3223,PI297155,MAC Field Scanner Season 4 Range 10 Column 7,14,10
3224,PI297155,MAC Field Scanner Season 4 Range 10 Column 7,15,9
3225,PI297155,MAC Field Scanner Season 4 Range 10 Column 7,16,10
3226,PI297155,MAC Field Scanner Season 4 Range 10 Column 7,17,10
3227,PI297155,MAC Field Scanner Season 4 Range 10 Column 7,19,11
3228,PI297155,MAC Field Scanner Season 4 Range 10 Column 7,27,16
3229,PI297155,MAC Field Scanner Season 4 Range 10 Column 7,29,19
3230,PI297155,MAC Field Scanner Season 4 Range 10 Column 7,30,21
3231,PI297155,MAC Field Scanner Season 4 Range 10 Column 7,31,23
3232,PI297155,MAC Field Scanner Season 4 Range 10 Column 7,36,37
3233,PI297155,MAC Field Scanner Season 4 Range 10 Column 7,77,218
3234,PI297155,MAC Field Scanner Season 4 Range 10 Column 7,78,222
3235,PI297155,MAC Field Scanner Season 4 Range 10 Column 7,80,227
3237,PI297155,MAC Field Scanner Season 4 Range 10 Column 8,12,13
3238,PI297155,MAC Field Scanner Season 4 Range 10 Column 8,14,12
3239,PI297155,MAC Field Scanner Season 4 Range 10 Column 8,15,12
3240,PI297155,MAC Field Scanner Season 4 Range 10 Column 8,16,13
3241,PI297155,MAC Field Scanner Season 4 Range 10 Column 8,17,13
3242,PI297155,MAC Field Scanner Season 4 Range 10 Column 8,19,14
3243,PI297155,MAC Field Scanner Season 4 Range 10 Column 8,27,23
3244,PI297155,MAC Field Scanner Season 4 Range 10 Column 8,29,27
3245,PI297155,MAC Field Scanner Season 4 Range 10 Column 8,30,29
3246,PI297155,MAC Field Scanner Season 4 Range 10 Column 8,31,31
3247,PI297155,MAC Field Scanner Season 4 Range 10 Column 8,36,46
3248,PI297155,MAC Field Scanner Season 4 Range 10 Column 8,77,256
3249,PI297155,MAC Field Scanner Season 4 Range 10 Column 8,78,257
3250,PI297155,MAC Field Scanner Season 4 Range 10 Column 8,80,261
3252,PI297155,MAC Field Scanner Season 4 Range 29 Column 11,12,11
3253,PI297155,MAC Field Scanner Season 4 Range 29 Column 11,13,11
3254,PI297155,MAC Field Scanner Season 4 Range 29 Column 11,14,10
3255,PI297155,MAC Field Scanner Season 4 Range 29 Column 11,15,10
3256,PI297155,MAC Field Scanner Season 4 Range 29 Column 11,16,11
3257,PI297155,MAC Field Scanner Season 4 Range 29 Column 11,17,11
3258,PI297155,MAC Field Scanner Season 4 Range 29 Column 11,18,12
3259,PI297155,MAC Field Scanner Season 4 Range 29 Column 11,19,12
3260,PI297155,MAC Field Scanner Season 4 Range 29 Column 11,22,14
3261,PI297155,MAC Field Scanner Season 4 Range 29 Column 11,24,14
3262,PI297155,MAC Field Scanner Season 4 Range 29 Column 11,26,16
3263,PI297155,MAC Field Scanner Season 4 Range 29 Column 11,27,17
3264,PI297155,MAC Field Scanner Season 4 Range 29 Column 11,30,21
3265,PI297155,MAC Field Scanner Season 4 Range 29 Column 11,31,22
3266,PI297155,MAC Field Scanner Season 4 Range 29 Column 11,77,247
3267,PI297155,MAC Field Scanner Season 4 Range 29 Column 11,78,241
3268,PI297155,MAC Field Scanner Season 4 Range 29 Column 11,80,273
3270,PI297155,MAC Field Scanner Season 4 Range 29 Column 12,12,11
3271,PI297155,MAC Field Scanner Season 4 Range 29 Column 12,13,11
3272,PI297155,MAC Field Scanner Season 4 Range 29 Column 12,14,10
3273,PI297155,MAC Field Scanner Season 4 Range 29 Column 12,15,10
3274,PI297155,MAC Field Scanner Season 4 Range 29 Column 12,16,11
3275,PI297155,MAC Field Scanner Season 4 Range 29 Column 12,17,11
3276,PI297155,MAC Field Scanner Season 4 Range 29 Column 12,18,12
3277,PI297155,MAC Field Scanner Season 4 Range 29 Column 12,19,12
3278,PI297155,MAC Field Scanner Season 4 Range 29 Column 12,22,13
3279,PI297155,MAC Field Scanner Season 4 Range 29 Column 12,24,13
3280,PI297155,MAC Field Scanner Season 4 Range 29 Column 12,26,14
3281,PI297155,MAC Field Scanner Season 4 Range 29 Column 12,27,16
3282,PI297155,MAC Field Scanner Season 4 Range 29 Column 12,30,20
3283,PI297155,MAC Field Scanner Season 4 Range 29 Column 12,31,20
3284,PI297155,MAC Field Scanner Season 4 Range 29 Column 12,77,264
3285,PI297155,MAC Field Scanner Season 4 Range 29 Column 12,78,263
3286,PI297155,MAC Field Scanner Season 4 Range 29 Column 12,80,281
3288,PI297171,MAC Field Scanner Season 4 Range 13 Column 3,12,13
3289,PI297171,MAC Field Scanner Season 4 Range 13 Column 3,14,13
3290,PI297171,MAC Field Scanner Season 4 Range 13 Column 3,15,12
3291,PI297171,MAC Field Scanner Season 4 Range 13 Column 3,16,13
3292,PI297171,MAC Field Scanner Season 4 Range 13 Column 3,17,13
3293,PI297171,MAC Field Scanner Season 4 Range 13 Column 3,18,13
3294,PI297171,MAC Field Scanner Season 4 Range 13 Column 3,19,14
3295,PI297171,MAC Field Scanner Season 4 Range 13 Column 3,27,20
3296,PI297171,MAC Field Scanner Season 4 Range 13 Column 3,29,23
3297,PI297171,MAC Field Scanner Season 4 Range 13 Column 3,30,25
3298,PI297171,MAC Field Scanner Season 4 Range 13 Column 3,31,26
3299,PI297171,MAC Field Scanner Season 4 Range 13 Column 3,77,248
3300,PI297171,MAC Field Scanner Season 4 Range 13 Column 3,78,255
3301,PI297171,MAC Field Scanner Season 4 Range 13 Column 3,80,263
3303,PI297171,MAC Field Scanner Season 4 Range 13 Column 4,12,11
3304,PI297171,MAC Field Scanner Season 4 Range 13 Column 4,14,11
3305,PI297171,MAC Field Scanner Season 4 Range 13 Column 4,15,11
3306,PI297171,MAC Field Scanner Season 4 Range 13 Column 4,16,12
3307,PI297171,MAC Field Scanner Season 4 Range 13 Column 4,17,12
3308,PI297171,MAC Field Scanner Season 4 Range 13 Column 4,18,13
3309,PI297171,MAC Field Scanner Season 4 Range 13 Column 4,19,15
3310,PI297171,MAC Field Scanner Season 4 Range 13 Column 4,27,24
3311,PI297171,MAC Field Scanner Season 4 Range 13 Column 4,29,29
3312,PI297171,MAC Field Scanner Season 4 Range 13 Column 4,30,30
3313,PI297171,MAC Field Scanner Season 4 Range 13 Column 4,31,34
3314,PI297171,MAC Field Scanner Season 4 Range 13 Column 4,77,277
3315,PI297171,MAC Field Scanner Season 4 Range 13 Column 4,78,274
3316,PI297171,MAC Field Scanner Season 4 Range 13 Column 4,80,286
3318,PI302252,MAC Field Scanner Season 4 Range 4 Column 11,12,12
3319,PI302252,MAC Field Scanner Season 4 Range 4 Column 11,14,12
3320,PI302252,MAC Field Scanner Season 4 Range 4 Column 11,15,12
3321,PI302252,MAC Field Scanner Season 4 Range 4 Column 11,16,12
3322,PI302252,MAC Field Scanner Season 4 Range 4 Column 11,17,12
3323,PI302252,MAC Field Scanner Season 4 Range 4 Column 11,19,14
3324,PI302252,MAC Field Scanner Season 4 Range 4 Column 11,27,17
3325,PI302252,MAC Field Scanner Season 4 Range 4 Column 11,29,19
3326,PI302252,MAC Field Scanner Season 4 Range 4 Column 11,31,21
3327,PI302252,MAC Field Scanner Season 4 Range 4 Column 11,36,35
3328,PI302252,MAC Field Scanner Season 4 Range 4 Column 11,46,82
3329,PI302252,MAC Field Scanner Season 4 Range 4 Column 11,47,88
3330,PI302252,MAC Field Scanner Season 4 Range 4 Column 11,48,95
3331,PI302252,MAC Field Scanner Season 4 Range 4 Column 11,51,114
3332,PI302252,MAC Field Scanner Season 4 Range 4 Column 11,52,121
3333,PI302252,MAC Field Scanner Season 4 Range 4 Column 11,57,150
3334,PI302252,MAC Field Scanner Season 4 Range 4 Column 11,58,159
3335,PI302252,MAC Field Scanner Season 4 Range 4 Column 11,73,236
3336,PI302252,MAC Field Scanner Season 4 Range 4 Column 11,75,245
3337,PI302252,MAC Field Scanner Season 4 Range 4 Column 11,77,258
3338,PI302252,MAC Field Scanner Season 4 Range 4 Column 11,78,256
3339,PI302252,MAC Field Scanner Season 4 Range 4 Column 11,80,269
3341,PI302252,MAC Field Scanner Season 4 Range 4 Column 12,12,11
3342,PI302252,MAC Field Scanner Season 4 Range 4 Column 12,14,11
3343,PI302252,MAC Field Scanner Season 4 Range 4 Column 12,15,11
3344,PI302252,MAC Field Scanner Season 4 Range 4 Column 12,16,11
3345,PI302252,MAC Field Scanner Season 4 Range 4 Column 12,17,11
3346,PI302252,MAC Field Scanner Season 4 Range 4 Column 12,19,13
3347,PI302252,MAC Field Scanner Season 4 Range 4 Column 12,27,18
3348,PI302252,MAC Field Scanner Season 4 Range 4 Column 12,29,22
3349,PI302252,MAC Field Scanner Season 4 Range 4 Column 12,31,25
3350,PI302252,MAC Field Scanner Season 4 Range 4 Column 12,36,44
3351,PI302252,MAC Field Scanner Season 4 Range 4 Column 12,78,252
3352,PI302252,MAC Field Scanner Season 4 Range 4 Column 12,80,271
3354,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,12,11
3355,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,13,11
3356,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,14,11
3357,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,15,11
3358,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,16,11
3359,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,17,11
3360,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,18,12
3361,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,19,13
3362,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,22,14
3363,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,24,15
3364,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,26,19
3365,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,27,21
3366,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,30,27
3367,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,31,30
3368,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,35,50
3369,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,36,54
3370,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,44,107
3371,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,45,114
3372,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,46,122
3373,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,47,123
3374,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,48,140
3375,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,50,149
3376,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,51,159
3377,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,52,164
3378,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,53,169
3379,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,56,192
3380,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,57,197
3381,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,73,277
3382,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,74,286
3383,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,75,288
3384,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,76,299
3385,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,77,300
3386,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,78,306
3387,PI303658,MAC Field Scanner Season 4 Range 44 Column 11,80,305
3389,PI303658,MAC Field Scanner Season 4 Range 44 Column 12,12,11
3390,PI303658,MAC Field Scanner Season 4 Range 44 Column 12,13,11
3391,PI303658,MAC Field Scanner Season 4 Range 44 Column 12,14,11
3392,PI303658,MAC Field Scanner Season 4 Range 44 Column 12,15,10
3393,PI303658,MAC Field Scanner Season 4 Range 44 Column 12,16,11
3394,PI303658,MAC Field Scanner Season 4 Range 44 Column 12,17,11
3395,PI303658,MAC Field Scanner Season 4 Range 44 Column 12,18,12
3396,PI303658,MAC Field Scanner Season 4 Range 44 Column 12,19,12
3397,PI303658,MAC Field Scanner Season 4 Range 44 Column 12,22,14
3398,PI303658,MAC Field Scanner Season 4 Range 44 Column 12,24,12
3399,PI303658,MAC Field Scanner Season 4 Range 44 Column 12,26,16
3400,PI303658,MAC Field Scanner Season 4 Range 44 Column 12,27,17
3401,PI303658,MAC Field Scanner Season 4 Range 44 Column 12,30,21
3402,PI303658,MAC Field Scanner Season 4 Range 44 Column 12,31,23
3403,PI303658,MAC Field Scanner Season 4 Range 44 Column 12,35,37
3404,PI303658,MAC Field Scanner Season 4 Range 44 Column 12,77,281
3405,PI303658,MAC Field Scanner Season 4 Range 44 Column 12,78,282
3406,PI303658,MAC Field Scanner Season 4 Range 44 Column 12,80,300
3408,PI303658,MAC Field Scanner Season 4 Range 7 Column 3,12,13
3409,PI303658,MAC Field Scanner Season 4 Range 7 Column 3,14,12
3410,PI303658,MAC Field Scanner Season 4 Range 7 Column 3,15,12
3411,PI303658,MAC Field Scanner Season 4 Range 7 Column 3,16,13
3412,PI303658,MAC Field Scanner Season 4 Range 7 Column 3,17,12
3413,PI303658,MAC Field Scanner Season 4 Range 7 Column 3,19,14
3414,PI303658,MAC Field Scanner Season 4 Range 7 Column 3,27,18
3415,PI303658,MAC Field Scanner Season 4 Range 7 Column 3,29,19
3416,PI303658,MAC Field Scanner Season 4 Range 7 Column 3,30,19
3417,PI303658,MAC Field Scanner Season 4 Range 7 Column 3,31,20
3418,PI303658,MAC Field Scanner Season 4 Range 7 Column 3,36,29
3419,PI303658,MAC Field Scanner Season 4 Range 7 Column 3,46,80
3420,PI303658,MAC Field Scanner Season 4 Range 7 Column 3,47,90
3421,PI303658,MAC Field Scanner Season 4 Range 7 Column 3,48,94
3422,PI303658,MAC Field Scanner Season 4 Range 7 Column 3,51,105
3423,PI303658,MAC Field Scanner Season 4 Range 7 Column 3,52,110
3424,PI303658,MAC Field Scanner Season 4 Range 7 Column 3,57,149
3425,PI303658,MAC Field Scanner Season 4 Range 7 Column 3,58,151
3426,PI303658,MAC Field Scanner Season 4 Range 7 Column 3,73,214
3427,PI303658,MAC Field Scanner Season 4 Range 7 Column 3,75,221
3428,PI303658,MAC Field Scanner Season 4 Range 7 Column 3,77,232
3429,PI303658,MAC Field Scanner Season 4 Range 7 Column 3,78,231
3430,PI303658,MAC Field Scanner Season 4 Range 7 Column 3,80,237
3432,PI303658,MAC Field Scanner Season 4 Range 7 Column 4,12,11
3433,PI303658,MAC Field Scanner Season 4 Range 7 Column 4,14,11
3434,PI303658,MAC Field Scanner Season 4 Range 7 Column 4,15,10
3435,PI303658,MAC Field Scanner Season 4 Range 7 Column 4,16,11
3436,PI303658,MAC Field Scanner Season 4 Range 7 Column 4,17,11
3437,PI303658,MAC Field Scanner Season 4 Range 7 Column 4,19,12
3438,PI303658,MAC Field Scanner Season 4 Range 7 Column 4,27,17
3439,PI303658,MAC Field Scanner Season 4 Range 7 Column 4,29,19
3440,PI303658,MAC Field Scanner Season 4 Range 7 Column 4,30,20
3441,PI303658,MAC Field Scanner Season 4 Range 7 Column 4,31,22
3442,PI303658,MAC Field Scanner Season 4 Range 7 Column 4,36,36
3443,PI303658,MAC Field Scanner Season 4 Range 7 Column 4,46,78
3444,PI303658,MAC Field Scanner Season 4 Range 7 Column 4,47,84
3445,PI303658,MAC Field Scanner Season 4 Range 7 Column 4,48,93
3446,PI303658,MAC Field Scanner Season 4 Range 7 Column 4,51,111
3447,PI303658,MAC Field Scanner Season 4 Range 7 Column 4,52,119
3448,PI303658,MAC Field Scanner Season 4 Range 7 Column 4,57,151
3449,PI303658,MAC Field Scanner Season 4 Range 7 Column 4,58,159
3450,PI303658,MAC Field Scanner Season 4 Range 7 Column 4,73,240
3451,PI303658,MAC Field Scanner Season 4 Range 7 Column 4,75,249
3452,PI303658,MAC Field Scanner Season 4 Range 7 Column 4,77,256
3453,PI303658,MAC Field Scanner Season 4 Range 7 Column 4,78,259
3454,PI303658,MAC Field Scanner Season 4 Range 7 Column 4,80,265
3456,PI329286,MAC Field Scanner Season 4 Range 6 Column 7,12,11
3457,PI329286,MAC Field Scanner Season 4 Range 6 Column 7,14,10
3458,PI329286,MAC Field Scanner Season 4 Range 6 Column 7,15,10
3459,PI329286,MAC Field Scanner Season 4 Range 6 Column 7,16,11
3460,PI329286,MAC Field Scanner Season 4 Range 6 Column 7,17,10
3461,PI329286,MAC Field Scanner Season 4 Range 6 Column 7,19,11
3462,PI329286,MAC Field Scanner Season 4 Range 6 Column 7,27,14
3463,PI329286,MAC Field Scanner Season 4 Range 6 Column 7,29,16
3464,PI329286,MAC Field Scanner Season 4 Range 6 Column 7,31,18
3465,PI329286,MAC Field Scanner Season 4 Range 6 Column 7,36,33
3466,PI329286,MAC Field Scanner Season 4 Range 6 Column 7,46,80
3467,PI329286,MAC Field Scanner Season 4 Range 6 Column 7,47,88
3468,PI329286,MAC Field Scanner Season 4 Range 6 Column 7,48,94
3469,PI329286,MAC Field Scanner Season 4 Range 6 Column 7,51,111
3470,PI329286,MAC Field Scanner Season 4 Range 6 Column 7,52,118
3471,PI329286,MAC Field Scanner Season 4 Range 6 Column 7,57,148
3472,PI329286,MAC Field Scanner Season 4 Range 6 Column 7,58,152
3473,PI329286,MAC Field Scanner Season 4 Range 6 Column 7,73,238
3474,PI329286,MAC Field Scanner Season 4 Range 6 Column 7,75,245
3475,PI329286,MAC Field Scanner Season 4 Range 6 Column 7,77,266
3476,PI329286,MAC Field Scanner Season 4 Range 6 Column 7,78,262
3477,PI329286,MAC Field Scanner Season 4 Range 6 Column 7,80,273
3479,PI329286,MAC Field Scanner Season 4 Range 6 Column 8,12,12
3480,PI329286,MAC Field Scanner Season 4 Range 6 Column 8,14,12
3481,PI329286,MAC Field Scanner Season 4 Range 6 Column 8,15,11
3482,PI329286,MAC Field Scanner Season 4 Range 6 Column 8,16,12
3483,PI329286,MAC Field Scanner Season 4 Range 6 Column 8,17,12
3484,PI329286,MAC Field Scanner Season 4 Range 6 Column 8,19,13
3485,PI329286,MAC Field Scanner Season 4 Range 6 Column 8,27,16
3486,PI329286,MAC Field Scanner Season 4 Range 6 Column 8,29,19
3487,PI329286,MAC Field Scanner Season 4 Range 6 Column 8,31,22
3488,PI329286,MAC Field Scanner Season 4 Range 6 Column 8,36,37
3489,PI329286,MAC Field Scanner Season 4 Range 6 Column 8,46,73
3490,PI329286,MAC Field Scanner Season 4 Range 6 Column 8,47,77
3491,PI329286,MAC Field Scanner Season 4 Range 6 Column 8,48,83
3492,PI329286,MAC Field Scanner Season 4 Range 6 Column 8,51,113
3493,PI329286,MAC Field Scanner Season 4 Range 6 Column 8,52,116
3494,PI329286,MAC Field Scanner Season 4 Range 6 Column 8,57,140
3495,PI329286,MAC Field Scanner Season 4 Range 6 Column 8,58,143
3496,PI329286,MAC Field Scanner Season 4 Range 6 Column 8,73,235
3497,PI329286,MAC Field Scanner Season 4 Range 6 Column 8,75,248
3498,PI329286,MAC Field Scanner Season 4 Range 6 Column 8,77,264
3499,PI329286,MAC Field Scanner Season 4 Range 6 Column 8,78,257
3500,PI329286,MAC Field Scanner Season 4 Range 6 Column 8,80,273
3502,PI329299,MAC Field Scanner Season 4 Range 52 Column 13,12,10
3503,PI329299,MAC Field Scanner Season 4 Range 52 Column 13,13,10
3504,PI329299,MAC Field Scanner Season 4 Range 52 Column 13,14,10
3505,PI329299,MAC Field Scanner Season 4 Range 52 Column 13,16,10
3506,PI329299,MAC Field Scanner Season 4 Range 52 Column 13,17,10
3507,PI329299,MAC Field Scanner Season 4 Range 52 Column 13,18,12
3508,PI329299,MAC Field Scanner Season 4 Range 52 Column 13,19,12
3509,PI329299,MAC Field Scanner Season 4 Range 52 Column 13,22,15
3510,PI329299,MAC Field Scanner Season 4 Range 52 Column 13,24,16
3511,PI329299,MAC Field Scanner Season 4 Range 52 Column 13,26,20
3512,PI329299,MAC Field Scanner Season 4 Range 52 Column 13,27,21
3513,PI329299,MAC Field Scanner Season 4 Range 52 Column 13,30,26
3514,PI329299,MAC Field Scanner Season 4 Range 52 Column 13,31,29
3515,PI329299,MAC Field Scanner Season 4 Range 52 Column 13,35,44
3516,PI329299,MAC Field Scanner Season 4 Range 52 Column 13,36,51
3517,PI329299,MAC Field Scanner Season 4 Range 52 Column 13,44,86
3518,PI329299,MAC Field Scanner Season 4 Range 52 Column 13,45,94
3519,PI329299,MAC Field Scanner Season 4 Range 52 Column 13,46,103
3520,PI329299,MAC Field Scanner Season 4 Range 52 Column 13,48,116
3521,PI329299,MAC Field Scanner Season 4 Range 52 Column 13,50,133
3522,PI329299,MAC Field Scanner Season 4 Range 52 Column 13,51,142
3523,PI329299,MAC Field Scanner Season 4 Range 52 Column 13,52,145
3524,PI329299,MAC Field Scanner Season 4 Range 52 Column 13,53,146
3525,PI329299,MAC Field Scanner Season 4 Range 52 Column 13,56,157
3526,PI329299,MAC Field Scanner Season 4 Range 52 Column 13,57,166
3527,PI329299,MAC Field Scanner Season 4 Range 52 Column 13,72,216
